name,draft_year,draft_number,college
Derrick Coleman,1990,1,Syracuse
Gary Payton,1990,2,Oregon State
Mahmoud Abdul-Rauf,1990,3,Louisiana State
Dennis Scott,1990,4,Georgia Tech
Kendall Gill,1990,5,Illinois
Felton Spencer,1990,6,Louisville
Lionel Simmons,1990,7,La Salle
Bo Kimble,1990,8,Loyola-Marymount
Willie Burton,1990,9,Minnesota
Rumeal Robinson,1990,10,Michigan
Tyrone Hill,1990,11,Xavier
Alec Kessler,1990,12,Georgia
Loy Vaught,1990,13,Michigan
Travis Mays,1990,14,Texas
Dave Jamerson,1990,15,Ohio
Terry Mills,1990,16,Michigan
Jerrod Mustaf,1990,17,Maryland
Duane Causwell,1990,18,Temple
Dee Brown,1990,19,Jacksonville
Gerald Glass,1990,20,Mississippi
Jayson Williams,1990,21,St. John's (NY)
Tate George,1990,22,Connecticut
Anthony Bonner,1990,23,Saint Louis
Dwayne Schintzius,1990,24,Florida
Alaa Abdelnaby,1990,25,Duke
Lance Blanks,1990,26,Texas
Elden Campbell,1990,27,Clemson
Les Jepsen,1990,28,Iowa
Toni Kukoc,1990,29,none
Carl Herrera,1990,30,Houston
Negele Knight,1990,31,Dayton
Brian Oliver,1990,32,Georgia Tech
Walter Palmer,1990,33,Dartmouth
Kevin Pritchard,1990,34,Kansas
Greg Foster,1990,35,Texas-El Paso
Trevor Wilson,1990,36,California-Los Angeles
A.J. English,1990,37,Virginia Union
Jud Buechler,1990,38,Arizona
Steve Scheffler,1990,39,Purdue
Bimbo Coles,1990,40,Virginia Tech
Stephen Bardo,1990,41,Illinois
Marcus Liberty,1990,42,Illinois
Tony Massenburg,1990,43,Maryland
Steve Henson,1990,44,Kansas State
Antonio Davis,1990,45,Texas-El Paso
Kenny Williams,1990,46,Elizabeth City State
Derek Strong,1990,47,Xavier
Cedric Ceballos,1990,48,Cal State-Fullerton
Phil Henderson,1990,49,Duke
Milos Babic,1990,50,Tennessee Tech
Tony Smith,1990,51,Marquette
Stefano Rusconi,1990,52,none
Abdul Shamsid-Deen,1990,53,Providence
Sean Higgins,1990,54,Michigan
Keith Askins,1990,undrafted,Alabama 
Cedric Ball,1990,undrafted,Charlotte 
David Benoit,1990,undrafted,Alabama 
Matt Bullard,1990,undrafted,Iowa 
Rick Calloway,1990,undrafted,Indiana 
Richard Coffey,1990,undrafted,Minnesota 
Marty Conlon,1990,undrafted,Providence 
Michael Curry,1990,undrafted,Georgia Southern 
Dan Godfread,1990,undrafted,Providence 
Tony Harris,1990,undrafted,New Orleans 
Skeeter Henry,1990,undrafted,Oklahoma 
Brian Howard,1990,undrafted,NC State 
Kurk Lee,1990,undrafted,Towson State 
Ian Lockhart,1990,undrafted,Tennessee 
Tharon Mayes,1990,undrafted,Florida State 
Chris Munk,1990,undrafted,USC 
Melvin Newbern,1990,undrafted,Minnesota 
Dan O'Sullivan,1990,undrafted,Fordham 
Alan Ogg,1990,undrafted,UAB 
Anthony Pullard,1990,undrafted,McNeese State 
Eldridge Recasner,1990,undrafted,Washington 
Larry Robinson,1990,undrafted,Centenary 
Irving Thomas,1990,undrafted,Florida State 
Stephen Thompson,1990,undrafted,Syracuse 
Andy Toolson,1990,undrafted,BYU 
Scott Williams,1990,undrafted,North Carolina 
Larry Johnson,1991,1,Nevada-Las Vegas
Kenny Anderson,1991,2,Georgia Tech
Billy Owens,1991,3,Syracuse
Dikembe Mutombo,1991,4,Georgetown
Steven Smith,1991,5,Michigan State
Doug Smith,1991,6,Missouri
Luc Longley,1991,7,New Mexico
Mark Macon,1991,8,Temple
Stacey Augmon,1991,9,Nevada-Las Vegas
Bison Dele,1991,10,Arizona
Terrell Brandon,1991,11,Oregon
Greg Anthony,1991,12,Nevada-Las Vegas
Dale Davis,1991,13,Clemson
Rich King,1991,14,Nebraska
Anthony Avent,1991,15,Seton Hall
Chris Gatling,1991,16,Old Dominion
Victor Alexander,1991,17,Iowa State
Kevin Brooks,1991,18,Louisiana-Lafayette
Labradford Smith,1991,19,Louisville
John Turner,1991,20,Phillips
Eric Murdock,1991,21,Providence
LeRon Ellis,1991,22,Syracuse
Stanley Roberts,1991,23,Louisiana State
Rick Fox,1991,24,North Carolina
Shaun Vandiver,1991,25,Colorado
Mark Randall,1991,26,Kansas
Pete Chilcutt,1991,27,North Carolina
Kevin Lynch,1991,28,Minnesota
George Ackles,1991,29,Nevada-Las Vegas
Rodney Monroe,1991,30,North Carolina State
Randy Brown,1991,31,New Mexico State
Chad Gallagher,1991,32,Creighton
Donald Hodge,1991,33,Temple
Myron Brown,1991,34,Slippery Rock
Mike Iuzzolino,1991,35,Saint Francis (PA)
Chris Corchiani,1991,36,North Carolina State
Elliot Perry,1991,37,Memphis
Joe Wylie,1991,38,Miami (FL)
Jimmy Oliver,1991,39,Purdue
Doug Overton,1991,40,La Salle
Sean Green,1991,41,Iona
Steve Hood,1991,42,James Madison
Lamont Strothers,1991,43,Christopher Newport
Alvaro Teheran,1991,44,Houston
Bobby Phills,1991,45,Southern University
Richard Dumas,1991,46,Oklahoma State
Keith Hughes,1991,47,Rutgers
Ike Austin,1991,48,Arizona State
Greg Sutton,1991,49,Oral Roberts
Joey Wright,1991,50,Texas
Zan Tabak,1991,51,none
Anthony Jones,1991,52,Oral Roberts
Von McDade,1991,53,Milwaukee
Marcus Kennedy,1991,54,Eastern Michigan
Darrell Armstrong,1991,undrafted,Fayetteville State 
James Blackwell,1991,undrafted,Dartmouth 
Walter Bond,1991,undrafted,Minnesota 
Demetrius Calip,1991,undrafted,Michigan 
John Crotty,1991,undrafted,Virginia 
Emanual Davis,1991,undrafted,Delaware State 
Patrick Eddie,1991,undrafted,Ole Miss 
Tony Farmer,1991,undrafted,Nebraska 
Jay Guidinger,1991,undrafted,Minnesota–Duluth 
Reggie Hanson,1991,undrafted,Kentucky 
Jerome Harmon,1991,undrafted,Louisville 
Keith Jennings,1991,undrafted,East Tennessee State 
Reggie Jordan,1991,undrafted,New Mexico State 
Cedric Lewis,1991,undrafted,Maryland 
Keith Owens,1991,undrafted,UCLA 
Robert Pack,1991,undrafted,USC 
Larry Stewart,1991,undrafted,Coppin State 
Brett Szabo,1991,undrafted,Augustana 
Carl Thomas,1991,undrafted,Eastern Michigan 
Charles Thomas,1991,undrafted,Eastern Michigan 
Donald Whiteside,1991,undrafted,Northern Illinois 
Lorenzo Williams,1991,undrafted,Stetson 
Travis Williams,1991,undrafted,South Carolina State 
Shaquille O'Neal,1992,1,Louisiana State
Alonzo Mourning,1992,2,Georgetown
Christian Laettner,1992,3,Duke
Jim Jackson,1992,4,Ohio State
LaPhonso Ellis,1992,5,Notre Dame
Tom Gugliotta,1992,6,North Carolina State
Walt Williams,1992,7,Maryland
Todd Day,1992,8,Arkansas
Clar. Weatherspoon,1992,9,Southern Mississippi
Adam Keefe,1992,10,Stanford
Robert Horry,1992,11,Alabama
Harold Miner,1992,12,Southern California
Bryant Stith,1992,13,Virginia
Malik Sealy,1992,14,St. John's (NY)
Anthony Peeler,1992,15,Missouri
Randy Woods,1992,16,La Salle
Doug Christie,1992,17,Pepperdine
Tracy Murray,1992,18,California-Los Angeles
Don MacLean,1992,19,California-Los Angeles
Hubert Davis,1992,20,North Carolina
Jon Barry,1992,21,Georgia Tech
Oliver Miller,1992,22,Arkansas
Lee Mayberry,1992,23,Arkansas
Latrell Sprewell,1992,24,Alabama
Elmore Spencer,1992,25,Nevada-Las Vegas
Dave Johnson,1992,26,Syracuse
Byron Houston,1992,27,Oklahoma State
Marlon Maxey,1992,28,Texas-El Paso
P.J. Brown,1992,29,Louisiana Tech
Sean Rooks,1992,30,Arizona
Reggie Smith,1992,31,Texas Christian
Brent Price,1992,32,Oklahoma
Corey Williams,1992,33,Oklahoma State
Chris Smith,1992,34,Connecticut
Tony Bennett,1992,35,Wisconsin-Green Bay
Duane Cooper,1992,36,Southern California
Isaiah Morris,1992,37,Arkansas
Elmer Bennett,1992,38,Notre Dame
Litterial Green,1992,39,Georgia
Steve Rogers,1992,40,Alabama State
Popeye Jones,1992,41,Murray State
Matt Geiger,1992,42,Georgia Tech
Sasha Danilovic,1992,43,none
Henry Williams,1992,44,North Carolina-Charlotte
Chris King,1992,45,Wake Forest
Robert Werdann,1992,46,St. John's (NY)
Darren Morningstar,1992,47,Pittsburgh
Brian Davis,1992,48,Duke
Ron Ellis,1992,49,Louisiana Tech
Matt Fish,1992,50,North Carolina-Wilmington
Tim Burroughs,1992,51,Jacksonville
Matt Steigenga,1992,52,Michigan State
Curtis Blair,1992,53,Richmond
Brett Roberts,1992,54,Morehead State
Gary Alexander,1992,undrafted,South Florida 
Eric Anderson,1992,undrafted,Indiana 
Mark Baker,1992,undrafted,Ohio State 
Alex Blackwell,1992,undrafted,Monmouth 
Marques Bragg,1992,undrafted,Providence 
Tim Breaux,1992,undrafted,Wyoming 
Dexter Cambridge,1992,undrafted,Texas 
Joe Courtney,1992,undrafted,Southern Miss 
Dell Demps,1992,undrafted,Pacific 
Harold Ellis,1992,undrafted,Morehouse 
Jo Jo English,1992,undrafted,South Carolina 
Stephen Howard,1992,undrafted,DePaul 
Chris Jent,1992,undrafted,Ohio State 
Sam Mack,1992,undrafted,Houston 
Gerald Madkins,1992,undrafted,UCLA 
Bob Martin,1992,undrafted,Minnesota 
Darrick Martin,1992,undrafted,UCLA 
Matt Othick,1992,undrafted,Arizona 
Reggie Slater,1992,undrafted,Wyoming 
Mark Strickland,1992,undrafted,Temple 
Keith Tower,1992,undrafted,Notre Dame 
Anthony Tucker,1992,undrafted,Wake Forest 
Marcus Webb,1992,undrafted,Alabama 
David Wesley,1992,undrafted,Baylor 
Chris Webber,1993,1,Michigan
Shawn Bradley,1993,2,Brigham Young
Anfernee Hardaway,1993,3,Memphis
Jamal Mashburn,1993,4,Kentucky
Isaiah Rider,1993,5,Nevada-Las Vegas
Calbert Cheaney,1993,6,Indiana
Bobby Hurley,1993,7,Duke
Vin Baker,1993,8,Hartford
Rodney Rogers,1993,9,Wake Forest
Lindsey Hunter,1993,10,Jackson State
Allan Houston,1993,11,Tennessee
George Lynch,1993,12,North Carolina
Terry Dehere,1993,13,Seton Hall
Scott Haskin,1993,14,Oregon State
Doug Edwards,1993,15,Florida State
Rex Walters,1993,16,Kansas
Greg Graham,1993,17,Indiana
Luther Wright,1993,18,Seton Hall
Acie Earl,1993,19,Iowa
Scott Burrell,1993,20,Connecticut
James Robinson,1993,21,Alabama
Chris Mills,1993,22,Arizona
Ervin Johnson,1993,23,New Orleans
Sam Cassell,1993,24,Florida State
Corie Blount,1993,25,Cincinnati
Geert Hammink,1993,26,Louisiana State
Malcolm Mackey,1993,27,Georgia Tech
Lucious Harris,1993,28,Long Beach State
Sherron Mills,1993,29,Virginia Commonwealth
Gheorghe Muresan,1993,30,none
Evers Burns,1993,31,Maryland
Alphonso Ford,1993,32,Mississippi Valley State
Eric Riley,1993,33,Michigan
Darnell Mee,1993,34,Western Kentucky
Ed Stokes,1993,35,Arizona
John Best,1993,36,Tennessee Tech
Nick Van Exel,1993,37,Cincinnati
Conrad McRae,1993,38,Syracuse
Thomas Hill,1993,39,Duke
Richard Manning,1993,40,Washington
Anthony Reed,1993,41,Tulane
Adonis Jordan,1993,42,Kansas
Josh Grant,1993,43,Utah
Alex Holcombe,1993,44,Baylor
Bryon Russell,1993,45,Long Beach State
Richard Petruska,1993,46,California-Los Angeles
Chris Whitney,1993,47,Clemson
Kevin Thompson,1993,48,North Carolina State
Mark Buford,1993,49,Mississippi Valley State
Marcelo Nicola,1993,50,none
Spencer Dunkley,1993,51,Delaware
Mike Peplowski,1993,52,Michigan State
Leonard White,1993,53,Southern University
Byron Wilson,1993,54,Utah
Ashraf Amaya,1993,undrafted,Southern Illinois 
Dexter Boney,1993,undrafted,UNLV 
Bruce Bowen,1993,undrafted,Cal State Fullerton 
Mitchell Butler,1993,undrafted,UCLA 
Bill Edwards,1993,undrafted,Wright State 
Evric Gray,1993,undrafted,UNLV 
Antonio Harvey,1993,undrafted,Pfeiffer 
Stanley Jackson,1993,undrafted,UAB 
Warren Kidd,1993,undrafted,Middle Tennessee 
Todd Mundt,1993,undrafted,Delta State 
Julius Nwosu,1993,undrafted,Liberty 
Bo Outlaw,1993,undrafted,Houston 
Brent Scott,1993,undrafted,Rice 
Matt Wenstrom,1993,undrafted,North Carolina 
Aaron Williams,1993,undrafted,Xavier 
Glenn Robinson,1994,1,Purdue
Jason Kidd,1994,2,California
Grant Hill,1994,3,Duke
Donyell Marshall,1994,4,Connecticut
Juwan Howard,1994,5,Michigan
Sharone Wright,1994,6,Clemson
Lamond Murray,1994,7,California
Brian Grant,1994,8,Xavier
Eric Montross,1994,9,North Carolina
Eddie Jones,1994,10,Temple
Carlos Rogers,1994,11,Tennessee State
Khalid Reeves,1994,12,Arizona
Jalen Rose,1994,13,Michigan
Yinka Dare,1994,14,George Washington
Eric Piatkowski,1994,15,Nebraska
Clifford Rozier,1994,16,Louisville
Aaron McKie,1994,17,Temple
Eric Mobley,1994,18,Pittsburgh
Tony Dumas,1994,19,Missouri-Kansas City
B.J. Tyler,1994,20,Texas
Dickey Simpkins,1994,21,Providence
Bill Curley,1994,22,Boston College
Wesley Person,1994,23,Auburn
Monty Williams,1994,24,Notre Dame
Greg Minor,1994,25,Louisville
Charlie Ward,1994,26,Florida State
Brooks Thompson,1994,27,Oklahoma State
Deon Thomas,1994,28,Illinois
Antonio Lang,1994,29,Duke
Howard Eisley,1994,30,Boston College
Rodney Dent,1994,31,Kentucky
Jim McIlvaine,1994,32,Marquette
Derrick Alston,1994,33,Duquesne
Gaylon Nickerson,1994,34,Oklahoma State
Michael Smith,1994,35,Providence
Andrei Fetisov,1994,36,none
Dontonio Wingfield,1994,37,Cincinnati
Darrin Hancock,1994,38,Kansas
Anthony Miller,1994,39,Michigan State
Jeff Webster,1994,40,Oklahoma
William Njoku,1994,41,Saint Mary's (CAN)
Gary Collier,1994,42,Tulsa
Shawnelle Scott,1994,43,St. John's (NY)
Damon Bailey,1994,44,Indiana
Dwayne Morton,1994,45,Louisville
Voshon Lenard,1994,46,Minnesota
Jamie Watson,1994,47,South Carolina
Jevon Crudup,1994,48,Missouri
Kris Bruton,1994,49,Benedict
Charles Claxton,1994,50,Georgia
Lawrence Funderburke,1994,51,Ohio State
Anthony Goldwire,1994,52,Houston
Albert Burditt,1994,53,Texas
Zeljko Rebraca,1994,54,none
Melvin Booker,1994,undrafted,Missouri 
Jimmy Carruth,1994,undrafted,Virginia Tech 
Robert Churchwell,1994,undrafted,Georgetown 
Thomas Hamilton,1994,undrafted,Pittsburgh 
Malcolm Huckaby,1994,undrafted,Boston College 
Askia Jones,1994,undrafted,Kansas State 
Ryan Lorthridge,1994,undrafted,Jackson State 
Ivano Newbill,1994,undrafted,Georgia Tech 
Derrick Phelps,1994,undrafted,North Carolina 
Trevor Ruffin,1994,undrafted,Hawaii 
Kevin Salvadori,1994,undrafted,North Carolina 
Stevin Smith,1994,undrafted,Arizona State 
Aaron Swinson,1994,undrafted,Auburn 
Logan Vander Velden,1994,undrafted,Green Bay 
Fred Vinson,1994,undrafted,Georgia Tech 
Joe Smith,1995,1,Maryland
Antonio McDyess,1995,2,Alabama
Jerry Stackhouse,1995,3,North Carolina
Rasheed Wallace,1995,4,North Carolina
Kevin Garnett,1995,5,none
Bryant Reeves,1995,6,Oklahoma State
Damon Stoudamire,1995,7,Arizona
Shawn Respert,1995,8,Michigan State
Ed O'Bannon,1995,9,California-Los Angeles
Kurt Thomas,1995,10,Texas Christian
Gary Trent,1995,11,Ohio
Cherokee Parks,1995,12,Duke
Corliss Williamson,1995,13,Arkansas
Eric Williams,1995,14,Providence
Brent Barry,1995,15,Oregon State
Alan Henderson,1995,16,Indiana
Bob Sura,1995,17,Florida State
Theo Ratliff,1995,18,Wyoming
Randolph Childress,1995,19,Wake Forest
Jason Caffey,1995,20,Alabama
Michael Finley,1995,21,Wisconsin
George Zidek,1995,22,California-Los Angeles
Travis Best,1995,23,Georgia Tech
Loren Meyer,1995,24,Iowa State
David Vaughn,1995,25,Memphis
Sherell Ford,1995,26,Illinois-Chicago
Mario Bennett,1995,27,Arizona State
Greg Ostertag,1995,28,Kansas
Cory Alexander,1995,29,Virginia
Lou Roe,1995,30,Massachusetts
Dragan Tarlac,1995,31,none
Terrence Rencher,1995,32,Texas
Junior Burrough,1995,33,Virginia
Andrew DeClercq,1995,34,Florida
Jimmy King,1995,35,Michigan
Lawrence Moten,1995,36,Syracuse
Frankie King,1995,37,Western Carolina
Rashard Griffith,1995,38,Wisconsin
Donny Marshall,1995,39,Connecticut
Dwayne Whitfield,1995,40,Jackson State
Erik Meek,1995,41,Duke
Donnie Boyce,1995,42,Colorado
Eric Snow,1995,43,Michigan State
Anthony Pelle,1995,44,Fresno State
Troy Brown,1995,45,Providence
George Banks,1995,46,Texas-El Paso
Tyus Edney,1995,47,California-Los Angeles
Mark Davis,1995,48,Texas Tech
Jerome Allen,1995,49,Pennsylvania
Martin Lewis,1995,50,Seward County Community College
Dejan Bodiroga,1995,51,none
Fred Hoiberg,1995,52,Iowa State
Constantin Popa,1995,53,Miami (FL)
Aurelijius Zukauskas,1995,54,none
Michael McDonald,1995,55,New Orleans
Chris Carr,1995,56,Southern Illinois
Cuonzo Martin,1995,57,Purdue
Don Reid,1995,58,Georgetown
John Amaechi,1995,undrafted,Penn State 
Corey Beck,1995,undrafted,Arkansas 
Rick Brunson,1995,undrafted,Temple 
John Coker,1995,undrafted,Boise State 
Dan Cross,1995,undrafted,Florida 
Nate Driggers,1995,undrafted,Montevallo 
Devin Gray,1995,undrafted,Clemson 
Michael Hawkins,1995,undrafted,Xavier 
Gerard King,1995,undrafted,Nicholls State 
Matt Maloney,1995,undrafted,Penn 
Howard Nathan,1995,undrafted,Northwest Arkansas CC 
Ruben Nembhard,1995,undrafted,Weber State 
Kevin Ollie,1995,undrafted,Connecticut 
Ray Owes,1995,undrafted,Arizona 
James Scott,1995,undrafted,St. John's 
Larry Sykes,1995,undrafted,Xavier 
David Vanterpool,1995,undrafted,St. Bonaventure 
Allen Iverson,1996,1,Georgetown
Marcus Camby,1996,2,Massachusetts
Shareef Abdur-Rahim,1996,3,California
Stephon Marbury,1996,4,Georgia Tech
Ray Allen,1996,5,Connecticut
Antoine Walker,1996,6,Kentucky
Lorenzen Wright,1996,7,Memphis
Kerry Kittles,1996,8,Villanova
Samaki Walker,1996,9,Louisville
Erick Dampier,1996,10,Mississippi State
Todd Fuller,1996,11,North Carolina State
Vitaly Potapenko,1996,12,Wright State
Kobe Bryant,1996,13,none
Peja Stojakovic,1996,14,none
Steve Nash,1996,15,Santa Clara
Tony Delk,1996,16,Kentucky
Jermaine O'Neal,1996,17,none
John Wallace,1996,18,Syracuse
Walter McCarty,1996,19,Kentucky
Zydrunas Ilgauskas,1996,20,none
Dontae' Jones,1996,21,Mississippi State
Roy Rogers,1996,22,Alabama
Efthimios Rentzias,1996,23,none
Derek Fisher,1996,24,Arkansas-Little Rock
Martin Muursepp,1996,25,none
Jerome Williams,1996,26,Georgetown
Brian Evans,1996,27,Indiana
Priest Lauderdale,1996,28,none
Travis Knight,1996,29,Connecticut
Othella Harrington,1996,30,Georgetown
Mark Hendrickson,1996,31,Washington State
Ryan Minor,1996,32,Oklahoma
Moochie Norris,1996,33,West Florida
Shawn Harvey,1996,34,West Virginia State
Joseph Blair,1996,35,Arizona
Doron Sheffer,1996,36,Connecticut
Jeff McInnis,1996,37,North Carolina
Steve Hamer,1996,38,Tennessee
Russ Millard,1996,39,Iowa
Marcus Mann,1996,40,Mississippi Valley State
Jason Sasser,1996,41,Texas Tech
Randy Livingston,1996,42,Louisiana State
Ben Davis,1996,43,Arizona
Malik Rose,1996,44,Drexel
Joe Vogel,1996,45,Colorado State
Marcus Brown,1996,46,Murray State
Ron Riley,1996,47,Arizona State
Jamie Feick,1996,48,Michigan State
Amal McCaskill,1996,49,Marquette
Terrell Bell,1996,50,Georgia
Chris Robinson,1996,51,Western Kentucky
Mark Pope,1996,52,Kentucky
Jeff Nordgaard,1996,53,Wisconsin-Green Bay
Shandon Anderson,1996,54,Georgia
Ronnie Henderson,1996,55,Louisiana State
Reggie Geary,1996,56,Arizona
Drew Barry,1996,57,Georgia Tech
Darnell Robinson,1996,58,Arkansas
Chucky Atkins,1996,undrafted,South Florida 
Ira Bowman,1996,undrafted,Penn 
William Cunningham,1996,undrafted,Temple 
Adrian Griffin,1996,undrafted,Seton Hall 
Darvin Ham,1996,undrafted,Texas Tech 
Ben Handlogten,1996,undrafted,Western Michigan 
Juaquin Hawkins,1996,undrafted,Long Beach State 
Rick Hughes,1996,undrafted,Thomas More 
Rusty LaRue,1996,undrafted,Wake Forest 
Horacio Llamas,1996,undrafted,Grand Canyon 
Art Long,1996,undrafted,Cincinnati 
Joe Stephens,1996,undrafted,Little Rock 
Erick Strickland,1996,undrafted,Nebraska 
Ben Wallace,1996,undrafted,Virginia Union 
Brandon Williams,1996,undrafted,Davidson 
Tim Duncan,1997,1,Wake Forest
Keith Van Horn,1997,2,Utah
Chauncey Billups,1997,3,Colorado
Antonio Daniels,1997,4,Bowling Green
Tony Battie,1997,5,Texas Tech
Ron Mercer,1997,6,Kentucky
Tim Thomas,1997,7,Villanova
Adonal Foyle,1997,8,Colgate
Tracy McGrady,1997,9,none
Danny Fortson,1997,10,Cincinnati
Tariq Abdul-Wahad,1997,11,San Jose State
Austin Croshere,1997,12,Providence
Derek Anderson,1997,13,Kentucky
Maurice Taylor,1997,14,Michigan
Kelvin Cato,1997,15,Iowa State
Brevin Knight,1997,16,Stanford
Johnny Taylor,1997,17,Tennessee-Chattanooga
Chris Anstey,1997,18,none
Scot Pollard,1997,19,Kansas
Paul Grant,1997,20,Wisconsin
Anthony Parker,1997,21,Bradley
Ed Gray,1997,22,California
Bobby Jackson,1997,23,Minnesota
Rodrick Rhodes,1997,24,Southern California
John Thomas,1997,25,Minnesota
Charles Smith,1997,26,New Mexico
Jacque Vaughn,1997,27,Kansas
Keith Booth,1997,28,Maryland
Serge Zwikker,1997,29,North Carolina
Mark Sanford,1997,30,Washington
Charles O'Bannon,1997,31,California-Los Angeles
James Cotton,1997,32,Long Beach State
Marko Milic,1997,33,none
Bubba Wells,1997,34,Austin Peay
Kebu Stewart,1997,35,Cal State-Bakersfield
James Collins,1997,36,Florida State
Marc Jackson,1997,37,Temple
Jerald Honeycutt,1997,38,Tulane
Anthony Johnson,1997,39,College of Charleston
Eddie Elisma,1997,40,Georgia Tech
Jason Lawson,1997,41,Villanova
Stephen Jackson,1997,42,Butler Community College
Gordon Malone,1997,43,West Virginia
Cedric Henderson,1997,44,Memphis
God Shammgod,1997,45,Providence
Eric Washington,1997,46,Alabama
Alvin Williams,1997,47,Villanova
Predrag Drobnjak,1997,48,none
Alain Digbeau,1997,49,none
Chris Crawford,1997,50,Marquette
DeJuan Wheat,1997,51,Louisville
C.J. Bruton,1997,52,Indian Hills Community College
Paul Rogers,1997,53,Gonzaga
Mark Blount,1997,54,Pittsburgh
Ben Pepper,1997,55,none
Nate Erdmann,1997,56,Oklahoma
Roberto Duenas,1997,57,none
Peter Aluma,1997,undrafted,Liberty 
Etdrick Bohannon,1997,undrafted,Auburn Montgomery 
Pat Burke,1997,undrafted,Auburn 
Keith Closs,1997,undrafted,Central Connecticut 
Reggie Freeman,1997,undrafted,Texas 
Chris Garner,1997,undrafted,Memphis 
Marlon Garnett,1997,undrafted,Santa Clara 
Kiwane Garris,1997,undrafted,Illinois 
Derek Grimm,1997,undrafted,Missouri 
Troy Hudson,1997,undrafted,Southern Illinois 
Nate Huffman,1997,undrafted,Central Michigan 
Damon Jones,1997,undrafted,Houston 
Jonathan Kerner,1997,undrafted,East Carolina 
Mikki Moore,1997,undrafted,Nebraska 
Ira Newble,1997,undrafted,Miami 
Mike Penberthy,1997,undrafted,The Master's 
Jamal Robinson,1997,undrafted,Virginia 
Shea Seals,1997,undrafted,Tulsa 
Alvin Sims,1997,undrafted,Louisville 
Michael Stewart,1997,undrafted,California 
Dedric Willoughby,1997,undrafted,Iowa State 
Trevor Winter,1997,undrafted,Minnesota 
Michael Olowokandi,1998,1,Pacific
Mike Bibby,1998,2,Arizona
Raef LaFrentz,1998,3,Kansas
Antawn Jamison,1998,4,North Carolina
Vince Carter,1998,5,North Carolina
Robert Traylor,1998,6,Michigan
Jason Williams,1998,7,Florida
Larry Hughes,1998,8,Saint Louis
Dirk Nowitzki,1998,9,none
Paul Pierce,1998,10,Kansas
Bonzi Wells,1998,11,Ball State
Michael Doleac,1998,12,Utah
Keon Clark,1998,13,Nevada-Las Vegas
Michael Dickerson,1998,14,Arizona
Matt Harpring,1998,15,Georgia Tech
Bryce Drew,1998,16,Valparaiso
Rasho Nesterovic,1998,17,none
Mirsad Turkcan,1998,18,none
Pat Garrity,1998,19,Notre Dame
Roshown McLeod,1998,20,Duke
Ricky Davis,1998,21,Iowa
Brian Skinner,1998,22,Baylor
Tyronn Lue,1998,23,Nebraska
Felipe Lopez,1998,24,St. John's (NY)
Al Harrington,1998,25,none
Sam Jacobson,1998,26,Minnesota
Vladimir Stepania,1998,27,none
Corey Benjamin,1998,28,Oregon State
Nazr Mohammed,1998,29,Kentucky
Ansu Sesay,1998,30,Mississippi
Ruben Patterson,1998,31,Cincinnati
Rashard Lewis,1998,32,none
Jelani McCoy,1998,33,California-Los Angeles
Shammond Williams,1998,34,North Carolina
Bruno Sundov,1998,35,none
Jerome James,1998,36,Florida A&M
Casey Shaw,1998,37,Toledo
DeMarco Johnson,1998,38,North Carolina-Charlotte
Rafer Alston,1998,39,Fresno State
Korleone Young,1998,40,none
Cuttino Mobley,1998,41,Rhode Island
Miles Simon,1998,42,Arizona
Jahidi White,1998,43,Georgetown
Sean Marks,1998,44,California
Toby Bailey,1998,45,California-Los Angeles
Andrae Patterson,1998,46,Indiana
Tyson Wheeler,1998,47,Rhode Island
Ryan Stack,1998,48,South Carolina
Cory Carr,1998,49,Texas Tech
Andrew Betts,1998,50,Long Beach State
Corey Brewer,1998,51,Oklahoma
Derrick Dial,1998,52,Eastern Michigan
Greg Buckner,1998,53,Clemson
Tremaine Fowlkes,1998,54,Fresno State
Ryan Bowen,1998,55,Iowa
J.R. Henderson,1998,56,California-Los Angeles
Torraye Braggs,1998,57,Xavier
Maceo Baston,1998,58,Michigan
Earl Boykins,1998,undrafted,Eastern Michigan 
Gerald Brown,1998,undrafted,Pepperdine 
Anthony Carter,1998,undrafted,Hawaii 
Sean Colson,1998,undrafted,Charlotte 
Rubén Garcés,1998,undrafted,Providence 
Steve Goodrich,1998,undrafted,Princeton 
Zendon Hamilton,1998,undrafted,St. John's 
Randell Jackson,1998,undrafted,Florida State 
Mike James,1998,undrafted,Duquesne 
Mark Jones,1998,undrafted,UCF 
Šar?nas Jasikevi?ius,1998,undrafted,Maryland 
Charles Jones,1998,undrafted,LIU Brooklyn 
Garth Joseph,1998,undrafted,Peristeri B.C. 
Kelly McCarty,1998,undrafted,Southern Miss 
Brad Miller,1998,undrafted,Purdue 
Makhtar N'Diaye,1998,undrafted,North Carolina 
Tyrone Nesby,1998,undrafted,UNLV 
Daniel Santiago,1998,undrafted,Saint Vincent 
Jeff Sheppard,1998,undrafted,Kentucky 
Billy Thomas,1998,undrafted,Kansas 
Elton Brand,1999,1,Duke
Steve Francis,1999,2,Maryland
Baron Davis,1999,3,California-Los Angeles
Lamar Odom,1999,4,Rhode Island
Jonathan Bender,1999,5,none
Wally Szczerbiak,1999,6,Miami (OH)
Richard Hamilton,1999,7,Connecticut
Andre Miller,1999,8,Utah
Shawn Marion,1999,9,Nevada-Las Vegas
Jason Terry,1999,10,Arizona
Trajan Langdon,1999,11,Duke
Aleksandar Radojevic,1999,12,Barton Community College
