season,wingspan,height_w_shoes,standing_reach,body_fat_pct,hand_length,hand_width,name
2019,82,78,103,8.5,,,Zion Williamson
2019,79,75,,,,,Ja Morant
2019,82,79,,,,,RJ Barrett
2019,86,79,,,,,De'Andre Hunter
2019,77,74,,,,,Darius Garland
2019,81.5,78.75,100.5,5,8.25,8.5,Jarrett Culver
2019,77,76.75,97.5,4.3,7.75,9,Coby White
2019,87.5,83.5,110.5,5,9.25,10.5,Jaxson Hayes
2019,86,80,,,,,Rui Hachimura
2019,84.5,80,105.5,4.7,9,9,Cam Reddish
2019,82,80.5,103,5.8,8,8.5,Cameron Johnson
2019,86.5,80,106.5,8.6,9,10.25,P.J. Washington
2019,75.25,78,100.5,7.1,8,8.75,Tyler Herro
2019,83,78,103,,9,9,Romeo Langford
2019,83,,,,,,Sekou Doumbouya
2019,84,80,,,,,Chuma Okeke
2019,81.5,77.5,102,5.9,8.5,8.75,Nickeil Alexander-Walker
2019,86,,,,,,Goga Bitadze
2019,82.5,83,107,5.6,8.5,9,Luka Samanic
2019,84,78,,,,,Matisse Thybulle
2019,80.25,80.25,102,4.9,8.25,9.5,Brandon Clarke
2019,81.75,79.5,104.5,5.4,9,10.5,Grant Williams
2019,84,81,107,3.6,9,9.75,Darius Bazley
2019,76,77.5,98,6.5,8.25,9.5,Ty Jerome
2019,85.25,78,104.5,5.9,8.75,10,Nassir Little
2019,82,79.5,104.5,4.6,8.25,9.5,Dylan Windler
2019,87,82.25,109.5,5.1,9.25,10.75,Mfiondu Kabengele
2019,78.75,77.5,99.5,7.5,8.25,8.5,Jordan Poole
2019,81.25,78,104,5.6,8,9.25,Keldon Johnson
2019,81,77.5,103,5.1,8.75,8.75,Kevin Porter Jr.
2019,86.5,83.75,110,4.5,9.25,9.5,Nicolas Claxton
2019,85.75,81.5,106.5,4.6,9.25,9.25,KZ Okpala
2019,78,72,94.5,5.5,8.75,9,Carsen Edwards
2019,87.25,82.25,110,5.4,9.25,10,Bruno Fernando
2019,79,,,,,,Marcos Louzada Silva
2019,82.25,77.5,102.5,5,8.25,9,Cody Martin
2019,79,,,,,,Deividas Sirvydis
2019,86.5,82.5,110,5.9,9.25,9.25,Daniel Gafford
2019,86,,,,,,Alen Smailagic
2019,83,79,,,,,Justin James
2019,87.75,79.25,103.5,6.3,9,9.5,Eric Paschall
2019,81.75,77.25,102.5,6.8,8.75,9,Admiral Schofield
2019,79.25,76.25,98,6.1,8.25,8.5,Jaylen Nowell
2019,91,86.5,115.5,7.1,9.25,9.5,Bol Bol
2019,85,80.5,106,3.9,9,10.5,Isaiah Roby
2019,85.25,76,103,8.4,9.5,9.75,Talen Horton-Tucker
2019,81.25,79.25,102,6,8.75,9.5,Ignas Brazdeikis
2019,79.75,78.5,101,4,9.5,9.25,Terance Mann
2019,81,76.25,100,6.1,8.5,9,Quinndary Weatherspoon
2019,85,79,,,,,Jarrell Brantley
2019,74.25,70.75,93.5,6.6,8,9.75,Tremont Waters
2019,84.25,81.75,105.5,5.7,9,10,Jalen McDaniels
2019,80,74,,,,,Justin Wright-Foreman
2019,84.25,77.5,103.5,4.7,8.75,9.25,Marial Shayok
2019,76.5,74.25,95.5,5.7,8,8.75,Kyle Guy
2019,77.5,75,97,5.1,8,8.25,Jaylen Hands
2019,75.25,74.75,95,5,7.5,9.25,Jordan Bone
2019,82.75,77.75,100.5,4.9,9,10,Miye Oni
2019,85.75,82.25,107,6.1,9.5,10.25,Dewan Hernandez
2019,79,,,,,,Vanja Marinkovic
2018,90,85,,,,,Deandre Ayton
2018,85,83,,,,,Marvin Bagley III
2018,84,,,,,,Luka Doncic
2018,89.25,83.25,110,7.2,10,10,Jaren Jackson Jr.
2018,75,73.75,95.5,5.35,8,9.25,Trae Young
2018,94,84.75,115.5,6.2,9.75,10.25,Mo Bamba
2018,88.5,82,109,7.85,8.5,9,Wendell Carter Jr.
2018,79.25,73.5,98.5,5.6,8.25,8.5,Collin Sexton
2018,83.75,81,108,4.95,8.75,9.25,Kevin Knox II
2018,85,79,,,,,Mikal Bridges
2018,83.5,78,104,3,9,9,Shai Gilgeous-Alexander
2018,81.5,78.75,103.5,5.9,9,9.75,Miles Bridges
2018,79.25,77,98,6.05,9,10,Jerome Robinson
2018,84.25,82.75,108.5,6.4,8.75,9.25,Michael Porter Jr.
2018,82.25,78.75,105,7.05,9,9.75,Troy Brown Jr.
2018,81.75,76,100,6.05,8.75,8.25,Zhaire Smith
2018,78,76.5,97.5,5,8.25,9,Donte DiVincenzo
2018,82.25,76.5,99.5,5.65,9,9.5,Lonnie Walker IV
2018,79.5,79.25,101.5,8.6,8.25,8.5,Kevin Huerter
2018,84,76.5,102,5.2,9,9.75,Josh Okogie
2018,79.25,76.5,97,5.55,8.25,10,Grayson Allen
2018,85,79,,,,,Chandler Hutchison
2018,79.5,72.75,97,6.4,8.75,8.5,Aaron Holiday
2018,81.25,75.25,99.5,7.7,8.75,9,Anfernee Simons
2018,84,83.5,108,6.75,9,10.75,Moritz Wagner
2018,78.75,77.25,100,4.85,8,9,Landry Shamet
2018,90,81,,,,,Robert Williams III
2018,81.25,77.5,102.5,6.5,9,9.25,Jacob Evans
2018,81,,,,,,Dzanan Musa
2018,86,81.25,107.5,13.75,9,9,Omari Spellman
2018,80,,,,,,Elie Okobo
2018,76.25,73.5,95,4.15,9.25,8.5,Jevon Carter
2018,76,74.25,96,6.7,8.25,9.25,Jalen Brunson
2018,78.25,73.5,96,4.8,8.5,9.5,Devonte' Graham
2018,85.75,78,105,7.9,9.5,9.5,Melvin Frazier Jr.
2018,88,,,,,,Mitchell Robinson
2018,80.75,77.75,98,7,8.5,9.5,Gary Trent Jr.
2018,82.5,75.75,101,6.4,8.75,9.25,Khyri Thomas
2018,84,,,,,,Isaac Bonga
2018,86,,,,,,Rodions Kurucs
2018,85,81,,,,,Jarred Vanderbilt
2018,81,77,98.5,3.75,8.5,8.5,Bruce Brown
2018,87,78.75,105,8.9,9,9.5,Justin Jackson
2018,77,,,,,,Issuf Sanon
2018,83.5,78,103,4.45,8.75,9,Hamidou Diallo
2018,80.5,75.25,99.5,5.2,8.5,9.5,De'Anthony Melton
2018,76.75,79.75,100,8.45,8.25,9.5,Svi Mykhailiuk
2018,87.25,80.5,106.5,5.35,9,8.5,Keita Bates-Diop
2018,84.5,81.5,108,5.05,9,9.25,Chimezie Metu
2018,80.75,80,103,8.1,8.5,9.75,Alize Johnson
2018,80.25,76.5,100,6.5,8.5,9.75,Tony Carr
2018,84,80,,,,,Vincent Edwards
2018,79.75,78,102,8.45,8.5,10,Devon Hall
2018,84.75,77.5,99.5,6.8,8.75,9.5,Shake Milton
2018,83,,,,,,Arnoldas Kulboka
2018,88.75,82.25,109,5.55,9.25,9,Ray Spalding
2018,87.5,79.75,107,5.15,9.25,10.25,Kevin Hervey
2018,84,85,109.5,10.9,9,10.5,Thomas Welsh
2018,83.5,78,101.5,7.25,9,10.25,George King
2018,86.25,82.5,110,5,9.25,9.5,Kostas Antetokounmpo
2017,81,76,,,,,Markelle Fultz
2017,81,78,,,,,Lonzo Ball
2017,83,80,,,,,Jayson Tatum
2017,82,80,,,,,Josh Jackson
2017,78.5,75.25,100,4.5,8.5,8.5,De'Aaron Fox
2017,85,82,,,,,Jonathan Isaac
2017,83,85,,,,,Lauri Markkanen
2017,85,,,,,,Frank Ntilikina
2017,75,75,,,,,Dennis Smith Jr.
2017,85,84,111,8.9,8.75,9.25,Zach Collins
2017,76,75,,,,,Malik Monk
2017,77.25,77.5,98.5,6.6,8,8.75,Luke Kennard
2017,82,75,97,5.9,8.5,9.5,Donovan Mitchell
2017,86.75,75.75,108,5.2,9.5,8.75,Bam Adebayo
2017,83,78.75,104.5,8.1,8.75,9.25,Justin Jackson
2017,87,83.25,111.5,7.8,8.75,9.75,Justin Patton
2017,87,82.5,109.5,6.4,9.25,10.25,D.J. Wilson
2017,83,81.75,107,6.8,8.5,9.5,TJ Leaf
2017,83.25,81.5,106.5,5.4,9,10,John Collins
2017,87.25,82.5,109.5,5.2,9.5,10.75,Harry Giles III
2017,80.75,79,103,5.8,8.5,10,Terrance Ferguson
2017,89.25,82.25,109.5,7.4,9.5,10.5,Jarrett Allen
2017,86.25,79.75,107.5,6.8,9.25,9.5,OG Anunoby
2017,84,81.5,107.5,13.6,8.75,8.75,Tyler Lydon
2017,87,,,,,,Anzejs Pasecniks
2017,87,80.5,108,,9.5,10.25,Caleb Swanigan
2017,84.25,81.5,107.5,9.4,8.5,9.5,Kyle Kuzma
2017,89,82.75,112.5,12,9.5,9.5,Tony Bradley
2017,79.5,76.5,101.5,6.2,8.25,8.5,Derrick White
2017,80.25,77,101,5.8,8.5,9.5,Josh Hart
2017,79.5,75.5,98,6.7,8.25,9,Frank Jackson
2017,84,77.5,102,6.5,9.25,9.5,Davon Reed
2017,85,78.75,105.5,4,8.75,9.5,Wes Iwundu
2017,75.25,72,94,4.3,8,9.25,Frank Mason
2017,85.5,82,109,6.8,8.75,9,Ivan Rabb
2017,87,82,,,,,Jonah Bolden
2017,81.75,78.75,102,5.5,8.75,9.5,Semi Ojeleye
2017,83.75,80.5,104.5,5.4,9.25,9.5,Jordan Bell
2017,77.5,71.5,95,9.1,8,7.75,Jawun Evans
2017,82,78.25,103.5,7.9,8.75,10,Dwayne Bacon
2017,77.25,76.5,99.5,4.7,8.5,9.25,Tyler Dorsey
2017,90,82.75,112.5,9.4,9.5,10.25,Thomas Bryant
2017,86,,,,,,Isaiah Hartenstein
2017,81,77.5,100,5.3,8.5,9.25,Damyean Dotson
2017,78,78,100.5,7.5,8.25,9.25,Dillon Brooks
2017,82,76,,,,,Sterling Brown
2017,90.25,81.75,110.5,5.4,9.5,10,Ike Anigbogu
2017,82,76.75,103,7.8,8.75,8.75,Sindarius Thornwell
2017,83,,,,,,Vlatko Cancar
2017,85,,,,,,Mathias Lessort
2017,76,74.5,96.5,6.9,8.25,8.75,Monte Morris
2017,81,77.75,102.5,8.3,8.25,9,Edmond Sumner
2017,81.25,74.25,99.5,6.4,8.5,8.75,Kadeem Allen
2017,82.75,80.75,105,8.8,8.75,10,Alec Peters
2017,79.25,75,99,5.6,8.75,9.25,Nigel Williams-Goss
2017,79,78,,,,,Jabari Bird
2017,88,,,,,,Aleksandar Vezenkov
2017,78,,,,,,Ognen Jaramaz
2017,82,78.75,104.5,5.7,8.75,10.25,Jaron Blossomgame
2017,89,,,,,,Alpha Kaba
2016,84,82,,,,,Ben Simmons
2016,87,81,,,,,Brandon Ingram
2016,83.75,78.75,102.5,5.05,8.75,9,Jaylen Brown
2016,86,,,,,,Dragan Bender
2016,81.5,76.25,100,,,,Kris Dunn
2016,81.25,77,101,6.1,8.5,9,Buddy Hield
2016,78,77,,,,,Jamal Murray
2016,84.25,82,105,8.5,9,9,Marquese Chriss
2016,86.75,85,111.5,5.8,9.25,10.25,Jakob Poeltl
2016,87,84.75,110.5,6.05,8.75,9.5,Thon Maker
2016,83,82,,,,,Domantas Sabonis
2016,83.5,79.75,102,6.45,9,8.5,Taurean Prince
2016,90,,,,,,Georgios Papagiannis
2016,82.75,77.75,102,9.2,8.5,9.75,Denzel Valentine
2016,84,,,,,,Juancho Hernangomez
2016,85,,,,,,Guerschon Yabusele
2016,83.25,76,100,5.2,9,9.75,Wade Baldwin IV
2016,86.25,83.5,108,11.2,8.5,9.75,Henry Ellenson
2016,79,76.5,100.5,6.9,8.5,9,Malik Beasley
2016,82,79,101,7.55,8.5,9.25,Caris LeVert
2016,81.25,77.75,101,7,8,9.25,DeAndre' Bembry
2016,84,78.25,101.5,7,8.75,10,Malachi Richardson
2016,87,,,,,,Ante Zizic
2016,86,,,,,,Timothe Luwawu-Cabarrot
2016,84.5,82.5,106.5,7.5,9,8.25,Brice Johnson
2016,84,,,,,,Furkan Korkmaz
2016,87.25,81.5,107.5,5.2,9.25,10,Pascal Siakam
2016,86.5,83.75,105.5,5.7,8.75,9,Skal Labissiere
2016,82,77,,,,,Dejounte Murray
2016,87.75,83.5,107,6.55,8.75,10.5,Damian Jones
2016,86.5,82.5,108.5,9.7,9,9.25,Deyonta Davis
2016,88,,,,,,Ivica Zubac
2016,88.5,81,107.5,5.6,8.5,9.75,Cheick Diallo
2016,74,70,88.5,5.2,7.5,7.5,Tyler Ulis
2016,81,,,,,,Rade Zagorac
2016,82.5,77.5,98,5.4,9,10.25,Malcolm Brogdon
2016,86.75,82,108.5,8.55,9,8,Chinanu Onuaku
2016,82,78.75,100.5,4.7,8.75,8.75,Patrick McCaw
2016,77,,,,,,David Michineau
2016,86.75,82.25,108.5,12.85,8.5,7.75,Diamond Stone
2016,87.25,83.75,108.5,11.15,9,9,Stephen Zimmerman
2016,80.75,76.5,100,9.25,8.5,8.75,Isaiah Whitehead
2016,91.75,86.25,112.5,4.85,9.25,9.5,Zhou Qi
2016,79,,,,,,Isaia Cordinier
2016,77.5,73.25,93,6.5,8.25,9,Demetrius Jackson
2016,87,84,,,,,AJ Hammons
2016,81.25,81.25,102,7.1,8.25,9.25,Jake Layman
2016,83,,,,,,Paul Zipser
2016,79.5,78.75,101,5.4,8,9,Michael Gbinije
2016,82,80.5,103,10.05,9.25,9.25,Georges Niang
2016,85.5,80.25,105,9.7,9.5,10,Ben Bentil
2016,85.75,81,103.5,5.15,9,10.25,Joel Bolomboy
2016,85,,,,,,Petr Cornelie
2016,74.5,69.5,88.5,5.8,8.25,8.5,Kay Felder
2016,78.25,73.75,97,4.3,7.75,8.75,Marcus Paige
2016,81,80,103.5,5.95,9,8.5,Daniel Hamilton
2016,83,,,,,,Wang Zhelin
2016,85,78,,,,,Abdel Nader
2016,78.25,76.5,98.5,4.8,8.25,8.75,Isaiah Cousins
2016,82,77,,,,,Tyrone Wallace
2015,88,83,,,,,Karl-Anthony Towns
2015,81.75,77,102,8.3,8.75,9.75,D'Angelo Russell
2015,89,83,,,,,Jahlil Okafor
2015,90,,,,,,Kristaps Porzingis
2015,82,,,,,,Mario Hezonja
2015,87,84.5,111,6.3,9.5,9,Willie Cauley-Stein
2015,81,,,,,,Emmanuel Mudiay
2015,83.5,78.5,102,7.5,9,9,Stanley Johnson
2015,83,84.75,109.5,9.4,8.5,9.5,Frank Kaminsky
2015,82.25,78.5,104.5,5.3,8.5,9.25,Justise Winslow
2015,88,83.5,112,9.3,9.25,9.25,Myles Turner
2015,85.5,82.25,108,12.1,9.25,10.25,Trey Lyles
2015,80.25,77.75,102.5,8.3,8.75,9,Devin Booker
2015,79.25,73.5,97.5,6.3,8.5,8.25,Cameron Payne
2015,86.25,78.75,102.5,5.7,9,8.75,Kelly Oubre Jr.
2015,80.25,74.25,98.5,5.6,8.25,8.5,Terry Rozier
2015,79,77,101,6.2,8,8.5,Rashad Vaughn
2015,83.5,81,106,7.5,8.5,9.25,Sam Dekker
2015,79.5,76.25,100,5.6,8.25,8.5,Jerian Grant
2015,79.5,77.5,101.5,6.6,8,8.5,Delon Wright
2015,83.75,78.25,101,5,8.5,9.5,Justin Anderson
2015,86,82.5,108.5,8.9,9.5,9.25,Bobby Portis
2015,86,79,104,5,8.75,9.75,Rondae Hollis-Jefferson
2015,77,74,97,6.5,8.25,8.75,Tyus Jones
2015,81,81.25,106.5,10.1,8.25,9.5,Jarell Martin
2015,87,,,,,,Nikola Milutinov
2015,85,82,,,,,Larry Nance Jr.
2015,82.5,78,104,6,8.5,8.25,RJ Hunter
2015,87.25,81,109,6.2,8.75,8.75,Chris McCullough
2015,87.5,81.25,110,11.9,9.5,9.25,Kevon Looney
2015,83,,,,,,Cedi Osman
2015,88.25,79.5,109,11.9,9,9.75,Montrezl Harrell
2015,87.25,80.25,106,7.2,8.75,9.5,Jordan Mickey
2015,83,79.25,104.5,6.1,8.5,9,Anthony Brown
2015,85,,,,,,Willy Hernangomez
2015,89.25,81.75,110.5,9.6,9.25,9,Rakeem Christmas
2015,85.5,81.5,108,8.8,8.5,8.5,Richaun Holmes
2015,80,78,,,,,Darrun Hilliard
2015,84,,,,,,Juan Pablo Vaulet
2015,82,78,,,,,Josh Richardson
2015,80,77.25,96,10.2,8.5,9.25,Pat Connaughton
2015,78,76.25,100,4.3,8,8.75,Olivier Hanlan
2015,77,73,,,,,Joe Young
2015,81,77.5,100,5.9,8.25,9.25,Andrew Harrison
2015,79.75,74.75,97.5,5.3,8.25,8.5,Marcus Thornton
2015,82.75,76.25,102.5,6.4,9.25,9,Norman Powell
2015,87,,,,,,Arturas Gudaitis
2015,86,83.75,112,14.9,9.25,10.5,Dakari Johnson
2015,84,81,,,,,Aaron White
2015,81,,,,,,Marcus Eriksson
2015,77.5,76,98.5,9.2,7.75,8.75,Tyler Harvey
2015,87,,,,,,Satnam Singh
2015,80,78,,,,,Sir'Dominic Pointer
2015,78,,,,,,Daniel Diez
2015,89,81,,,,,Cady Lalanne
2015,83,78.75,105,5.8,9,8.75,Branden Dawson
2015,,,,,,,Nikola Radicevic
2015,82,78.25,100.5,4.1,8,8.75,JP Tokoto
2015,,,,,,,Dimitrios Agravanis
2015,,,,,,,Luka Mitrovic
2014,84,80,,,,,Andrew Wiggins
2014,84,80,,,,,Jabari Parker
2014,90,85,,,,,Joel Embiid
2014,83.75,80.75,105,5.05,8.75,10.5,Aaron Gordon
2014,81.5,78,103,6.4,8.5,9.5,Dante Exum
2014,81.25,75.25,99,10.55,9,8.75,Marcus Smart
2014,84,81,105.5,9.4,8.75,8.25,Julius Randle
2014,79.75,78.5,102,12.05,8.5,8.5,Nik Stauskas
2014,88.25,81.5,108,7.3,9.75,11.75,Noah Vonleh
2014,80,75.75,98.5,5.65,8.75,9,Elfrid Payton
2014,81.25,79.75,103,7.1,8.75,9.75,Doug McDermott
2014,82,,,,,,Dario Saric
2014,80.25,77.75,100,4.7,8.25,8.75,Zach LaVine
2014,82.25,80.25,104,7.95,8.75,9,T.J. Warren
2014,88,81.75,109,7.55,9.25,9.5,Adreian Payne
2014,86,,,,,,Jusuf Nurkic
2014,84,78.75,104,5.1,9,9.5,James Young
2014,79.25,74.5,98,6.2,8.25,8.75,Tyler Ennis
2014,78.75,76.5,96,4.55,8.5,9.5,Gary Harris
2014,91,,,,,,Bruno Caboclo
2014,84,82,,,,,Mitch McGary
2014,82,76.75,102,10.8,8.5,7.5,Jordan Adams
2014,80.5,80.5,103,7.45,8.5,8.5,Rodney Hood
2014,75.25,73,93,7.35,8.25,8.5,Shabazz Napier
2014,89,,,,,,Clint Capela
2014,81,77.25,101,8.2,8.75,9.75,PJ Hairston
2014,83,,,,,,Bogdan Bogdanovic
2014,81.75,77,100.5,6.5,8.75,9,C.J. Wilcox
2014,85,79,,,,,Josh Huestis
2014,86.75,80.5,107.5,13.35,8.25,8.75,Kyle Anderson
2014,87,,,,,,Damien Inglis
2014,83.25,78,102,4.45,8.75,9.75,KJ McDaniels
2014,78,78.25,100,6.2,8.5,9.75,Joe Harris
