assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,player_id,points,points_produced,position,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,weight,win_shares,win_shares_per_40_minutes,name,season,yrs_played,assists_per_40,blocks_per_40,defensive_rebounds_per_40,free_throw_attempts_per_40,free_throws_per_40,offensive_rebounds_per_40,personal_fouls_per_40,points_per_40,steals_per_40,three_point_attempts_per_40,three_pointers_per_40,total_rebounds_per_40,turnovers_per_40,two_point_attempts_per_40,two_pointers_per_40
22.2,477,0.7,25,7,,1.6,11,437,6.2,0.575,1521,0.47,715,0.331,503,0.891,448,132,118,77,4371,5.4,1.1,38,16.2,313,22,sam-merrill-1,2197,2056,Guard,1.7,129,utah-state,0.499,759,0.42,319,6.2,475,0.624,10.6,208,762,0.52,396,22.8,205,22.4,0.205,Sam Merrill,Career,4,4.37,0.23,4,4.6,4.1,0.35,2.86,20.11,1.18,6.95,2.92,4.35,1.9,6.97,3.62
23.1,455,1.5,44,7.3,,4.7,13.7,424,6.8,0.478,844,0.462,390,0.532,449,0.748,336,137,69,76,3474,2.6,4.6,138,6.3,205,18.4,trent-forrest-1,1143,1308,Guard,3.6,224,florida-state,0.129,109,0.248,27,9.2,562,0.541,19.7,260,735,0.494,363,18.5,210,13.1,0.151,Trent Forrest,Career,4,5.24,0.51,4.88,5.17,3.87,1.59,2.36,13.16,2.58,1.26,0.31,6.47,2.99,8.46,4.18
23.3,392,0.2,6,8.2,,0.3,10.5,361,3.6,0.556,1945,0.444,864,0.349,679,0.882,599,128,121,71,3853,7.9,1.6,52,15,306,25.3,markus-howard-1,2761,2522,Guard,1.8,122,marquette,0.523,1017,0.427,434,6.2,413,0.609,14.4,380,928,0.463,430,34.2,180,18.7,0.194,Markus Howard,Career,4,4.07,0.06,3.75,7.05,6.22,0.54,3.18,28.66,1.27,10.56,4.51,4.29,3.94,9.63,4.46
15.2,196,0.9,18,1.6,,-1.3,9.7,212,2.1,0.577,785,0.459,360,0.265,208,0.841,175,95,64,77,2429,2.9,1.5,29,5.7,118,17.3,nate-darling-1,1081,1005,Guard,1,41,delaware,0.581,456,0.408,186,5.9,241,0.612,16.1,170,329,0.529,174,22.4,200,7.8,0.129,Nate Darling,Career,3,3.23,0.3,3.49,3.43,2.88,0.48,1.94,17.8,0.68,7.51,3.06,3.97,2.8,5.42,2.87
16.1,303,0.7,25,7.5,,1.8,9.3,333,4.9,0.52,1750,0.421,736,0.303,531,0.814,432,129,97,74,3971,5.6,2.5,88,10.8,285,20.6,myles-powell-1,2252,2045,Guard,2.4,166,seton-hall,0.575,1006,0.346,348,5.9,421,0.562,12.2,279,744,0.522,388,28.1,195,15.7,0.158,Myles Powell,Career,4,3.05,0.25,3.35,5.35,4.35,0.89,2.87,22.68,1.67,10.13,3.51,4.24,2.81,7.49,3.91
17.9,91,1.7,18,5.5,,0.7,14.8,143,1.1,0.473,505,0.402,203,0.339,171,0.772,132,32,32,77,1057,4.8,2.5,24,2.5,70,20.8,anthony-edwards-2,610,573,Guard,2.3,43,georgia,0.485,245,0.294,72,8.7,167,0.52,12.9,87,260,0.504,131,30.4,225,3.6,0.136,Anthony Edwards,Career,1,3.44,0.68,5.41,6.47,5,0.91,2.65,23.08,1.63,9.27,2.72,6.32,3.29,9.84,4.96
11.1,93,3.8,61,6,,1.3,24,371,2.7,0.529,601,0.501,301,0.516,310,0.748,232,65,49,82,1776,4.6,12.8,186,5.7,194,24.7,reggie-perry-2,868,864,Forward,1.5,45,mississippi-state,0.183,110,0.309,34,18.6,557,0.58,15.8,140,491,0.544,267,25.1,250,8.4,0.189,Reggie Perry,Career,2,2.09,1.37,8.36,6.98,5.23,4.19,4.37,19.55,1.01,2.48,0.77,12.55,3.15,11.06,6.01
14.1,195,5.8,160,6.7,,1.9,20.8,572,8,0.526,1440,0.476,685,0.372,535,0.783,419,118,113,78,3243,4.8,7.5,193,10.3,277,27.6,anthony-lamb-2,1933,1817,Forward,1.9,100,vermont,0.297,428,0.336,144,14.3,765,0.571,12.8,248,1012,0.535,541,31.9,227,18.3,0.226,Anthony Lamb,Career,4,2.41,1.97,7.06,6.6,5.17,2.38,3.42,23.84,1.23,5.28,1.78,9.44,3.06,12.48,6.67
16,78,1.6,13,6.9,,4.1,11.9,98,1.9,0.476,288,0.424,122,0.378,109,0.78,85,30,30,78,926,2.8,4.8,39,2,73,17.9,josh-green-2,359,360,Guard,2.8,46,arizona,0.288,83,0.361,30,8.4,137,0.528,12.6,49,205,0.449,92,20.7,210,3.8,0.166,Josh Green,Career,1,3.37,0.56,4.23,4.71,3.67,1.68,3.15,15.51,1.99,3.59,1.3,5.92,2.12,8.86,3.97
10.8,162,1.5,43,5.7,,2.7,20.1,595,5.2,0.47,955,0.444,424,0.391,373,0.78,291,116,92,79,3081,3,7,195,5,208,18.1,kristian-doolittle-2,1188,1204,Forward,1.8,97,oklahoma,0.137,131,0.374,49,13.8,790,0.525,13.5,177,824,0.455,375,21.3,232,10.2,0.132,Kristian Doolittle,Career,4,2.1,0.56,7.72,4.84,3.78,2.53,2.7,15.42,1.26,1.7,0.64,10.26,2.3,10.7,4.87
8.4,29,5.6,30,5.5,,3.2,14,78,1.3,0.498,207,0.459,95,0.357,74,0.838,62,29,0,80,653,2.3,6.9,38,1.2,47,19.4,patrick-williams-2,268,258,Forward,2.5,29,florida-state,0.242,50,0.32,16,10.5,116,0.553,17.1,50,157,0.503,79,22.2,225,2.5,0.154,Patrick Williams,Career,1,1.78,1.84,4.78,4.53,3.8,2.33,2.88,16.42,1.78,3.06,0.98,7.11,3.06,9.62,4.84
21.4,186,0.8,14,4.6,,0.5,15.3,273,2.9,0.517,852,0.451,384,0.325,277,0.838,232,68,43,77,1885,4,3.2,53,5.6,131,23.2,jalen-harris-2,1113,1053,Guard,2,68,nevada,0.37,315,0.359,113,9.5,326,0.566,12.6,142,537,0.505,271,29.7,195,8.5,0.18,Jalen Harris,Career,3,3.95,0.3,5.79,5.88,4.92,1.12,2.78,23.62,1.44,6.68,2.4,6.92,3.01,11.4,5.75
8.8,91,7.9,142,6.8,,3,25.1,481,4.4,0.558,749,0.535,401,0.266,199,0.739,147,93,58,81,2161,3.8,11.3,220,5.2,227,25.3,paul-reed-5,983,944,Forward,2.8,109,depaul,0.138,103,0.33,34,18.1,701,0.583,14.7,145,646,0.568,367,22,220,9.6,0.178,Paul Reed,Career,3,1.68,2.63,8.9,3.68,2.72,4.07,4.2,18.2,2.02,1.91,0.63,12.98,2.68,11.96,6.79
