,assist_percentage,block_percentage,defensive_rebound_percentage,free_throw_attempt_rate,offensive_rebound_percentage,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,three_point_percentage,free_throw_percentage,turnover_percentage,usage_percentage,box_plus_minus,name,year,minutes_played,value_over_replacement_player,attempted_three_point_field_goals,attempted_free_throws,steals,assists,blocks,turnovers,age,yrs_played,college,lkup,col_lkup
5914,6.2,1.1,23.4,0.125,10.5,1.1,0.009,16.9,0.517,0.8,0.797101449,10.2,16.3,-1.5,Loy Vaught,1992,1687,0.2,5,69,37,71,31,66,23,2,Michigan,Loy Vaught Michigan,Loy Vaught michigan
5915,4.6,1.5,22.2,0.252,10.9,1.6,0.006,16.5,0.543,0.25,0.748387097,10.8,19.1,-1.2,Loy Vaught,1993,1653,0.3,4,155,55,54,39,83,24,3,Michigan,Loy Vaught Michigan,Loy Vaught michigan
5916,5.2,0.6,21.8,0.262,11,1.7,0.007,16.5,0.566,0,0.71978022,11,17,-1.3,Loy Vaught,1994,2118,0.3,5,182,76,74,22,96,25,4,Michigan,Loy Vaught Michigan,Loy Vaught michigan
5917,8.3,0.7,21.7,0.209,9.7,1.8,0.028,15.3,0.541,0.212121212,0.709677419,11.4,21.4,-0.7,Loy Vaught,1995,2966,1,33,248,104,139,29,166,26,5,Michigan,Loy Vaught Michigan,Loy Vaught michigan
5918,6.3,1,24.9,0.189,8.1,1.5,0.017,16.4,0.551,0.368421053,0.726829268,11.8,20.1,-0.9,Loy Vaught,1996,2966,0.8,19,205,87,112,40,158,27,6,Michigan,Loy Vaught Michigan,Loy Vaught michigan
5919,6.9,0.7,25.4,0.176,8.8,1.6,0.011,16.8,0.522,0.166666667,0.701570681,10.5,20.5,-1.1,Loy Vaught,1997,2838,0.7,12,191,85,110,25,137,28,7,Michigan,Loy Vaught Michigan,Loy Vaught michigan
5920,4.4,0.5,21.2,0.095,6.8,0.8,0.024,14,0.428,0,0.375,12.9,16.8,-7.1,Loy Vaught,1998,265,-0.3,2,8,4,7,2,13,29,8,Michigan,Loy Vaught Michigan,Loy Vaught michigan
5921,4,1,28.1,0.09,9.1,1.7,0.006,18.6,0.394,0,0.642857143,9.5,17.6,-4.3,Loy Vaught,1999,481,-0.3,1,14,15,11,6,17,30,9,Michigan,Loy Vaught Michigan,Loy Vaught michigan
5922,5.7,1,25.7,0.18,10.3,1,0.034,18,0.39,0,0.6875,10.3,16.1,-5.5,Loy Vaught,2000,292,-0.3,3,16,6,11,4,11,31,10,Michigan,Loy Vaught Michigan,Loy Vaught michigan
5923,6.864,0.9,24.806,0.05957,10.635,2,0,17.819,0.48478,0,0.763333333,13.048,16.4,-1.981,Loy Vaught,2001,549,0,0,10,21,23,7,26,32,11,Michigan,Loy Vaught Michigan,Loy Vaught michigan
5924,7.3,3.9,21.8,0.321,7.2,1.8,0,14.3,0.494,0,0.6625,22.6,15.8,-4.4,Luc Longley,1992,991,-0.6,0,80,35,53,64,83,23,1,New Mexico,Luc Longley New Mexico,Luc Longley new-mexico
5925,7.6,4.7,19.3,0.253,8.2,2.3,0,13.8,0.491,0,0.716216216,21.3,17.5,-3.7,Luc Longley,1993,1045,-0.5,0,74,47,51,77,88,24,2,New Mexico,Luc Longley New Mexico,Luc Longley new-mexico
5926,11.342,3.46,23.352,0.26986,10.26,1.528,0.00198,16.888,0.50714,0,0.718888889,18.716,18.65,-1.618,Luc Longley,1994,1502,0.1,1,125,45,109,79,119,25,3,New Mexico,Luc Longley New Mexico,Luc Longley new-mexico
5927,10.9,3.4,21.3,0.354,9.7,1.3,0.007,15.5,0.513,0,0.822429907,19.8,19.3,-3.6,Luc Longley,1995,1001,-0.4,2,107,24,73,45,86,26,4,New Mexico,Luc Longley New Mexico,Luc Longley new-mexico
5928,10.6,3.9,15.2,0.205,7.4,0.7,0,11.3,0.515,0,0.776699029,17.2,17.8,-1.6,Luc Longley,1996,1641,0.2,0,103,22,119,84,114,27,5,New Mexico,Luc Longley New Mexico,Luc Longley new-mexico
5929,14.1,3.4,15.9,0.247,9.4,0.8,0.004,12.7,0.499,0,0.791666667,17.1,19.7,-1.7,Luc Longley,1997,1472,0.1,2,120,23,141,66,111,28,6,New Mexico,Luc Longley New Mexico,Luc Longley new-mexico
5930,15.5,2.6,15.4,0.243,7.6,1.1,0,11.5,0.492,0,0.736486486,16.2,21.2,-0.8,Luc Longley,1998,1703,0.5,0,148,34,161,62,130,29,7,New Mexico,Luc Longley New Mexico,Luc Longley new-mexico
5931,8.1,1.7,20.6,0.262,7.2,1.3,0,13.8,0.524,0,0.776315789,14.1,18.6,-2.5,Luc Longley,1999,933,-0.1,0,76,23,45,21,53,30,8,New Mexico,Luc Longley New Mexico,Luc Longley new-mexico
5932,8.4,2.1,17.2,0.243,8,0.8,0,12.7,0.512,0,0.824742268,23.5,18,-4.6,Luc Longley,2000,1417,-0.9,0,97,22,77,42,136,31,9,New Mexico,Luc Longley New Mexico,Luc Longley new-mexico
5933,3.7,2.4,15.6,0.315,10.8,0.6,0,13.3,0.399,0,0.764705882,26.4,13.6,-6.4,Luc Longley,2001,301,-0.3,0,17,3,7,9,22,32,10,New Mexico,Luc Longley New Mexico,Luc Longley new-mexico
5934,14.3,0.6,11.7,0.309,4,2.1,0.086,7.6,0.478,0.212121212,0.731092437,15.1,18.7,-3.1,Lucious Harris,1994,1165,-0.3,33,119,49,106,10,78,23,1,Long Beach State,Lucious Harris Long Beach State,Lucious Harris long-beach-state
5935,12.1,0.6,9.1,0.279,5.1,1.7,0.233,7,0.548,0.387323944,0.8,10.1,18.5,0.9,Lucious Harris,1995,1695,1.2,142,170,58,132,14,77,24,2,Long Beach State,Lucious Harris Long Beach State,Lucious Harris long-beach-state
5936,12.9,0.2,9.2,0.219,3.9,1.7,0.315,6.3,0.553,0.376,0.781609195,9.6,19.7,0.2,Lucious Harris,1996,1016,0.6,125,87,35,79,3,46,25,3,Long Beach State,Lucious Harris Long Beach State,Lucious Harris long-beach-state
5937,9.9,0.3,6,0.16,3.5,2.5,0.337,4.8,0.466,0.363636364,0.70212766,9.8,18.1,-2.5,Lucious Harris,1997,813,-0.1,99,47,41,50,3,34,26,4,Long Beach State,Lucious Harris Long Beach State,Lucious Harris long-beach-state
5938,9.4,0.6,5.7,0.311,3.4,3.3,0.22,4.5,0.475,0.307692308,0.745454545,9.5,14.4,-1.3,Lucious Harris,1998,671,0.1,39,55,42,42,5,21,27,5,Long Beach State,Lucious Harris Long Beach State,Lucious Harris long-beach-state
5939,8.9,0.8,8.9,0.265,3.7,1.6,0.276,6.2,0.477,0.22,0.75,8.2,16.1,-3,Lucious Harris,1999,602,-0.2,50,48,18,31,7,18,28,6,Long Beach State,Lucious Harris Long Beach State,Lucious Harris long-beach-state
5940,10.7,0.3,10.2,0.214,3.8,2.2,0.248,6.9,0.506,0.330434783,0.797979798,7.7,16.2,-0.5,Lucious Harris,2000,1510,0.6,115,99,65,100,6,42,29,7,Long Beach State,Lucious Harris Long Beach State,Lucious Harris long-beach-state
5941,11.3,0.6,12.4,0.223,3.8,1.9,0.212,8,0.498,0.348484848,0.769784173,8.5,16.4,-0.7,Lucious Harris,2001,2071,0.7,132,139,74,135,16,64,30,8,Long Beach State,Lucious Harris Long Beach State,Lucious Harris long-beach-state
5942,12.3,0.3,11.5,0.294,3.5,1.8,0.22,7.5,0.556,0.372881356,0.841772152,9.1,19.3,1.4,Lucious Harris,2002,1553,1.3,118,158,53,116,6,61,31,9,Long Beach State,Lucious Harris Long Beach State,Lucious Harris long-beach-state
5943,13.4,0.3,9.8,0.262,3.7,1.4,0.189,6.7,0.494,0.345588235,0.804232804,8.1,20,-0.1,Lucious Harris,2003,1973,1,136,189,53,155,8,71,32,10,Long Beach State,Lucious Harris Long Beach State,Lucious Harris long-beach-state
5944,15.2,0.1,7.9,0.168,3.1,1.5,0.218,5.5,0.481,0.376237624,0.846153846,9.6,17.2,-2.2,Lucious Harris,2004,1504,-0.1,101,78,41,135,2,53,33,11,Long Beach State,Lucious Harris Long Beach State,Lucious Harris long-beach-state
5945,6.7,0.4,8.8,0.231,4,1.3,0.217,6.3,0.475,0.323076923,0.811594203,8.1,14.4,-3.2,Lucious Harris,2005,1128,-0.3,65,69,27,49,6,29,34,12,Long Beach State,Lucious Harris Long Beach State,Lucious Harris long-beach-state
5946,4.6,0.4,7.5,0.243,3.3,1.8,0.463,5.5,0.506,0.297029703,0.79245283,8.4,14.1,-3.7,Luguentz Dort,2020,820,-0.4,101,53,31,27,4,22,20,1,Arizona State ,Luguentz Dort Arizona State ,Luguentz Dort arizona-state
5947,24.605,0,2.945,0.0703,1.45,1.33,0.34135,2.145,0.5828,0.472222222,0.95,26.885,23.44,-4.77,Luis Flores,2005,77,-0.1,10,2,2,11,0,11,23,1,Manhattan,Luis Flores Manhattan,Luis Flores manhattan
5948,6.9,1.2,22.4,0.164,5.1,0.8,0.291,13.4,0.305,0.1875,0.333333333,11.9,22.8,-10.8,Luke Babbitt,2011,137,-0.3,16,9,2,6,2,8,21,1,Nevada-Reno,Luke Babbitt Nevada-Reno,Luke Babbitt nevada
5949,4.8,0.6,17.5,0.116,3.4,1,0.578,10.3,0.556,0.43,0.85,12.9,17.8,-2.3,Luke Babbitt,2012,537,0,100,20,10,16,4,27,22,2,Nevada-Reno,Luke Babbitt Nevada-Reno,Luke Babbitt nevada
5950,6.2,0.5,19.7,0.056,2.4,1,0.761,10.9,0.509,0.348314607,0.769230769,8.4,16.4,-2.4,Luke Babbitt,2013,730,-0.1,178,13,14,29,5,22,23,3,Nevada-Reno,Luke Babbitt Nevada-Reno,Luke Babbitt nevada
5951,9.4,1.9,17.5,0.117,4.4,0.8,0.617,10.8,0.525,0.378947368,0.777777778,8.5,17,-1.1,Luke Babbitt,2014,473,0.1,95,18,7,29,11,15,24,4,Nevada-Reno,Luke Babbitt Nevada-Reno,Luke Babbitt nevada
5952,4.3,1,13.5,0.099,1.6,1.1,0.599,7.6,0.639,0.513043478,0.684210526,11.5,12.4,-0.4,Luke Babbitt,2015,830,0.3,115,19,17,24,11,26,25,5,Nevada-Reno,Luke Babbitt Nevada-Reno,Luke Babbitt nevada
5953,9.6,0.7,16.7,0.173,3.2,0.6,0.377,9.7,0.526,0.403669725,0.78,6.9,17.5,-2.5,Luke Babbitt,2016,845,-0.1,109,50,11,53,7,23,26,6,Nevada-Reno,Luke Babbitt Nevada-Reno,Luke Babbitt nevada
5954,4.8,0.8,13.5,0.053,1.2,0.9,0.747,7.3,0.563,0.414285714,0.733333333,8,13,-2,Luke Babbitt,2017,1065,0,210,15,20,36,11,25,27,7,Nevada-Reno,Luke Babbitt Nevada-Reno,Luke Babbitt nevada
5955,6.56,0.88,13.94,0.1048,1.1,0.54,0.7202,7.48,0.579,0.402042042,0.618181818,7.8,15,-2.4,Luke Babbitt,2018,715,-0.1,156,22,8,31,7,19,28,8,Nevada-Reno,Luke Babbitt Nevada-Reno,Luke Babbitt nevada
5956,7.578,2.052,18.92,0.1254,7.464,1.21,0.31088,13.194,0.44284,0.231,0.719722222,6.796,16.854,-3.712,Luke Harangody,2011,640,-0.3,66,26,15,30,17,16,23,1,Notre Dame,Luke Harangody Notre Dame,Luke Harangody notre-dame
5957,4.3,1,16.9,0.185,9.5,1.4,0.323,13,0.427,0.238095238,0.75,5.4,14.5,-3,Luke Harangody,2012,231,-0.1,21,12,6,6,3,4,24,2,Notre Dame,Luke Harangody Notre Dame,Luke Harangody notre-dame
5958,13.4,0,11.2,0.222,5.4,0,0.222,8.2,0.489,0.666666667,0.833333333,6.3,33.3,0.5,Luke Jackson,2005,43,0,6,6,0,3,0,2,23,1,Oregon,Luke Jackson Oregon,Luke Jackson oregon
5959,12.4,0.5,9.1,0.388,6,1.9,0.424,7.5,0.482,0.333333333,0.787878788,23.8,19.2,-4,Luke Jackson,2006,315,-0.2,36,33,11,25,2,31,24,2,Oregon,Luke Jackson Oregon,Luke Jackson oregon
5960,14.972,0.528,6.872,0.22616,1.672,1.848,0.38648,4.228,0.5312,0.300769231,0.488888889,13.036,18.168,-3.872,Luke Jackson,2007,138,0,17,9,5,13,1,7,25,3,Oregon,Luke Jackson Oregon,Luke Jackson oregon
5961,12.6,0,13.9,0.288,3.6,1.9,0.375,8.7,0.438,0.366666667,0.695652174,9.1,20.6,-3.9,Luke Jackson,2008,228,-0.1,30,23,8,17,0,9,26,4,Oregon,Luke Jackson Oregon,Luke Jackson oregon
5962,12.7,0.8,11.9,0.163,1.6,1.5,0.419,6.6,0.56,0.415384615,0.855263158,12.2,17.2,-0.8,Luke Kennard,2018,1463,0.5,195,76,44,124,13,69,21,1,Duke,Luke Kennard Duke,Luke Kennard duke
5963,12.3,0.6,13.5,0.117,0.9,0.9,0.517,7,0.56,0.394052045,0.836065574,9.4,18.1,-1.1,Luke Kennard,2019,1437,0.3,269,61,26,114,10,57,22,2,Duke,Luke Kennard Duke,Luke Kennard duke
5964,19.2,0.5,11.1,0.219,1.1,0.6,0.535,6,0.589,0.398907104,0.893333333,10.3,19.8,-0.3,Luke Kennard,2020,922,0.4,183,75,12,115,6,43,23,3,Duke,Luke Kennard Duke,Luke Kennard duke
5965,11.6,4.2,18,0.088,3.8,0.9,0.632,10.9,0.516,0.35443038,0.727272727,8.5,19,0.2,Luke Kornet,2018,326,0.2,79,11,6,26,16,12,22,1,Vanderbilt ,Luke Kornet Vanderbilt ,Luke Kornet vanderbilt
5966,10.5,4.5,14.6,0.163,3.6,1.7,0.682,9,0.531,0.362694301,0.826086957,7.6,17.9,2.1,Luke Kornet,2019,784,0.8,193,46,27,54,42,25,23,2,Vanderbilt ,Luke Kornet Vanderbilt ,Luke Kornet vanderbilt
5967,8.5,4.4,12.9,0.15,4.1,0.9,0.578,8.3,0.539,0.287037037,0.714285714,6.6,16.3,-1.2,Luke Kornet,2020,559,0.1,108,28,11,32,26,14,24,3,Vanderbilt ,Luke Kornet Vanderbilt ,Luke Kornet vanderbilt
5968,23.9,0.5,7.7,0.226,3.7,2.5,0.229,5.7,0.496,0.3375,0.82278481,17.2,19.3,-1.5,Luke Ridnour,2004,1114,0.2,80,79,52,163,7,80,22,1,Oregon,Luke Ridnour Oregon,Luke Ridnour oregon
5969,30.6,0.7,7.1,0.244,2.6,2,0.241,4.9,0.504,0.376404494,0.883333333,15.4,17.4,0.7,Luke Ridnour,2005,2571,1.8,178,180,94,483,23,149,23,2,Oregon,Luke Ridnour Oregon,Luke Ridnour oregon
5970,32.3,0.6,8.8,0.284,2.1,2.5,0.186,5.4,0.506,0.288590604,0.876651982,15.3,18.1,-0.2,Luke Ridnour,2006,2625,1.2,149,227,123,550,22,162,24,3,Oregon,Luke Ridnour Oregon,Luke Ridnour oregon
5971,28.2,0.7,7.9,0.229,1.6,2.1,0.2,4.7,0.509,0.352517986,0.805031447,16.9,20,-1.5,Luke Ridnour,2007,2091,0.2,139,159,83,368,19,156,25,4,Oregon,Luke Ridnour Oregon,Luke Ridnour oregon
5972,29.5,0.8,7.2,0.247,1.2,1.5,0.193,4.2,0.482,0.295774648,0.857142857,16.4,17.3,-3.1,Luke Ridnour,2008,1223,-0.4,71,91,37,241,14,80,26,5,Oregon,Luke Ridnour Oregon,Luke Ridnour oregon
5973,28.2,0.7,11.3,0.246,1.8,2.3,0.253,6.3,0.5,0.350318471,0.869281046,15.7,18,0,Luke Ridnour,2009,2033,1,157,153,92,365,16,128,27,6,Oregon,Luke Ridnour Oregon,Luke Ridnour oregon
5974,31.9,0.3,8.1,0.204,1.5,1.6,0.264,4.6,0.57,0.38121547,0.907142857,12.4,22,2.2,Luke Ridnour,2010,1759,1.8,181,140,54,324,7,106,28,7,Oregon,Luke Ridnour Oregon,Luke Ridnour oregon
5975,28.1,0.4,8.6,0.201,1.9,2.1,0.27,5.1,0.567,0.440217391,0.883211679,17.6,17.8,0,Luke Ridnour,2011,2159,1.1,184,137,89,384,10,158,29,8,Oregon,Luke Ridnour Oregon,Luke Ridnour oregon
5976,24,0.7,7.8,0.216,1.2,1.6,0.276,4.5,0.53,0.322368421,0.890756303,13.7,17.8,-0.5,Luke Ridnour,2012,1750,0.7,152,119,56,252,16,96,30,9,Oregon,Luke Ridnour Oregon,Luke Ridnour oregon
5977,21,0.5,7.9,0.202,1.8,1.7,0.261,4.8,0.532,0.311320755,0.847560976,12.8,18.3,-0.8,Luke Ridnour,2013,2474,0.8,212,164,82,311,15,130,31,10,Oregon,Luke Ridnour Oregon,Luke Ridnour oregon
5978,24.343,0.563,7.564,0.07974,2.266,1.468,0.33047,4.865,0.45201,0.345323529,0.646992481,16.305,16.134,-4.334,Luke Ridnour,2014,1141,-0.7,108,26,32,176,8,66,32,11,Oregon,Luke Ridnour Oregon,Luke Ridnour oregon
5979,21,0.5,10.1,0.119,1.3,1.5,0.358,5.6,0.507,0.317460317,0.857142857,17,14.8,-3.3,Luke Ridnour,2015,683,-0.2,63,21,20,96,4,38,33,12,Oregon,Luke Ridnour Oregon,Luke Ridnour oregon
5980,7.3,1.6,16.1,0.5,6.2,0.3,0,11.2,0.567,0,0.307692308,13.6,11.1,-1.7,Luke Schenscher,2006,149,0,0,13,1,7,3,5,23,1,Georgia Tech ,Luke Schenscher Georgia Tech ,Luke Schenscher georgia-tech
5981,1.3,2.7,16.1,0.304,10.3,0.9,0,13.2,0.364,0,0.714285714,13.3,12,-8.7,Luke Schenscher,2007,118,-0.2,0,7,2,1,4,4,24,2,Georgia Tech ,Luke Schenscher Georgia Tech ,Luke Schenscher georgia-tech
5982,23,0.8,13.8,0.288,6,2,0.255,9.8,0.505,0.333333333,0.704545455,20.3,13.3,0.9,Luke Walton,2004,730,0.5,39,44,28,113,8,44,23,1,Arizona,Luke Walton Arizona,Luke Walton arizona
5983,19.1,1,12.7,0.267,8.1,1.8,0.339,10.4,0.492,0.262295082,0.708333333,22.4,15.3,-1.6,Luke Walton,2005,768,0.1,61,48,26,93,11,58,24,2,Arizona,Luke Walton Arizona,Luke Walton arizona
5984,17.9,0.9,14,0.232,7.8,1.6,0.168,10.9,0.477,0.327272727,0.75,17.7,15,-1.1,Luke Walton,2006,1333,0.3,55,76,41,156,15,78,25,3,Arizona,Luke Walton Arizona,Luke Walton arizona
5985,20.2,0.8,12.6,0.26,5.2,1.6,0.223,8.9,0.551,0.387096774,0.744827586,16,16.8,0.4,Luke Walton,2007,1982,1.2,124,145,60,257,21,118,26,4,Arizona,Luke Walton Arizona,Luke Walton arizona
5986,18.1,0.8,12.7,0.228,5.7,1.7,0.176,9.3,0.509,0.333333333,0.706422018,16,16,-0.3,Luke Walton,2008,1729,0.7,84,109,60,218,18,100,27,5,Arizona,Luke Walton Arizona,Luke Walton arizona
5987,21.1,0.7,12,0.186,5.4,1.4,0.186,8.7,0.491,0.298245614,0.719298246,17.2,15.1,-1,Luke Walton,2009,1166,0.3,57,57,32,177,10,69,28,6,Arizona,Luke Walton Arizona,Luke Walton arizona
5988,21.5,0.3,10.6,0.048,5,1.9,0.202,7.8,0.402,0.411764706,0.5,12.3,16.1,-2.3,Luke Walton,2010,272,0,17,4,10,40,1,12,29,7,Arizona,Luke Walton Arizona,Luke Walton arizona
5989,18,0.6,13.1,0.086,2.2,1,0.293,7.8,0.378,0.235294118,0.7,20.5,14.3,-5,Luke Walton,2011,484,-0.4,34,10,9,62,4,31,30,8,Arizona,Luke Walton Arizona,Luke Walton arizona
5990,14.798,0.246,11.46,0,4.076,0.698,0.30896,7.654,0.42326,0.35875,0,29.228,11.382,-7.158,Luke Walton,2012,364,-0.5,20,0,5,35,1,27,31,9,Arizona,Luke Walton Arizona,Luke Walton arizona
5991,28.7,1.2,15.2,0.11,4.9,2.5,0.37,9.8,0.453,0.298507463,0.5,24,13,-1,Luke Walton,2013,857,0.2,67,20,42,166,13,60,32,10,Arizona,Luke Walton Arizona,Luke Walton arizona
5992,8.4,0,18,0,1.9,0,0.192,9.8,0.365,0.2,0,0,19.9,-7.2,Luke Zeller,2013,58,-0.1,5,0,0,3,0,0,25,1,Notre Dame ,Luke Zeller Notre Dame ,Luke Zeller notre-dame
5993,14.8,1.2,15.4,0.251,6.2,1.5,0.181,10.8,0.496,0.264957265,0.740740741,14.1,22.4,1.2,Luol Deng,2005,1663,1.3,117,162,48,135,27,118,19,1,Duke,Luol Deng Duke,Luol Deng duke
5994,9.7,1.5,17.1,0.289,5.6,1.4,0.082,11.4,0.517,0.269230769,0.75,8.9,20.4,1.6,Luol Deng,2006,2604,2.4,78,276,72,147,50,105,20,2,Duke,Luol Deng Duke,Luol Deng duke
5995,11.8,1.2,15.9,0.295,5.5,1.6,0.006,10.8,0.56,0.142857143,0.777158774,10,22.2,3,Luol Deng,2007,3071,3.9,7,359,97,204,48,153,21,3,Duke,Luol Deng Duke,Luol Deng duke
5996,13.2,1.1,14.2,0.296,7,1.4,0.025,10.4,0.528,0.363636364,0.769811321,10.6,23.6,0.1,Luol Deng,2008,2128,1.1,22,265,57,155,29,120,22,4,Duke,Luol Deng Duke,Luol Deng duke
5997,9,1.1,14.7,0.323,5.5,1.9,0.034,10.1,0.511,0.4,0.795811518,9.6,20,-0.4,Luol Deng,2009,1665,0.7,20,191,60,94,25,72,23,5,Duke,Luol Deng Duke,Luol Deng duke
5998,9.1,1.8,15.8,0.325,5.6,1.3,0.082,10.7,0.531,0.385542169,0.763636364,10.4,21.9,1,Luol Deng,2010,2651,2,83,330,66,143,61,134,24,6,Duke,Luol Deng Duke,Luol Deng duke
5999,11.9,1.1,12.8,0.291,4.4,1.3,0.288,8.7,0.549,0.345345345,0.75297619,10.7,20.9,1.7,Luol Deng,2011,3208,3,333,336,78,230,48,156,25,7,Duke,Luol Deng Duke,Luol Deng duke
6000,11.7,1.2,14,0.219,4.1,1.4,0.285,9.2,0.5,0.36744186,0.76969697,10.4,19.8,1.7,Luol Deng,2012,2129,2,215,165,56,157,36,96,26,8,Duke,Luol Deng Duke,Luol Deng duke
6001,13.2,0.8,12.6,0.258,6.3,1.5,0.213,9.4,0.508,0.321888412,0.815602837,10.6,21.5,0.8,Luol Deng,2013,2903,2,233,282,81,222,32,144,27,9,Duke,Luol Deng Duke,Luol Deng duke
6002,14.613,0.339,13.448,0.31035,5.034,1.439,0.22136,9.219,0.51587,0.299061468,0.787869624,10.282,22.355,0.426,Luol Deng,2014,2213,1.4,189,268,62,183,9,114,28,10,Duke,Luol Deng Duke,Luol Deng duke
6003,9.9,0.8,13.3,0.319,5.2,1.4,0.28,9.3,0.561,0.354545455,0.760956175,10.7,19.5,0,Luol Deng,2015,2421,1.2,220,251,65,139,22,108,29,11,Duke,Luol Deng Duke,Luol Deng duke
6004,9,0.9,15.4,0.258,5.3,1.6,0.344,10.5,0.549,0.34375,0.755208333,8.9,17.4,0.8,Luol Deng,2016,2394,1.7,256,192,74,140,29,81,30,12,Duke,Luol Deng Duke,Luol Deng duke
6005,7,1.1,17.7,0.149,4.5,1.6,0.389,10.8,0.47,0.309090909,0.73015873,8.7,14.2,-2.1,Luol Deng,2017,1486,0,165,63,48,74,20,43,31,13,Duke,Luol Deng Duke,Luol Deng duke
6006,10.1,0,0,0,0,3.7,0,0,0.5,0,0,33.3,9.8,-2.9,Luol Deng,2018,13,0,0,0,1,1,0,1,32,14,Duke,Luol Deng Duke,Luol Deng duke
6007,6.5,1.7,14.6,0.297,5.4,1.8,0.373,10,0.588,0.318181818,0.714285714,9.5,15.8,0,Luol Deng,2019,392,0.2,44,35,15,18,8,14,33,15,Duke,Luol Deng Duke,Luol Deng duke
6008,16.2,0.3,11.6,0.195,1.7,2.1,0.497,6.8,0.517,0.361022364,0.699186992,14.8,16.6,-0.2,Luther Head,2006,2310,1.1,313,123,89,215,9,119,23,1,Illinois,Luther Head Illinois,Luther Head illinois
6009,14.8,0.2,11.4,0.15,1.6,1.8,0.573,6.6,0.584,0.441396509,0.79047619,15.5,18.6,1.6,Luther Head,2007,2211,2,401,105,76,194,5,137,24,2,Illinois,Luther Head Illinois,Luther Head illinois
6010,16.4,0.5,9.4,0.17,1.5,1.7,0.472,5.5,0.543,0.351111111,0.814814815,12,19.3,0.8,Luther Head,2008,1379,1,225,81,44,138,9,70,25,3,Illinois,Luther Head Illinois,Luther Head illinois
6011,18.135,0.305,10.745,0.1678,1.415,1.805,0.3746,6.16,0.48085,0.370723684,0.7875,14.055,16.815,-2.02,Luther Head,2009,498,0,54,24,17,58,2,25,26,4,Illinois,Luther Head Illinois,Luther Head illinois
6012,14.8,0.8,10,0.186,0.8,1.1,0.338,5.4,0.53,0.352380952,0.827586207,13.8,21.2,-2.4,Luther Head,2010,813,-0.1,105,58,18,72,9,54,27,5,Illinois,Luther Head Illinois,Luther Head illinois
6013,17.7,1.1,8.8,0.305,3,0.9,0.39,5.8,0.538,0.390625,0.78,14.7,16.1,-0.7,Luther Head,2011,586,0.2,64,50,10,70,9,32,28,6,Illinois,Luther Head Illinois,Luther Head illinois
6014,0,1.5,4.9,0.174,7.6,0.6,0.043,6.3,0.384,0,0.75,19.5,14.8,-12.3,Luther Wright,1994,92,-0.2,1,4,1,0,2,6,22,1,Seton Hall,Luther Wright Seton Hall,Luther Wright seton-hall
6015,19,0.2,6.9,0.227,0.5,2,0.369,3.7,0.538,0.346153846,0.84375,10.4,18.1,-1.5,Lynn Greer,2007,432,0.1,52,32,17,53,1,18,27,1,Temple ,Lynn Greer Temple ,Lynn Greer temple
6016,20.65,0,3.43,0.21556,0.574,1.594,0.35204,1.97,0.39326,0.224,0.890666667,13.462,25.384,-10.006,Maalik Wayns,2013,202,-0.4,31,19,6,27,0,15,21,1,Villanova ,Maalik Wayns Villanova ,Maalik Wayns villanova
6017,31.7,0,23.9,0,0,11.1,0,12.3,0.5,0,0,0,9.8,4.8,Maalik Wayns,2014,9,0,0,0,2,2,0,0,22,2,Villanova ,Maalik Wayns Villanova ,Maalik Wayns villanova
6018,0,7.3,21.3,0.48,4.1,2,0,12.4,0.661,0,0.833333333,16.5,15.6,1,Maceo Baston,2003,106,0.1,0,12,4,0,11,6,27,1,Michigan,Maceo Baston Michigan,Maceo Baston michigan
6019,6.5,3.4,15.4,0.618,5.9,1.5,0.092,10.6,0.714,0.428571429,0.787234043,24.9,14.2,-0.7,Maceo Baston,2007,405,0.1,7,47,12,16,18,32,31,2,Michigan,Maceo Baston Michigan,Maceo Baston michigan
6020,4.6,3.2,19.7,0.4,10.3,1,0,14.9,0.697,0,0.7,12,15.3,-0.9,Maceo Baston,2008,103,0,0,10,2,3,4,4,32,3,Michigan,Maceo Baston Michigan,Maceo Baston michigan
6021,4.6,3.4,15.4,0.587,11.1,1.4,0.022,13.2,0.579,0,0.62962963,17.2,14,-3.2,Maceo Baston,2009,217,-0.1,1,27,6,7,10,12,33,4,Michigan,Maceo Baston Michigan,Maceo Baston michigan
6022,19.2,0.1,6,0.097,1.9,1.5,0.099,3.8,0.448,0.24,0.857142857,9.5,27.2,-5,Mahmoud Abdul-Rauf,1991,1505,-1.1,100,98,55,206,4,110,21,1,Louisiana State,Mahmoud Abdul-Rauf Louisiana State,Mahmoud Abdul-Rauf louisiana-state
6023,21,0.2,6.8,0.128,1.5,1.4,0.111,4,0.469,0.329787234,0.87037037,11.6,26.7,-3.1,Mahmoud Abdul-Rauf,1992,1538,-0.4,94,108,44,192,4,117,22,2,Louisiana State,Mahmoud Abdul-Rauf Louisiana State,Mahmoud Abdul-Rauf louisiana-state
6024,20.8,0.2,6.8,0.165,2,1.5,0.14,4.4,0.515,0.355329949,0.935344828,11,25.5,-0.1,Mahmoud Abdul-Rauf,1993,2710,1.3,197,232,84,344,8,187,23,3,Louisiana State,Mahmoud Abdul-Rauf Louisiana State,Mahmoud Abdul-Rauf louisiana-state
