,assist_percentage,block_percentage,defensive_rebound_percentage,free_throw_attempt_rate,offensive_rebound_percentage,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,three_point_percentage,free_throw_percentage,turnover_percentage,usage_percentage,box_plus_minus,name,year,minutes_played,value_over_replacement_player,attempted_three_point_field_goals,attempted_free_throws,steals,assists,blocks,turnovers,age,yrs_played,college,lkup,col_lkup
5789,27.7,0.4,5.9,0.146,1.2,1.8,0.516,3.6,0.489,0.35,0.745098039,23.3,11.7,-3.7,Lee Mayberry,1998,1835,-0.8,180,51,65,349,10,113,27,6,Arkansas,Lee Mayberry Arkansas,Lee Mayberry arkansas
5790,29.5,0,2.9,0.263,0,3,0.526,1.4,0.472,0.2,0.8,34.2,11.7,-5.9,Lee Mayberry,1999,126,-0.1,10,5,7,23,0,11,28,7,Arkansas,Lee Mayberry Arkansas,Lee Mayberry arkansas
5791,9.1,0.8,15.3,0.316,7.1,1,0.007,11.2,0.529,0,0.744186047,14.8,17.9,-2.6,Lee Nailon,2001,469,-0.1,1,43,9,24,5,27,25,1,Texas Christian,Lee Nailon Texas Christian,Lee Nailon texas-christian
5792,9.1,0.6,11.2,0.196,6.2,1.7,0.003,8.7,0.513,0.5,0.746666667,10.4,22.1,-1.5,Lee Nailon,2002,1912,0.3,2,150,59,94,17,96,26,2,Texas Christian,Lee Nailon Texas Christian,Lee Nailon texas-christian
5793,11.9,0.5,11.3,0.268,9.1,0.8,0.005,10.1,0.494,0,0.823529412,13.1,27.9,-2.7,Lee Nailon,2003,405,-0.1,1,51,6,26,3,32,27,3,Texas Christian,Lee Nailon Texas Christian,Lee Nailon texas-christian
5794,9.152,0.748,11.268,0.18342,9.223,1.005,0.00969,10.27,0.48313,0,0.813555556,10.815,22.934,-4.397,Lee Nailon,2004,780,-0.5,3,58,15,38,8,45,28,4,Texas Christian,Lee Nailon Texas Christian,Lee Nailon texas-christian
5795,11.3,0.6,10.4,0.19,7.2,1,0.002,8.7,0.511,0,0.806060606,10.5,24.2,-1.3,Lee Nailon,2005,2017,0.4,2,165,36,109,16,110,29,5,Texas Christian,Lee Nailon Texas Christian,Lee Nailon texas-christian
5796,5,1.3,9.4,0.188,11.3,1.7,0,10.4,0.537,0,0.866666667,10.4,18.6,-2.7,Lee Nailon,2006,237,0,0,15,8,7,4,10,30,6,Texas Christian,Lee Nailon Texas Christian,Lee Nailon texas-christian
5797,2.3,2.4,20.1,0.814,15.8,1,0.011,17.9,0.549,0,0.736111111,16.4,18.1,-3.8,Leon Powe,2007,720,-0.3,2,144,14,10,22,47,23,1,California,Leon Powe California,Leon Powe california
5798,3.3,1.6,18.3,0.717,14.9,1,0.004,16.7,0.629,0,0.70984456,10.8,22.8,0.2,Leon Powe,2008,809,0.5,1,193,15,15,16,43,24,2,California,Leon Powe California,Leon Powe california
5799,6,2.5,18.9,0.79,15.1,1,0,17.1,0.591,0,0.689138577,14.3,20.2,-0.3,Leon Powe,2009,1227,0.5,0,267,24,46,38,76,25,3,California,Leon Powe California,Leon Powe california
5800,0,0.7,20.2,1.286,10.1,1.3,0,15.4,0.515,0,0.587301587,12.5,17.3,-5.8,Leon Powe,2010,236,-0.2,0,63,6,0,2,11,26,4,California,Leon Powe California,Leon Powe california
5801,3.663,0.942,14.158,0.58118,8.353,1.556,0.01419,11.227,0.51893,0,0.524816054,7.202,22.428,-3.386,Leon Powe,2011,328,-0.2,2,72,10,7,4,12,27,5,California,Leon Powe California,Leon Powe california
5802,1.2,1.7,21,0.25,17.8,0.4,0.028,19.4,0.35,0,0.666666667,7,16.3,-9.2,Les Jepsen,1991,105,-0.2,1,9,1,1,3,3,23,1,Iowa,Les Jepsen Iowa,Les Jepsen iowa
5803,1.6,3.4,22.4,0.458,14.8,0.6,0.042,18.6,0.433,0,0.636363636,9.4,15.3,-6.5,Les Jepsen,1992,87,-0.1,1,11,1,1,5,3,24,2,Iowa,Les Jepsen Iowa,Les Jepsen iowa
5804,15.69,1.783,9.91,0.27049,6.434,3.14,0.29492,8.222,0.5048,0.403454545,0.84452381,21.564,25.07,-1.937,Lester Hudson,2010,131,0,16,13,8,13,3,14,25,1,Tennessee-Martin,Lester Hudson Tennessee-Martin,Lester Hudson tennessee-martin
5805,34.1,1,6.5,0.167,1.5,2.8,0.625,3.9,0.349,0.266666667,0.5,21.4,19.8,-4.3,Lester Hudson,2011,73,0,15,4,4,17,1,7,26,2,Tennessee-Martin,Lester Hudson Tennessee-Martin,Lester Hudson tennessee-martin
5806,20.608,0.658,13.818,0.25326,2.256,2.162,0.39614,7.802,0.48438,0.251147541,0.831578947,15.128,28.546,-2.69,Lester Hudson,2012,334,-0.1,64,41,14,36,3,32,27,3,Tennessee-Martin,Lester Hudson Tennessee-Martin,Lester Hudson tennessee-martin
5807,12.6,1.5,13.8,0.286,2.1,5.4,0.429,8,0.571,0.5,0.75,16,15.1,4.1,Lester Hudson,2015,56,0.1,6,4,6,5,1,3,30,4,Tennessee-Martin,Lester Hudson Tennessee-Martin,Lester Hudson tennessee-martin
5808,4.6,1.9,17.4,0.468,8.7,1,0.075,13.1,0.51,0.153846154,0.703703704,7.1,19.4,-3.7,Linas Kleiza,2006,519,-0.2,13,81,10,15,13,16,21,1,Missouri,Linas Kleiza Missouri,Linas Kleiza missouri
5809,4.5,0.7,14.1,0.285,5.9,0.9,0.466,10.1,0.561,0.375565611,0.851851852,12.9,17.6,-2.5,Linas Kleiza,2007,1488,-0.2,221,135,28,45,14,79,22,2,Missouri,Linas Kleiza Missouri,Linas Kleiza missouri
5810,7.5,0.7,13.5,0.323,5.4,1.1,0.42,9.5,0.585,0.339350181,0.769953052,10.6,18.9,-0.9,Linas Kleiza,2008,1889,0.5,277,213,44,95,19,89,23,3,Missouri,Linas Kleiza Missouri,Linas Kleiza missouri
5811,5.7,0.6,14.5,0.316,6,0.9,0.413,10.4,0.552,0.325842697,0.725490196,10,20,-1.5,Linas Kleiza,2009,1824,0.2,267,204,31,64,14,82,24,4,Missouri,Linas Kleiza Missouri,Linas Kleiza missouri
5812,6.2,0.5,16.5,0.16,4.1,1,0.323,10.2,0.502,0.297709924,0.630769231,13,21.7,-4.7,Linas Kleiza,2011,1032,-0.7,131,65,19,40,7,65,26,5,Missouri,Linas Kleiza Missouri,Linas Kleiza missouri
5813,7.9,0.3,17.2,0.244,4.7,1.2,0.437,11,0.521,0.346368715,0.81,12.4,23.1,-2,Linas Kleiza,2012,1057,0,179,100,23,46,4,64,27,6,Missouri,Linas Kleiza Missouri,Linas Kleiza missouri
5814,6.9,0.4,13.5,0.264,3.1,0.6,0.458,8.2,0.46,0.303030303,0.842105263,8,21.6,-5.4,Linas Kleiza,2013,376,-0.3,66,38,4,16,2,14,28,7,Missouri,Linas Kleiza Missouri,Linas Kleiza missouri
5815,27.7,0.3,7.3,0.159,2.4,2.8,0.232,4.8,0.441,0.333333333,0.732394366,16.1,23,-2.2,Lindsey Hunter,1994,2172,-0.1,207,142,121,390,10,184,23,1,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5816,25.9,0.5,6.4,0.173,3,2.8,0.34,4.7,0.459,0.333333333,0.727272727,18.8,20,-3.8,Lindsey Hunter,1995,944,-0.4,108,55,51,159,7,79,24,2,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5817,14.7,0.7,8.2,0.191,2.6,2.2,0.46,5.5,0.499,0.404844291,0.7,10.5,17,0.3,Lindsey Hunter,1996,2138,1.2,289,120,84,188,18,80,25,3,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5818,8.9,0.7,7,0.195,2.5,2.4,0.449,4.8,0.515,0.354700855,0.778325123,7.8,20.1,0.5,Lindsey Hunter,1997,3023,1.9,468,203,129,154,24,96,26,4,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5819,15.1,0.3,8.9,0.237,2.9,2.7,0.321,5.9,0.472,0.320754717,0.739795918,10.8,19,0.1,Lindsey Hunter,1998,2505,1.3,265,196,123,224,10,110,27,5,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5820,19.7,0.4,9.9,0.17,1.8,2.7,0.292,5.9,0.517,0.385620915,0.752808989,14,17.7,1.1,Lindsey Hunter,1999,1755,1.4,153,89,86,193,8,92,28,6,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5821,17.6,0.5,8.5,0.173,1.4,2.2,0.436,5,0.543,0.431876607,0.75974026,13.1,16.6,0.7,Lindsey Hunter,2000,2919,2,389,154,129,327,22,145,29,7,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5822,17.4,0.4,7.7,0.123,1.8,2.7,0.52,4.8,0.5,0.373464373,0.802083333,7.6,20.2,1.2,Lindsey Hunter,2001,2002,1.6,407,96,102,222,12,68,30,8,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5823,11.7,0.8,7,0.082,1.2,2.1,0.424,4.1,0.466,0.379807692,0.5,9.8,15.6,-1.5,Lindsey Hunter,2002,1616,0.2,208,40,66,129,19,55,31,9,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5824,18.8,0.5,7.8,0.156,2.4,2.8,0.354,5,0.434,0.317757009,0.723404255,15,25.8,-3.2,Lindsey Hunter,2003,673,-0.2,107,47,35,71,5,57,32,10,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5825,20.7,0.7,9.3,0.056,2.3,3.2,0.35,5.9,0.399,0.28,0.625,18.8,12.8,-0.2,Lindsey Hunter,2004,661,0.3,50,8,39,85,6,34,33,11,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5826,18.3,0.9,8.6,0.192,3.9,3.3,0.278,6.3,0.435,0.273809524,0.793103448,17.2,16.2,-1.2,Lindsey Hunter,2005,1144,0.2,84,58,68,130,13,68,34,12,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5827,27.1,0.2,10.2,0.04,3.3,3,0.43,6.7,0.427,0.255813953,0.5,16.4,16.4,-1.6,Lindsey Hunter,2006,353,0,43,4,19,62,1,20,35,13,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5828,20.3,0.7,6.1,0.135,1.4,2.5,0.488,3.7,0.495,0.319327731,0.909090909,11.9,18.7,-0.3,Lindsey Hunter,2007,745,0.3,119,33,34,93,7,35,36,14,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5829,23.3,0.7,5,0.141,2.2,3.3,0.406,3.6,0.427,0.269230769,0.777777778,16.1,17.7,-2.1,Lindsey Hunter,2008,215,0,26,9,13,33,2,13,37,15,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5830,20.4,0.3,4.3,0.061,0.9,3.9,0.585,2.6,0.433,0.333333333,0.6,18.4,17.3,-2.3,Lindsey Hunter,2009,266,0,48,5,20,37,1,19,38,16,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5831,10.1,0,11.7,0.067,0.9,0.4,0.433,6.4,0.21,0.076923077,1,11.5,12.8,-12,Lindsey Hunter,2010,122,-0.3,13,2,1,9,0,4,39,17,Jackson State,Lindsey Hunter Jackson State,Lindsey Hunter jackson-state
5832,6.1,3.2,19,0.182,8.5,2.6,0.163,13.6,0.394,0.212121212,0.594594595,14.4,15.6,-3.3,Linton Johnson,2004,734,-0.2,33,37,37,27,32,37,23,1,Tulane ,Linton Johnson Tulane ,Linton Johnson tulane
5833,0,0,23.4,0,0,3.6,0.5,11.7,0,0,0,33.3,9.3,-9.9,Linton Johnson,2005,15,0,1,0,1,0,0,1,24,2,Tulane ,Linton Johnson Tulane ,Linton Johnson tulane
5834,4.527,1.86,19.15,0.18145,8.835,1.24,0.24087,13.839,0.47544,0.335833333,0.704891304,14.705,16.829,-4.131,Linton Johnson,2006,524,-0.2,36,27,12,14,12,28,25,3,Tulane ,Linton Johnson Tulane ,Linton Johnson tulane
5835,4,2,18.2,0.195,8.2,2.4,0.158,13.1,0.548,0.333333333,0.810810811,11.6,14.8,0.1,Linton Johnson,2007,720,0.4,30,37,33,18,18,27,26,4,Tulane ,Linton Johnson Tulane ,Linton Johnson tulane
5836,9.24,1.008,15.176,0.064,9.744,0,0.15212,12.62,0.53184,0.42,0.16,15.908,18.044,-6.456,Linton Johnson,2008,63,0,3,2,0,4,1,5,27,5,Tulane ,Linton Johnson Tulane ,Linton Johnson tulane
5837,5.244,0,10.336,0,6.232,0.912,0.13832,8.284,0.31084,0.38,0,11.704,10.488,-7.72,Linton Johnson,2009,55,-0.1,2,0,1,2,0,2,28,6,Tulane ,Linton Johnson Tulane ,Linton Johnson tulane
5838,18.6,0,7.3,0.192,1.1,1.6,0.392,4.3,0.409,0.244897959,0.625,15,17,-5.3,Lionel Chalmers,2005,433,-0.4,49,24,13,51,0,24,24,1,Xavier,Lionel Chalmers Xavier,Lionel Chalmers xavier
5839,17.7,1.8,19.7,0.334,7.2,1.9,0.008,13.3,0.476,0.272727273,0.735632184,13.4,25.3,-0.4,Lionel Simmons,1991,2978,1.2,11,435,113,315,85,230,22,1,La Salle,Lionel Simmons La Salle,Lionel Simmons la-salle
5840,17.6,2.7,18.1,0.314,5.5,2.2,0.004,11.8,0.505,0.2,0.769863014,14.2,22.2,1.1,Lionel Simmons,1992,2895,2.2,5,365,135,337,132,218,23,2,La Salle,Lionel Simmons La Salle,Lionel Simmons la-salle
5841,18.8,0.9,15.7,0.345,6.7,1.8,0.01,11,0.508,0.090909091,0.818681319,13.9,23,0.4,Lionel Simmons,1993,2502,1.5,11,364,95,312,38,196,24,3,La Salle,Lionel Simmons La Salle,Lionel Simmons la-salle
5842,17.5,1.2,16.3,0.324,6.6,1.9,0.017,11.4,0.496,0.352941176,0.777089783,13.9,20.6,0.2,Lionel Simmons,1994,2702,1.5,17,323,104,305,50,183,25,4,La Salle,Lionel Simmons La Salle,Lionel Simmons la-salle
5843,13.1,1.6,14.5,0.269,6.8,1.4,0.051,10.7,0.469,0.375,0.702380952,16.7,17.5,-2.2,Lionel Simmons,1995,1064,0,16,84,28,89,23,70,26,5,La Salle,Lionel Simmons La Salle,Lionel Simmons la-salle
5844,15.9,1.9,14.9,0.346,5.8,2,0.235,10.4,0.492,0.37254902,0.733333333,16.9,16.3,-0.3,Lionel Simmons,1996,810,0.3,51,75,31,83,20,51,27,6,La Salle,Lionel Simmons La Salle,Lionel Simmons la-salle
5845,16.4,1.9,16.7,0.353,6.6,0.8,0.221,11.6,0.442,0.233333333,0.875,17.8,16.5,-2.8,Lionel Simmons,1997,521,-0.1,30,48,8,57,13,34,28,7,La Salle,Lionel Simmons La Salle,Lionel Simmons la-salle
5846,27.2,0.4,3.9,0.485,2.1,1.8,0.051,3.1,0.489,0.1,0.625,14.9,19.4,-2.3,Litterial Green,1993,626,-0.1,10,96,23,116,4,42,22,1,Georgia,Litterial Green Georgia,Litterial Green georgia
5847,10.6,0.5,5.3,0.649,5.4,2.4,0.07,5.3,0.498,0.25,0.756756757,15.1,29.2,-4.5,Litterial Green,1994,126,-0.1,4,37,6,9,1,13,23,2,Georgia,Litterial Green Georgia,Litterial Green georgia
5848,21.4,0.3,6.3,0.734,2.5,2.9,0.156,4.4,0.531,0,0.638297872,15,15.9,-0.4,Litterial Green,1997,311,0.1,10,47,16,41,1,15,26,3,Georgia,Litterial Green Georgia,Litterial Green georgia
5849,18.7,0,6,0.87,1,1.7,0.087,3.4,0.393,0,0.75,20.1,14.6,-4.9,Litterial Green,1998,124,-0.1,2,20,4,16,0,8,27,4,Georgia,Litterial Green Georgia,Litterial Green georgia
5850,0,0,0,0,0,0,0,0,0,0,0,0,24.4,-27,Litterial Green,1999,2,0,0,0,0,0,0,0,28,5,Georgia,Litterial Green Georgia,Litterial Green georgia
5851,9.4,1.3,5,0.385,1.7,1.5,0.231,3.4,0.23,0,0.6,6.2,10.9,-9.2,London Perrantes,2018,66,-0.1,3,5,2,5,1,1,23,1,Virginia ,London Perrantes Virginia ,London Perrantes virginia
5852,10.3,2.2,15.6,0.217,0,2.9,0.283,7.9,0.446,0.384615385,0.8,7.4,20.3,-2.4,Lonnie Walker,2019,118,0,13,10,7,9,3,4,20,1,Miami (FL),Lonnie Walker Miami (FL),Lonnie Walker miami-fl
5853,9.6,1.2,12.7,0.171,2.5,1.5,0.283,7.6,0.507,0.405940594,0.721311475,10.3,18.7,-3.5,Lonnie Walker,2020,988,-0.4,101,61,32,68,14,44,21,2,Miami (FL),Lonnie Walker Miami (FL),Lonnie Walker miami-fl
5854,3.8,2.3,16,0.5,10.7,0.7,0.01,13.4,0.521,0,0.67961165,15.5,19.3,-5.4,Lonny Baxter,2003,682,-0.6,2,103,9,16,22,46,24,1,Maryland,Lonny Baxter Maryland,Lonny Baxter maryland
5855,4.789,2.757,18.484,0.37504,9.403,1.236,0.01419,13.866,0.51623,0.19,0.589107143,13.357,17.217,-3.2,Lonny Baxter,2004,766,-0.2,3,76,17,20,29,38,25,2,Maryland,Lonny Baxter Maryland,Lonny Baxter maryland
5856,0,0,13.7,0.182,12.6,0,0,13.2,0.253,0,0,25.2,20.5,-21.8,Lonny Baxter,2005,36,-0.2,0,2,0,0,0,4,26,3,Maryland,Lonny Baxter Maryland,Lonny Baxter maryland
5857,1.69,1.61,21.36,0.3348,13.19,1.46,0,17.08,0.4953,0,0.814473684,14.29,16.22,-4.5,Lonny Baxter,2006,400,-0.2,0,35,11,4,8,20,27,4,Maryland,Lonny Baxter Maryland,Lonny Baxter maryland
5858,29.2,2,17.3,0.126,4.2,2.4,0.523,10.8,0.444,0.305084746,0.450704225,18.6,17.4,1,Lonzo Ball,2018,1780,1.3,295,71,88,376,43,136,20,1,California-Los Angeles,Lonzo Ball California-Los Angeles,Lonzo Ball ucla
5859,23.8,1.1,14,0.105,4,2.3,0.5,9.1,0.487,0.328947368,0.416666667,17.8,16.9,-0.3,Lonzo Ball,2019,1423,0.6,228,48,69,255,19,103,21,2,California-Los Angeles,Lonzo Ball California-Los Angeles,Lonzo Ball ucla
5860,29.1,1.6,16.4,0.111,3.7,2,0.575,10,0.517,0.374683544,0.565789474,21.1,18.5,0.6,Lonzo Ball,2020,2025,1.3,395,76,88,438,38,193,22,3,California-Los Angeles,Lonzo Ball California-Los Angeles,Lonzo Ball ucla
5861,6.7,1.8,18.6,0.309,8.7,0.8,0.033,13.2,0.484,0.272727273,0.68627451,15.2,14.5,-5.9,Loren Meyer,1996,1266,-1.3,11,102,20,57,32,67,23,1,Iowa State,Loren Meyer Iowa State,Loren Meyer iowa-state
5862,4.448,1.593,15.144,0.25417,8.72,0.822,0.02852,11.945,0.4869,0.563,0.725769231,18.893,21.364,-8.425,Loren Meyer,1997,708,-1.1,7,64,11,19,15,62,24,2,Iowa State,Loren Meyer Iowa State,Loren Meyer iowa-state
5863,2.4,3.1,20.5,0.071,6.4,0,0.179,13.2,0.277,0.2,0.5,12.2,21.3,-16.9,Loren Meyer,1999,70,-0.3,5,2,0,1,3,4,26,3,Iowa State,Loren Meyer Iowa State,Loren Meyer iowa-state
5864,5.8,4.9,16.8,0.625,10.4,1.7,0.021,13.7,0.449,0,0.733333333,22.7,13.9,-2.5,Loren Woods,2002,516,-0.1,2,60,17,22,34,36,23,1,Arizona,Loren Woods Arizona,Loren Woods arizona
5865,7.5,2.6,21.3,0.355,8.9,1.5,0.039,15.2,0.455,0.333333333,0.777777778,20.7,14.2,-2.4,Loren Woods,2003,353,0,3,27,10,19,13,23,24,2,Arizona,Loren Woods Arizona,Loren Woods arizona
5866,3.3,3,16.1,0.573,14.8,1.2,0,15.4,0.503,0,0.6,17.8,13.6,-2.2,Loren Woods,2004,506,0,0,55,11,10,19,26,25,3,Arizona,Loren Woods Arizona,Loren Woods arizona
5867,3.7,4,22.5,0.36,12.6,0.6,0.006,17.5,0.463,0,0.576271186,16.3,14.6,-2.8,Loren Woods,2005,712,-0.1,1,59,8,17,39,37,26,4,Arizona,Loren Woods Arizona,Loren Woods arizona
5868,1.8,5.6,26,0.237,15.9,1.5,0.017,20.8,0.476,0,0.428571429,19.7,11.6,-2.4,Loren Woods,2006,324,0,1,14,9,4,23,16,27,5,Arizona,Loren Woods Arizona,Loren Woods arizona
5869,20.1,0,6.5,0,0,0,0,3.3,0.6,0,0,0,13.4,1.1,Loren Woods,2008,17,0,0,0,0,2,0,0,29,6,Arizona,Loren Woods Arizona,Loren Woods arizona
5870,4,2.4,16.6,0.305,12,1.3,0.008,14.2,0.504,0.25,0.586666667,12.4,14.7,-3,Lorenzen Wright,1997,1936,-0.5,4,150,48,49,60,79,21,1,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5871,4.3,2.8,23.7,0.395,9.8,1.4,0.004,16.7,0.49,0,0.658878505,11.3,15.4,-2.6,Lorenzen Wright,1998,2067,-0.3,2,214,55,55,87,81,22,2,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5872,4.8,2.4,24.2,0.45,14,1.2,0.004,18.8,0.512,0,0.692307692,13.4,14.4,-2.6,Lorenzen Wright,1999,1135,-0.2,1,117,26,33,36,48,23,3,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5873,2.9,2.2,17.1,0.374,10.6,1.3,0.008,13.9,0.533,0.333333333,0.644444444,13.6,17.9,-3.5,Lorenzen Wright,2000,1205,-0.4,3,135,29,21,40,66,24,4,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5874,8,2.3,20,0.266,10,1.1,0.002,15,0.486,0,0.717592593,12.1,23.2,-1.8,Lorenzen Wright,2001,1988,0.1,2,216,42,87,63,125,25,5,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5875,6.5,1.3,24.5,0.253,11.6,1.3,0.004,18.1,0.478,0,0.569105691,11.8,22.2,-3.2,Lorenzen Wright,2002,1251,-0.4,2,123,30,44,23,72,26,6,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5876,6.7,1.9,20,0.311,9.8,1.3,0.007,15,0.489,0,0.659192825,11.9,21,-3,Lorenzen Wright,2003,1982,-0.5,5,223,51,80,54,110,27,7,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5877,7.2,2.5,20.5,0.224,9.6,1.4,0.009,15,0.474,0,0.732824427,10.7,19.4,-2.1,Lorenzen Wright,2004,1674,0,5,131,45,71,58,77,28,8,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5878,6.7,2.4,22.8,0.29,9.3,1.4,0.004,16.1,0.501,0,0.661616162,11.5,17.9,-1.2,Lorenzen Wright,2005,2287,0.5,3,198,58,87,69,100,29,9,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5879,4.9,2.2,18,0.288,10.3,1.7,0.005,14.2,0.496,0,0.564102564,12.8,15.1,-2.1,Lorenzen Wright,2006,1689,0,2,117,52,48,46,67,30,10,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5880,6.1,2.1,15.4,0.175,9.8,1.4,0,12.6,0.439,0,0.28125,16.5,10.5,-5.1,Lorenzen Wright,2007,1035,-0.8,0,32,28,40,28,39,31,11,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5881,3.464,1.38,21.62,0.32476,5.804,1.012,0,13.792,0.32452,0,0.46,11.128,7.72,-6.56,Lorenzen Wright,2008,161,-0.2,0,6,3,4,3,4,32,12,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5882,3.5,3.2,16.5,0.296,6.9,1.7,0,11.9,0.377,0,0.375,22.8,14.9,-6.7,Lorenzen Wright,2009,125,-0.1,0,8,4,3,5,9,33,13,Memphis,Lorenzen Wright Memphis,Lorenzen Wright memphis
5883,27.5,1.1,10,0.151,3.7,2.8,0.349,6.8,0.349,0.1,0.692307692,14.9,20.4,-5.2,Lorenzo Brown,2014,224,-0.2,30,13,13,41,3,16,23,1,North Carolina State,Lorenzo Brown North Carolina State,Lorenzo Brown north-carolina-state
5884,24.9,0.9,12,0.156,2.8,2.6,0.23,7.3,0.468,0.214285714,0.631578947,18.7,12.9,-2.5,Lorenzo Brown,2015,549,-0.1,28,19,28,90,6,30,24,2,North Carolina State,Lorenzo Brown North Carolina State,Lorenzo Brown north-carolina-state
5885,28,1.3,12.8,0.16,0,2.4,0.32,6.2,0.374,0.125,0.75,25.2,24.9,-8.4,Lorenzo Brown,2016,61,-0.1,8,4,3,11,1,9,25,3,North Carolina State,Lorenzo Brown North Carolina State,Lorenzo Brown north-carolina-state
5886,12.4,0,11.1,0.059,0.8,1.8,0.353,6,0.459,0.166666667,1,7.9,11.9,-2.5,Lorenzo Brown,2018,139,0,12,2,5,13,0,3,27,4,North Carolina State,Lorenzo Brown North Carolina State,Lorenzo Brown north-carolina-state
5887,17.3,2,12.9,0.042,2.6,2.7,0.394,7.9,0.38,0.214285714,1,18.1,17.9,-3.5,Lorenzo Brown,2019,212,-0.1,28,3,12,28,5,16,28,5,North Carolina State,Lorenzo Brown North Carolina State,Lorenzo Brown north-carolina-state
5888,3.612,5.868,23.372,0.18984,10.916,1.392,0,17.228,0.45246,0,0.24,16.6,11.326,-1.586,Lorenzo Williams,1993,179,0.1,0,7,5,5,17,8,23,1,Stetson ,Lorenzo Williams Stetson ,Lorenzo Williams stetson
5889,4.959,4.387,20.707,0.2584,14.027,1.282,0.00501,17.137,0.44961,0,0.407142857,16.13,8.615,-2.495,Lorenzo Williams,1994,716,-0.1,1,28,18,25,46,22,24,2,Stetson ,Lorenzo Williams Stetson ,Lorenzo Williams stetson
5890,6.9,4.3,19.1,0.332,12.5,1.1,0,15.6,0.471,0,0.376237624,23.2,7.9,-1.7,Lorenzo Williams,1995,2383,0.2,0,101,52,124,148,105,25,3,Stetson ,Lorenzo Williams Stetson ,Lorenzo Williams stetson
5891,6.4,4.7,18.3,0.327,12.5,1.3,0.005,15.1,0.404,0,0.342857143,24.2,7.4,-3,Lorenzo Williams,1996,1806,-0.5,1,70,48,85,122,78,26,4,Stetson ,Lorenzo Williams Stetson ,Lorenzo Williams stetson
5892,2.1,2.3,17.9,0.226,12.6,1.2,0,15.3,0.66,0,0.714285714,34.6,8.9,-4.2,Lorenzo Williams,1997,264,-0.1,0,7,6,4,8,18,27,5,Stetson ,Lorenzo Williams Stetson ,Lorenzo Williams stetson
5893,4.1,1.9,10.6,0.118,15.9,0.9,0,13.3,0.727,0,0,10.1,8,-0.7,Lorenzo Williams,1998,111,0,0,2,2,3,3,2,28,6,Stetson ,Lorenzo Williams Stetson ,Lorenzo Williams stetson
5894,2,5.7,19.9,0,18,2,0,18.9,0.778,0,0,25,7,1.6,Lorenzo Williams,2000,76,0.1,0,0,3,1,6,3,30,7,Stetson ,Lorenzo Williams Stetson ,Lorenzo Williams stetson
5895,6.5,1.7,15,0.356,10.1,1.5,0.1,12.7,0.432,0.222222222,0.75,14,15.5,-3,Lou Roe,1996,372,-0.1,9,32,10,15,8,17,23,1,Massachusetts,Lou Roe Massachusetts,Lou Roe massachusetts
5896,9,0.7,7.8,0.396,7.8,1.5,0.229,7.8,0.355,0.272727273,0.473684211,16.3,28,-11.5,Lou Roe,1997,107,-0.3,11,19,3,6,1,11,24,2,Massachusetts,Lou Roe Massachusetts,Lou Roe massachusetts
5912,11.8,0,16.7,0.143,1.8,1.6,0.524,9.2,0.448,0.363636364,0,8.2,17.1,-6.2,Louis King,2020,62,-0.1,11,3,2,5,0,2,20,1,Oregon ,Louis King Oregon ,Louis King oregon
5913,4.8,1.2,20.9,0.206,11.1,0.8,0.006,16,0.51,0,0.662162162,11.1,15.2,-2.9,Loy Vaught,1991,1178,-0.3,2,74,20,40,23,49,22,1,Michigan,Loy Vaught Michigan,Loy Vaught michigan
