level_0,assist_percentage,block_percentage,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_percentage,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,player_id,points_produced,position,steal_percentage,team_abbreviation,three_point_attempt_rate,three_point_percentage,total_rebound_percentage,true_shooting_percentage,turnover_percentage,two_point_percentage,usage_percentage,weight,win_shares,win_shares_per_40_minutes,name,season,yrs_played,col_lkup,assists_per_40,blocks_per_40,defensive_rebounds_per_40,free_throw_attempts_per_40,free_throws_per_40,offensive_rebounds_per_40,personal_fouls_per_40,points_per_40,steals_per_40,three_point_attempts_per_40,three_pointers_per_40,total_rebounds_per_40,turnovers_per_40,two_point_attempts_per_40,two_pointers_per_40,max_mp,year,all_star_flag,class
2008-09,,,,meac,,,0.9,0.53,183,0.53,97,0.426,0.577,30,8,80,527,,,1,,josh-jackson-1,,Center,,south-carolina-state,0,,,0.543,23.6,0.53,,265,1.9,0.146,Josh Jackson,2008,4,Josh Jackson south-carolina-state,2.28,0.91,7.13,5.92,3.42,3.64,4.25,18.14,0.53,0,0,10.78,5.16,13.89,7.36,2256,,0,starter
2006-07,20.6,5.2,,acc,,,4.2,0.509,327,0.502,164,0.446,0.664,33,32,82,1164,,,1.8,,josh-mcroberts-1,,Forward,,duke,0.07,0.217,13.7,0.542,16.8,0.523,21.1,240,6,0.205,Josh McRoberts,2006,2,Josh McRoberts duke,3.92,2.82,6.56,5.02,3.33,2.37,2.85,14.78,1.34,0.79,0.17,8.93,2.75,10.45,5.46,1597,,0,role_player
2002-03,8.6,3.7,,acc,,,1.3,0.589,252,0.571,144,0.472,0.739,31,31,81,838,,,2.7,,josh-powell-1,,Forward,,north-carolina-state,0.095,0.375,12.2,0.624,19.8,0.592,23.9,225,4,0.191,Josh Powell,2002,2,Josh Powell north-carolina-state,1.48,1.96,4.25,5.68,4.2,3.53,4.2,18.38,0.91,1.15,0.43,7.78,3.63,10.88,6.44,1228,,0,scrub
2014-15,24.4,2,8.3,sec,2.7,13.2,1.4,0.519,399,0.461,184,0.311,0.798,32,32,78,1162,5.5,2.9,3.2,22.9,josh-richardson-2,499,Guard,3.8,tennessee,0.321,0.359,7.8,0.56,15.7,0.509,25.5,200,4.6,0.159,Josh Richardson,2014,4,Josh Richardson tennessee,3.96,0.55,3.96,4.27,3.41,0.96,2.72,17.66,2.31,4.41,1.58,4.92,2.93,9.33,4.75,2689,,0,starter
2015-16,1.9,1.1,-3.3,acc,0.5,17.5,0.3,0.397,34,0.353,12,0.147,0.8,26,0,80,191,-3.8,10.6,0,7.3,josh-smith-2,37,Forward,1.3,clemson,0.324,0.273,14.1,0.426,21.6,0.391,13.1,245,0.2,0.051,Josh Smith,2015,4,Josh Smith clemson,0.42,0.42,6.07,1.05,0.84,3.56,4.61,6.49,0.84,2.3,0.63,9.63,2.09,4.82,1.88,2873,,0,starter
2008-09,23.8,1.7,,pac-10,,,2.1,0.504,249,0.45,112,0.249,0.726,35,35,75,950,,,1.2,,jrue-holiday-1,,Guard,,ucla,0.353,0.307,8.9,0.532,21.2,0.528,19.3,180,3.3,0.138,Jrue Holiday,2008,1,Jrue Holiday ucla,5.43,0.76,3.71,2.61,1.89,1.85,3.16,12.46,2.32,3.71,1.14,5.56,3.16,6.78,3.58,2926,2013,1,all_star
2001-02,15.8,0.4,,acc,,,2.5,0.555,535,0.469,251,0.293,0.898,36,36,75,1209,,,4.3,,juan-dixon-1,,Guard,,maryland,0.434,0.397,7,0.603,12.7,0.525,26.1,164,6.8,0.225,Juan Dixon,2001,4,Juan Dixon maryland,3.44,0.23,3.87,5.19,4.67,1.62,2.38,24.32,3.04,7.68,3.04,5.49,2.94,10.02,5.26,1920,,0,role_player
1989-90,,,,pac-10,,,,0.575,338,0.538,182,0.34,0.765,32,32,78,1072,,,,,jud-buechler-1,,Guard,,arizona,0.195,0.379,,0.607,18.1,0.577,,220,,,Jud Buechler,1989,4,Jud Buechler arizona,4.81,0.45,,4.29,3.28,,2.5,17.8,1.49,2.46,0.93,9.85,3.25,10.15,5.86,1287,,0,scrub
2006-07,14.5,3.4,,big-12,,,4.4,0.553,346,0.549,190,0.344,0.613,38,37,80,1048,,,2.2,,julian-wright-1,,Forward,,kansas,0.038,0.231,15.8,0.566,18.4,0.562,22.8,225,6.6,0.252,Julian Wright,2006,2,Julian Wright kansas,3.13,1.87,7.71,4.54,2.79,3.66,3.59,17.4,2.1,0.5,0.11,11.37,3.47,12.71,7.14,871,,0,scrub
2013-14,10,2.6,7.5,sec,2.1,24.7,2.4,0.505,391,0.501,196,0.739,0.706,40,40,81,1233,5.4,13.3,3.5,24.5,julius-randle-1,599,Forward,1,kentucky,0.046,0.167,19.2,0.567,16.1,0.517,25.4,250,5.9,0.191,Julius Randle,2013,1,Julius Randle kentucky,1.85,1.01,8.99,9.38,6.62,4.51,2.95,19.43,0.65,0.58,0.1,13.5,3.28,12.1,6.26,2286,,0,starter
2010-11,26.6,1.9,6.5,cusa,4.2,18.9,3,0.542,202,0.51,103,0.688,0.561,35,35,79,1279,2.3,3.9,2.3,17.3,julyan-stone-1,374,Guard,2.4,texas-el-paso,0.252,0.255,11.8,0.554,19.5,0.596,13.7,200,5.3,0.165,Julyan Stone,2010,4,Julyan Stone texas-el-paso,5.75,0.66,6.88,4.35,2.44,1.28,2.6,9.29,1.63,1.59,0.41,8.16,2.03,4.72,2.81,179,,0,scrub
1998-99,,,,sec,,,1.6,0.499,443,0.445,197,0.379,0.726,30,,80,1032,,,2.3,,jumaine-jones-1,,Forward,,georgia,0.312,0.348,,0.539,12.7,0.489,,218,4,0.154,Jumaine Jones,1998,2,Jumaine Jones georgia,1.36,0.81,,6.51,4.73,,2.83,21.86,1.24,5.35,1.86,11.01,2.95,11.82,5.78,2204,,0,starter
2014-15,14,2.5,12.7,acc,4.8,14.4,1.8,0.572,221,0.466,103,0.371,0.78,26,22,78,724,7.9,3.1,2.5,23.8,justin-anderson-1,283,Guard,1.6,virginia,0.471,0.452,9,0.61,10.7,0.479,23.3,227,4.4,0.241,Justin Anderson,2014,3,Justin Anderson virginia,2.49,0.77,4.86,4.53,3.54,0.94,1.66,17.51,0.94,5.75,2.6,5.8,1.71,6.46,3.09,1228,,0,scrub
2010-11,12.4,2.7,8.2,pac-10,3.4,13,1.6,0.544,297,0.465,138,0.192,0.772,35,35,78,989,4.8,7,2.4,18.9,justin-holiday-1,365,Forward,2.3,washington,0.441,0.359,10,0.566,13.8,0.548,17.7,180,4,0.163,Justin Holiday,2010,4,Justin Holiday washington,3.03,1.13,4.77,2.31,1.78,2.59,2.87,14.84,1.66,5.3,1.9,7.36,2.1,6.71,3.68,1639,,0,role_player
2014-15,13.2,2.9,10,acc,4.6,19.8,2.5,0.551,356,0.486,173,0.438,0.641,39,39,78,1135,5.3,5.4,3.1,22.3,justise-winslow-1,473,Forward,2.8,duke,0.309,0.418,13.1,0.572,14.2,0.516,22.9,225,5.5,0.196,Justise Winslow,2014,1,Justise Winslow duke,2.89,1.2,7.15,5.5,3.52,1.73,3.81,17.34,1.83,3.88,1.62,8.88,2.5,8.67,4.48,2232,,0,starter
1993-94,,,,big-ten,,,,0.558,469,0.557,261,0.322,0.675,30,,81,1020,,,,,juwan-howard-1,,Center,,michigan,0.015,0.143,,0.578,12.6,0.563,,240,,,Juwan Howard,1993,3,Juwan Howard michigan,2.78,0.82,,5.92,4,,3.88,24.51,1.73,0.27,0.04,10.43,3.06,18.12,10.2,3324,1996,1,all_star
2001-02,,,,big-12,,,1.8,0.521,585,0.426,249,0.229,0.769,36,35,78,1149,,,2.9,,kareem-rush-1,,Forward,,missouri,0.468,0.405,,0.549,13.7,0.444,,215,4.7,0.164,Kareem Rush,2001,3,Kareem Rush missouri,3.1,0.77,4.87,4.66,3.59,1.67,2.65,24.79,1.36,9.54,3.86,6.54,3.59,10.83,4.8,1244,,0,scrub
2014-15,11.6,11.5,14.3,sec,7.6,22.3,2.9,0.57,256,0.566,145,0.523,0.813,39,39,83,822,6.6,14.2,3.5,31.4,karl-anthony-towns-1,391,Forward,1.4,kentucky,0.031,0.25,18.5,0.627,14.2,0.577,23.7,250,6.4,0.311,Karl-Anthony Towns,2014,1,Karl-Anthony Towns kentucky,2.14,4.28,8.22,6.52,5.3,4.48,5.6,19.51,0.88,0.39,0.1,12.7,2.58,12.07,6.96,3030,2018,1,all_star
2010-11,16,1.9,9.2,mwc,3.9,26.2,3.2,0.471,475,0.444,211,0.305,0.759,36,36,79,1172,5.3,11.4,3.6,26.5,kawhi-leonard-1,567,Forward,2.7,san-diego-state,0.181,0.291,19,0.512,12.3,0.478,27.6,225,6.8,0.231,Kawhi Leonard,2010,2,Kawhi Leonard san-diego-state,3.11,0.72,9.18,4.95,3.75,3.79,3.04,19.01,1.74,2.94,0.85,12.97,2.59,13.28,6.35,2033,,0,role_player
1989-90,8.7,2.3,,sec,,,,0.532,268,0.437,117,0.347,0.656,35,0,79,978,,,,,keith-askins-1,,Forward,,alabama,0.522,0.364,10.5,0.554,15,0.516,18.7,197,,,Keith Askins,1989,4,Keith Askins alabama,1.88,0.94,,3.8,2.49,,3.56,14.15,1.23,5.73,2.09,7.36,2.25,5.24,2.7,935,,0,scrub
2002-03,,,,sec,,,1.9,0.551,425,0.456,194,0.306,0.738,36,35,77,1068,,,3.2,,keith-bogans-1,,Guard,,kentucky,0.492,0.383,,0.579,13.8,0.528,,215,5,0.188,Keith Bogans,2002,4,Keith Bogans kentucky,3.67,0.15,3.63,4.87,3.6,1.54,2.25,21.12,1.57,7.83,3,5.17,2.92,8.09,4.27,1912,,0,role_player
2001-02,19.3,0.1,,mac,,,1.1,0.541,496,0.452,224,0.544,0.807,33,33,74,1109,,,5,,keith-mcleod-1,,Guard,,bowling-green-state,0.435,0.412,8,0.605,14,0.482,34.5,188,6,0.217,Keith McLeod,2001,4,Keith McLeod bowling-green-state,3.25,0.07,4.04,9.74,7.86,0.9,3.21,27.23,2.34,7.79,3.21,4.94,3.68,10.1,4.87,1382,,0,role_player
1991-92,,,,independent,,,,0.396,139,0.396,55,0.317,0.545,31,,83,774,,,,,keith-tower-1,,Center,,notre-dame,0.014,0,,0.419,29.2,0.401,,250,,,Keith Tower,1991,4,Keith Tower notre-dame,2.27,1.24,,2.27,1.24,,6.1,6.93,0.78,0.1,0,8.53,3.41,7.08,2.84,305,,0,scrub
2004-05,10.9,0.9,,sec,,,2.1,0.551,375,0.488,183,0.315,0.729,34,34,77,991,,,2.9,,kelenna-azubuike-1,,Guard,,kentucky,0.352,0.356,9.4,0.579,11.5,0.56,24.7,220,4.9,0.199,Kelenna Azubuike,2004,3,Kelenna Azubuike kentucky,2.06,0.48,4.12,4.76,3.47,2.34,2.42,20.14,1.49,5.33,1.9,6.46,2.26,9.81,5.49,2375,,0,starter
2012-13,15.1,5.1,13.9,wcc,3.6,22.6,1.9,0.642,342,0.629,215,0.497,0.776,32,27,85,845,10.4,11.8,4.7,36.2,kelly-olynyk-1,516,Forward,1.6,gonzaga,0.088,0.3,17.4,0.675,15.4,0.66,30.7,238,6.7,0.315,Kelly Olynyk,2012,3,Kelly Olynyk gonzaga,2.6,1.7,7.48,8.05,6.25,3.64,3.41,27.03,1.04,1.42,0.43,11.12,3.64,14.77,9.75,1538,,0,role_player
2014-15,8.1,1.8,8.8,big-12,4.1,19.2,1.7,0.512,248,0.444,110,0.444,0.718,36,27,79,756,4.7,6.4,1.7,21.1,kelly-oubre-1,303,Guard,3.3,kansas,0.383,0.358,13.2,0.555,12.5,0.497,23.1,200,3.4,0.18,Kelly Oubre Jr.,2014,1,Kelly Oubre Jr. kansas,1.48,0.69,7.3,5.82,4.18,2.17,3.76,17.62,2.17,5.03,1.8,9.47,2.28,8.1,4.02,2231,,0,starter
1996-97,,,,big-12,,,4.4,0.408,314,0.408,128,0.36,0.54,28,32,83,801,,,-0.7,,kelvin-cato-1,,Center,,iowa-state,0.003,0,,0.431,11.5,0.409,,255,3.7,0.185,Kelvin Cato,1996,3,Kelvin Cato iowa-state,0.75,5.89,,5.64,3.05,,4.04,15.83,1.3,0.05,0,11.74,2.4,15.63,6.39,1581,,0,role_player
2010-11,28,0.5,13.1,big-east,3.9,11.5,2.4,0.478,739,0.428,316,0.426,0.819,41,41,73,1543,9.2,3.9,7.3,29.9,kemba-walker-1,930,Guard,3.1,connecticut,0.307,0.33,7.9,0.543,9.5,0.471,32.4,172,9.7,0.251,Kemba Walker,2010,3,Kemba Walker connecticut,4.77,0.18,4.41,8.17,6.69,1.37,1.45,25.02,2,5.88,1.94,5.78,2.41,13.27,6.25,2859,,0,starter
1989-90,,,,big-ten,,,,0.527,422,0.5,211,0.415,0.777,29,29,77,1000,,,,,kendall-gill-1,,Guard,,illinois,0.156,0.348,,0.575,12.5,0.528,,195,,,Kendall Gill,1989,4,Kendall Gill illinois,3.84,0.64,,7,5.44,,2.64,23.24,2.52,2.64,0.92,5.72,2.88,14.24,7.52,2906,,0,starter
2011-12,45.1,0.5,6.6,acc,2.8,7.9,1.8,0.529,225,0.467,105,0.351,0.696,36,35,76,1189,3.8,0.5,2.6,17.2,kendall-marshall-1,420,Guard,2,north-carolina,0.351,0.354,4.2,0.558,27.8,0.527,13.9,195,4.4,0.147,Kendall Marshall,2011,2,Kendall Marshall north-carolina,11.81,0.2,2.96,2.66,1.85,0.2,1.88,9.86,1.45,2.66,0.94,3.16,3.4,4.91,2.59,1564,,0,role_player
2010-11,7.4,8.8,8.5,ovc,2.3,31.4,3.6,0.623,374,0.623,233,0.644,0.577,35,34,80,1216,6.2,20,4.7,34.7,kenneth-faried-1,588,Forward,3.4,morehead-state,0,,25.6,0.619,15.8,0.623,24.5,228,8.3,0.272,Kenneth Faried,2010,4,Kenneth Faried morehead-state,1.22,2.7,10.13,7.93,4.57,6.58,3.55,19.9,2.2,0,0,16.71,3.03,12.3,7.66,2248,,0,starter
1990-91,,,,acc,,,,0.488,636,0.437,278,0.294,0.829,30,29,73,1167,,,,,kenny-anderson-1,,Guard,,georgia-tech,0.291,0.351,,0.535,13.5,0.472,,168,,,Kenny Anderson,1990,2,Kenny Anderson georgia-tech,5.79,0.07,,6.41,5.31,,2.37,26.6,3.05,6.34,2.23,5.86,3.87,15.46,7.3,3135,1994,1,all_star
1988-89,,,,big-ten,,,,0.616,361,0.604,218,0.554,0.755,36,34,78,1105,,,,,kenny-battle-1,,Forward,,illinois,0.047,0.529,,0.654,12.1,0.608,,210,,,Kenny Battle,1988,4,Kenny Battle illinois,2.32,0.47,,7.24,5.47,,2.64,21.57,3.22,0.62,0.33,6.3,2.28,12.45,7.57,945,,0,scrub
1998-99,,,,wac,,,2.7,0.591,297,0.545,162,0.519,0.734,26,,79,903,,,3.5,,kenny-thomas-1,,Forward,,new-mexico,0.246,0.37,,0.627,15.5,0.603,,261,6.1,0.272,Kenny Thomas,1998,4,Kenny Thomas new-mexico,2.26,2.75,,6.82,5.01,,2.92,20.55,1.82,3.23,1.2,11.47,3.01,9.92,5.98,2484,,0,starter
2000-01,,,,wcc,,,0,,0,,0,,0.25,3,0,12,,,,0,,kenny-williams-1,,Guard,,gonzaga,,,,0.263,51.3,,,170,0,,Kenny Williams,2000,2,Kenny Williams gonzaga,,,,,,,,,,,,,,,,982,,0,scrub
2011-12,23.9,1.3,6.4,colonial,3.1,17.2,2.5,0.463,457,0.407,186,0.398,0.632,35,32,77,1103,3.3,6.1,1.8,21.1,kent-bazemore-1,519,Guard,4.1,old-dominion,0.348,0.321,11.1,0.495,17.1,0.453,29.7,195,4.2,0.154,Kent Bazemore,2011,4,Kent Bazemore old-dominion,3.88,0.44,5.37,6.6,4.17,2.36,3.48,19.51,2.68,5.77,1.85,7.72,4.06,10.81,4.9,2083,,0,role_player
2012-13,16.8,1.9,12.5,sec,4.1,21.3,2.4,0.53,430,0.433,186,0.393,0.799,32,30,77,1086,8.4,4.3,3.9,27.7,kentavious-caldwell-pope-1,521,Guard,3.8,georgia,0.523,0.373,12.9,0.579,11.1,0.498,29.2,205,6.2,0.23,Kentavious Caldwell-Pope,2012,2,Kentavious Caldwell-Pope georgia,2.14,0.63,6.96,6.22,4.97,1.36,2.58,21.77,2.39,8.29,3.09,8.32,2.36,7.55,3.76,2789,,0,starter
1999-00,,,,cusa,,,5.1,0.571,389,0.568,221,0.53,0.684,31,,81,909,,,3.9,,kenyon-martin-1,,Center,,cincinnati,0.018,0.286,,0.601,10.3,0.573,,234,9,0.398,Kenyon Martin,1999,4,Kenyon Martin cincinnati,1.85,4.71,,9.06,6.2,,3.12,25.74,1.89,0.31,0.09,13.2,2.46,16.81,9.64,2628,2004,1,all_star
1997-98,,,,wac,,,1,0.567,104,0.548,57,0.433,0.667,10,,83,,,,1,,keon-clark-1,,Center,,nevada-las-vegas,0.077,0.5,,0.59,,0.552,,220,2,,Keon Clark,1997,2,Keon Clark nevada-las-vegas,,,,,,,,,,,,,,,,2185,,0,role_player
1995-96,,,,big-east,,,2.4,0.537,475,0.455,216,0.305,0.71,30,29,77,1059,,,3.2,,kerry-kittles-1,,Guard,,villanova,0.406,0.404,,0.564,9.2,0.489,,179,5.6,0.21,Kerry Kittles,1995,4,Kerry Kittles villanova,3.97,0.42,,5.48,3.89,,1.7,23.15,2.72,7.29,2.95,8.05,2.08,10.65,5.21,3012,,0,starter
2006-07,8.6,3.5,,big-12,,,4.1,0.536,647,0.473,306,0.396,0.816,35,35,81,1255,,,4.7,,kevin-durant-1,,Forward,,texas,0.314,0.404,16.5,0.587,11.4,0.505,33.2,215,8.8,0.28,Kevin Durant,2006,1,Kevin Durant texas,1.47,2.14,9.05,8.16,6.66,3.38,2.26,28.78,2.1,6.47,2.61,12.43,3.16,14.15,7.14,3239,2010,1,all_star
2007-08,14.1,3.6,,pac-10,,,5.7,0.595,406,0.559,227,0.635,0.767,39,38,82,1156,,,5.6,,kevin-love-1,,Center,,ucla,0.202,0.354,22.1,0.644,12.9,0.611,27,260,11.3,0.391,Kevin Love,2007,1,Kevin Love ucla,2.6,1.94,9.45,8.93,6.85,4.91,2.53,23.56,0.93,2.84,1,14.36,2.7,11.21,6.85,2611,2011,1,all_star
2003-04,,,,southern,,,1.1,0.532,439,0.474,208,0.574,0.817,27,27,79,843,,,4.2,,kevin-martin-1,,Guard,,western-carolina,0.346,0.336,,0.602,13.1,0.547,,185,5.4,0.254,Kevin Martin,2003,3,Kevin Martin western-carolina,2.23,0.38,4.98,11.96,9.77,1.19,2.47,31.93,2.37,7.21,2.42,6.17,3.99,13.62,7.45,2818,,0,starter
1994-95,,,,big-east,,,,0.534,222,0.505,112,0.486,0.806,33,33,76,1025,,,,,kevin-ollie-1,,Guard,,connecticut,0.189,0.31,,0.593,23.5,0.55,,195,,,Kevin Ollie,1994,4,Kevin Ollie connecticut,8.27,0.08,,4.21,3.4,,1.56,12.64,1.72,1.64,0.51,3.2,3.28,7.02,3.86,925,,0,scrub
1989-90,,,,big-8,,,,0.593,337,0.525,177,0.386,0.815,35,35,75,976,,,,,kevin-pritchard-1,,Guard,,kansas,0.32,0.426,,0.634,18.6,0.572,,180,,,Kevin Pritchard,1989,4,Kevin Pritchard kansas,7.25,0.37,,5.33,4.34,,3.44,20.74,2.42,4.43,1.89,3.65,3.73,9.39,5.37,773,,0,scrub
2014-15,9.1,3.3,7,pac-12,2.3,21,2,0.505,321,0.47,151,0.458,0.626,36,36,81,1113,4.7,12.2,2.8,21.9,kevon-looney-1,428,Forward,2.5,ucla,0.165,0.415,16.6,0.532,10.3,0.481,19.7,220,4.8,0.172,Kevon Looney,2014,1,Kevon Looney ucla,1.83,1.15,7.51,5.28,3.31,4.38,3.74,14.95,1.65,1.9,0.79,11.9,1.62,9.63,4.64,1481,,0,role_player
1999-00,,,,big-12,,,1.6,0.468,373,0.389,145,0.448,0.743,31,,75,983,,,1.7,,keyon-dooling-1,,Guard,,missouri,0.456,0.347,,0.523,14.9,0.424,,196,3.3,0.135,Keyon Dooling,1999,2,Keyon Dooling missouri,4.6,0.69,,6.8,5.05,,2.28,19.25,1.79,6.92,2.4,3.42,3.21,8.26,3.5,1237,,0,scrub
1993-94,,,,pac-10,,,,0.557,572,0.483,276,0.462,0.799,35,35,75,1113,,,,,khalid-reeves-1,,Guard,,arizona,0.392,0.379,,0.608,10.9,0.549,,199,,,Khalid Reeves,1993,4,Khalid Reeves arizona,3.7,0.14,,9.49,7.58,,3.16,30.48,2.3,8.05,3.05,5.39,3.05,12.51,6.86,1950,,0,role_player
2011-12,20,1,6.2,big-12,1.9,17.1,0.9,0.455,246,0.415,102,0.211,0.75,20,17,79,575,4.3,5.4,0.7,18.9,khris-middleton-1,251,Forward,2.1,texas-am,0.313,0.26,11,0.486,13.7,0.485,29.7,217,1.6,0.114,Khris Middleton,2011,3,Khris Middleton texas-am,3.13,0.35,5.08,3.62,2.71,1.81,2.57,18.3,1.32,5.36,1.39,6.89,2.99,11.76,5.7,2852,,0,starter
2002-03,,,,big-12,,,2.8,0.567,488,0.475,232,0.256,0.704,37,37,75,1241,,,3.5,,kirk-hinrich-1,,Guard,,kansas,0.449,0.406,,0.586,13.2,0.532,,190,6.3,0.204,Kirk Hinrich,2002,4,Kirk Hinrich kansas,4.19,0.52,3.26,4.03,2.84,1.22,2.51,20.66,2.22,7.06,2.87,4.48,2.68,8.67,4.61,2955,,0,starter
2003-04,,,,wac,,,2.7,0.487,485,0.431,209,0.468,0.731,34,33,78,1079,,,2.5,,kirk-snyder-1,,Guard,,nevada,0.32,0.348,,0.538,16.7,0.47,,225,5.2,0.193,Kirk Snyder,2003,3,Kirk Snyder nevada,4.34,0.82,4.82,8.42,6.15,2.41,2.67,23.65,1.3,5.75,2,7.23,4.41,12.23,5.75,1310,,0,role_player
2010-11,25,3.1,9.8,pac-10,3,14,2.2,0.525,551,0.436,240,0.336,0.838,34,33,78,1179,6.8,2.6,3.7,26.1,klay-thompson-1,694,Guard,2.8,washington-state,0.446,0.398,8.6,0.574,15.3,0.466,32.8,200,5.8,0.198,Klay Thompson,2010,3,Klay Thompson washington-state,4.31,1.09,5.19,6.28,5.26,0.85,3.36,24.87,1.9,8.35,3.32,6.04,3.9,10.35,4.82,2936,2015,1,all_star
2007-08,,,,big-ten,,,2.9,0.533,437,0.508,222,0.229,0.68,37,35,85,1003,,,2.3,,kosta-koufos-1,,Forward,,ohio-state,0.144,0.349,,0.551,10.2,0.535,,265,5.3,0.211,Kosta Koufos,2007,1,Kosta Koufos ohio-state,0.76,2.67,5.94,3.99,2.71,3.91,3.23,21.3,0.64,2.51,0.88,9.85,2.19,14.92,7.98,792,,0,scrub
2003-04,5.1,2.4,,big-ten,,,1.7,0.461,498,0.444,221,0.46,0.742,29,28,81,990,,,1.8,,kris-humphries-1,,Forward,,minnesota,0.1,0.34,17.2,0.518,11.9,0.455,34.6,235,3.5,0.14,Kris Humphries,2003,1,Kris Humphries minnesota,0.81,1.33,8.2,9.25,6.87,3.68,2.63,25.41,1.09,2.02,0.69,11.88,3.31,18.1,8.24,925,,0,scrub
1994-95,,,,swc,,,,0.55,526,0.548,288,0.538,0.714,27,,81,872,,,,,kurt-thomas-1,,Center,,texas-christian,0.023,0.25,,0.591,10.4,0.554,,230,,,Kurt Thomas,1994,4,Kurt Thomas texas-christian,1.47,3.03,,12.98,9.27,,4.86,35.83,2.34,0.55,0.14,18.03,3.53,23.58,13.07,1655,,0,role_player
1994-95,,,,swc,,,,0.5,62,0.5,31,0.613,0.132,24,,80,,,,,,kwame-brown-1,,Center,,southern-methodist,0.016,0,,0.418,,0.508,,,,,Kwame Brown,1994,2,Kwame Brown southern-methodist,,,,,,,,,,,,,,,,2239,,0,starter
2013-14,34.3,2.7,10.9,pac-12,4.5,25.5,2.6,0.517,377,0.48,181,0.493,0.737,36,36,81,1196,6.3,4.5,3.1,24.7,kyle-anderson-3,603,Guard,3.1,ucla,0.154,0.483,15.4,0.566,19.1,0.48,24.1,230,5.6,0.189,Kyle Anderson,2013,2,Kyle Anderson ucla,7.79,0.9,9.03,6.22,4.58,1.51,2.01,17.63,2.14,1.94,0.94,10.54,3.68,10.67,5.12,1978,,0,role_player
2002-03,17.7,1.5,,mvc,,,2.6,0.633,391,0.468,183,0.307,0.908,34,34,79,1082,,,5.2,,kyle-korver-1,,Forward,,creighton,0.688,0.48,12.1,0.674,13.2,0.443,23.8,210,7.8,0.289,Kyle Korver,2002,4,Kyle Korver creighton,3.84,0.85,6.32,4.44,4.03,1.7,3.29,22.33,1.85,9.94,4.77,8.02,2.51,4.51,2,2667,,0,starter
2005-06,25.9,0.6,,big-east,,,3.1,0.482,251,0.466,117,0.614,0.786,33,31,73,967,,,1.9,,kyle-lowry-1,,Guard,,villanova,0.072,0.444,8.3,0.56,17.8,0.468,20.4,175,4.9,0.204,Kyle Lowry,2005,2,Kyle Lowry villanova,5.05,0.33,3.43,6.37,5.01,2.48,3.89,15.02,3.19,0.74,0.33,5.92,2.9,9.64,4.51,2089,,0,role_player
2010-11,8.8,0.8,6.4,acc,1.8,13.3,2.5,0.491,509,0.43,219,0.305,0.806,37,37,80,1286,4.6,8,3.7,20,kyle-singler-1,598,Forward,1.5,duke,0.379,0.321,10.8,0.536,10.7,0.497,24.7,230,6.1,0.191,Kyle Singler,2010,4,Kyle Singler duke,1.87,0.37,5.13,4.82,3.89,2.74,3.05,19.44,1.06,6,1.93,7.87,2.18,9.83,4.88,2337,,0,starter
2010-11,29.8,1.8,14.8,acc,5,10.6,0.6,0.615,104,0.529,55,0.683,0.901,11,8,74,303,9.8,2.3,1.8,32.5,kyrie-irving-1,189,Guard,3,duke,0.375,0.462,6.7,0.697,16.4,0.569,26.4,180,2.4,0.32,Kyrie Irving,2010,1,Kyrie Irving duke,6.2,0.79,4.09,9.37,8.45,0.79,3.04,25.35,2.11,5.15,2.38,4.88,3.56,8.58,4.88,2730,2013,1,all_star
1998-99,,,,atlantic-10,,,2.9,0.521,421,0.482,203,0.432,0.687,32,,82,1116,,,2.9,,lamar-odom-1,,Forward,,rhode-island,0.238,0.33,,0.556,17.8,0.53,,220,5.8,0.206,Lamar Odom,1998,1,Lamar Odom rhode-island,4.37,1.76,,6.52,4.48,,3.3,20.22,0.97,3.58,1.18,10.82,3.94,11.51,6.09,2836,,0,starter
2005-06,3.3,4.1,,big-12,,,5.3,0.569,385,0.569,219,0.47,0.646,37,37,83,1247,,,3.4,,lamarcus-aldridge-1,,Forward,,texas,0,,15.5,0.589,11.1,0.569,21.1,240,8.7,0.278,LaMarcus Aldridge,2005,2,LaMarcus Aldridge texas,0.64,2.34,6.54,5.81,3.75,4.33,2.95,17.8,1.6,0,0,10.87,1.89,12.35,7.02,3004,,0,starter
1993-94,,,,pac-10,,,,0.518,550,0.476,262,0.378,0.764,30,,79,1047,,,,,lamond-murray-1,,Forward,,california,0.253,0.331,,0.562,11.5,0.526,,236,,,Lamond Murray,1993,3,Lamond Murray california,2.41,1.18,,7.95,6.07,,2.71,27.85,1.68,5.31,1.76,9.02,3.21,15.7,8.25,2579,,0,starter
2009-10,19.1,0.7,,big-east,,14,1.3,0.462,368,0.44,162,0.323,0.664,34,32,77,960,,7.3,1.4,,lance-stephenson-1,413,Forward,1.9,cincinnati,0.198,0.219,10.6,0.493,16,0.495,26.2,210,2.8,0.116,Lance Stephenson,2009,1,Lance Stephenson cincinnati,3.5,0.25,4.96,4.96,3.29,2.62,2.75,17.46,1.29,3.04,0.67,7.58,3.38,12.29,6.08,2752,,0,starter
