col_lkup,height,position,steals,blocks,minutes_played,personal_fouls,assists,free_throw_attempts,free_throws,offensive_rebounds,defensive_rebounds,points,total_rebounds,turnovers,two_point_attempts,two_pointers,three_point_attempts,three_pointers,yrs_played,steals_per_40,blocks_per_40,personal_fouls_per_40,assists_per_40,free_throw_attempts_per_40,free_throws_per_40,offensive_rebounds_per_40,defensive_rebounds_per_40,points_per_40,total_rebounds_per_40,turnovers_per_40,two_point_attempts_per_40,two_pointers_per_40,three_point_attempts_per_40,three_pointers_per_40,free_throw_percentage,three_point_percentage,two_point_percentage,max_season,nba_value_over_replacement_player,nba_steals,nba_blocks,nba_minutes_played,nba_assists,nba_turnovers,nba_attempted_three_point_field_goals,nba_attempted_free_throws,nba_steals_per_40,nba_blocks_per_40,nba_assists_per_40,nba_turnovers_per_40,nba_attempted_three_point_field_goals_per_40,nba_attempted_free_throws_per_40,nba_three_point_percentage,nba_free_throw_percentage,nba_assist_percentage,nba_block_percentage,nba_steal_percentage,nba_usage_percentage,nba_total_rebound_percentage,nba_true_shooting_percentage,nba_turnover_percentage
Ronnie Price ,74,Guard,139,14,3557,127,317,453,357,38,137,2032,402,172,882,425,798,275,4,1.56,0.16,1.43,3.56,5.09,4.01,0.43,1.54,22.85,4.52,1.93,9.92,4.78,8.97,3.09,0.788163355,0.344736842,0.481730159,2004,-0.1,105,12,2039,245,134,228,150,2.06,0.24,4.81,2.63,4.47,2.94,0.315789474,0.726666667,17.97680235,0.434379598,2.629475233,18.43418342,5.881020108,0.486996077,16.21883276
Ronny Turiaf gonzaga,82,Forward,61,179,3239,362,130,899,643,264,595,1723,859,261,1020,534,18,4,4,0.75,2.21,4.47,1.61,11.1,7.94,3.26,7.35,21.28,10.61,3.22,12.6,6.59,0.22,0.05,0.715084538,0.222388889,0.523381373,2004,2.8,82,364,4402,365,201,5,471,0.75,3.31,3.32,1.83,0.05,4.28,0,0.72611465,12.08318946,5.943889141,0.950613358,14.69029986,12.23743753,0.558238301,13.75438437
Roy Hibbert georgetown,86,Center,55,259,3169,336,176,481,327,310,498,1476,808,206,947,570,3,3,4,0.69,3.27,4.24,2.22,6.07,4.13,3.91,6.29,18.63,10.2,2.6,11.95,7.19,0.04,0.04,0.679935551,1,0.601947202,2007,2.5,115,477,7225,481,513,11,885,0.64,2.64,2.66,2.84,0.06,4.9,0.272727273,0.725423729,11.53537716,4.900512111,0.795515571,22.49353633,14.49028374,0.524447889,14.0169827
Ruben Patterson cincinnati,77,Forward,57,21,1579,62,85,272,164,0,0,739,293,69,424,244,106,29,2,1.44,0.53,1.57,2.15,6.89,4.15,0,0,18.72,7.42,1.75,10.74,6.18,2.69,0.73,0.603058824,0.273783019,0.575235849,1997,5.9,281,125,6065,396,425,105,987,1.85,0.82,2.61,2.8,0.69,6.51,0.228571429,0.690982776,11.01084913,1.493899423,2.419076669,21.79183842,10.71025556,0.564587304,14.48435284
Rudy Gay connecticut,81,Forward,83,111,1908,146,116,244,176,121,257,870,378,143,544,263,148,56,2,1.74,2.33,3.06,2.43,5.12,3.69,2.54,5.39,18.24,7.92,3,11.4,5.51,3.1,1.17,0.72157377,0.378405405,0.483382353,2005,4.7,398,276,11223,546,702,974,1269,1.42,0.98,1.95,2.5,3.47,4.52,0.345995893,0.760441292,8.47460572,1.858023701,1.836282634,23.75687428,9.190207609,0.528982981,11.88290119
Rumeal Robinson michigan,74,Guard,150,29,2988,289,575,497,331,0,0,1446,317,331,768,430,207,85,3,2.01,0.39,3.87,7.7,6.65,4.43,0,0,19.36,4.24,4.43,10.28,5.76,2.77,1.14,0.6662334,0.410531401,0.559808594,1989,0.8,251,47,4875,964,465,191,579,2.06,0.39,7.91,3.82,1.57,4.75,0.335357766,0.599896373,29.28007221,0.615154051,2.526290051,22.84490913,5.309009231,0.478305116,17.35980636
Russell Westbrook ucla,75,Guard,77,8,1643,128,191,181,124,69,112,619,181,121,397,195,99,35,2,1.87,0.19,3.12,4.65,4.41,3.02,1.68,2.73,15.07,4.41,2.95,9.67,4.75,2.41,0.85,0.684740331,0.353777778,0.491355164,2007,10.4,485,101,10659,2119,1097,532,1894,1.82,0.38,7.95,4.12,2,7.11,0.289473684,0.817845829,34.99226006,0.704400038,2.348053288,28.83172906,8.018331926,0.513331363,16.13848391
Rusty LaRue wake-forest,74,Guard,66,5,2015,127,103,74,64,0,0,667,206,91,154,75,348,151,4,1.31,0.1,2.52,2.04,1.47,1.27,0,0,13.24,4.09,1.81,3.06,1.49,6.91,3,0.864945946,0.433672414,0.487350649,1995,-0.7,60,11,1543,150,90,169,67,1.56,0.29,3.89,2.33,4.38,1.74,0.313609468,0.850746269,17.38165911,0.538950097,2.134478289,18.23901491,4.707258587,0.459544394,14.51756319
Ryan Anderson california,81,Forward,34,36,2178,162,63,328,276,179,418,1236,597,121,558,297,308,122,2,0.62,0.66,2.98,1.16,6.02,5.07,3.29,7.68,22.7,10.96,2.22,10.25,5.45,5.66,2.24,0.84107622,0.396181818,0.532195341,2007,6.7,149,98,5611,195,225,1163,486,1.06,0.7,1.39,1.6,8.29,3.46,0.384350817,0.851851852,6.007859562,1.342167172,1.417394404,20.90857245,13.88543932,0.573744074,8.948618785
Ryan Bowen iowa,79,Forward,209,124,2884,184,115,413,283,0,0,1090,804,121,642,379,48,18,4,2.9,1.72,2.55,1.6,5.73,3.93,0,0,15.12,11.15,1.68,8.9,5.26,0.67,0.25,0.684992736,0.375229167,0.590383178,1997,2.1,216,95,3967,156,122,39,230,2.18,0.96,1.57,1.23,0.39,2.32,0.205128205,0.7,6.295563398,1.775724729,2.869725233,11.06286867,9.705344089,0.524983867,12.29480716
Ryan Gomes providence,79,Forward,181,50,4077,244,270,620,489,387,641,2138,1028,267,1280,703,230,81,4,1.78,0.49,2.39,2.65,6.08,4.8,3.8,6.29,20.98,10.09,2.62,12.56,6.9,2.26,0.79,0.788633871,0.352308696,0.549328906,2004,1.9,211,50,8699,457,384,515,792,0.97,0.23,2.1,1.77,2.37,3.64,0.357281554,0.804292929,8.782043913,0.416300724,1.275675365,18.9394758,10.69238993,0.53280561,10.58164157
Ryan Hollins ucla,85,Center,25,101,2282,274,40,323,191,178,277,642,455,156,390,224,1,1,4,0.44,1.77,4.8,0.7,5.66,3.35,3.12,4.86,11.25,7.98,2.73,6.84,3.93,0.02,0.02,0.591458204,1,0.574258974,2005,-1.3,40,107,2384,73,160,1,352,0.67,1.8,1.22,2.68,0.02,5.91,0,0.652169421,4.699736577,3.417337248,0.87554698,15.72806879,10.63772819,0.586026862,18.77907047
Ryan Kelly duke,83,Forward,73,133,2437,237,117,272,219,141,324,949,465,104,413,212,269,102,4,1.2,2.18,3.89,1.92,4.46,3.59,2.31,5.32,15.58,7.63,1.71,6.78,3.48,4.42,1.67,0.805172794,0.379249071,0.513576271,2012,-0.4,79,84,3125,215,106,323,290,1.01,1.08,2.75,1.36,4.13,3.71,0.315789474,0.796551724,10.189792,2.073856,1.2512,15.373696,8.693536,0.4972368,9.681312
Sam Cassell florida-state,75,Guard,153,18,2344,217,289,304,223,0,0,1211,293,190,625,332,295,108,2,2.61,0.31,3.7,4.93,5.19,3.81,0,0,20.67,5,3.24,10.67,5.67,5.03,1.84,0.733309211,0.366433898,0.530904,1992,4.4,283,44,6400,1180,586,720,897,1.77,0.28,7.38,3.66,4.5,5.61,0.334615327,0.833766688,29.62867469,0.494413438,2.25461,23.62038188,6.279695625,0.544138991,17.35456344
Sam Dekker wisconsin,81,Forward,73,54,3153,137,148,321,223,185,384,1363,569,114,604,357,408,142,3,0.93,0.69,1.74,1.88,4.07,2.83,2.35,4.87,17.29,7.22,1.45,7.66,4.53,5.18,1.8,0.694629283,0.348242647,0.590951987,2014,0.4,101,37,3096,160,98,309,170,1.3,0.48,2.07,1.27,3.99,2.2,0.288032291,0.605393464,7.40870801,1.007758398,1.575784238,15.38407106,10.70198191,0.536353165,8.757859173
Sam Mack houston,79,Guard,57,25,1581,170,93,297,223,0,0,884,358,125,501,251,141,53,2,1.44,0.63,4.3,2.35,7.51,5.64,0,0,22.37,9.06,3.16,12.68,6.35,3.57,1.34,0.75120202,0.376340426,0.501205589,1991,0.1,106,31,3453,253,161,568,223,1.23,0.36,2.93,1.87,6.58,2.58,0.376760563,0.811659193,11.71679699,0.604401969,1.587141616,19.24364321,6.396785404,0.524203591,10.80217202
Sam Young pittsburgh,78,Forward,119,109,3642,238,138,487,337,258,454,1884,712,267,1115,601,323,115,4,1.31,1.2,2.61,1.52,5.35,3.7,2.83,4.99,20.69,7.82,2.93,12.25,6.6,3.55,1.26,0.691648871,0.356021672,0.538903139,2008,-2.78E-17,134,57,3966,180,204,175,360,1.35,0.57,1.82,2.06,1.77,3.63,0.273285714,0.744121693,7.035602622,1.151361573,1.784165406,18.33744327,8.415355522,0.501306102,12.57370146
Samaki Walker louisville,81,Center,34,121,1475,113,60,278,158,0,0,714,367,94,479,275,7,2,2,0.92,3.28,3.06,1.63,7.54,4.28,0,0,19.36,9.95,2.55,12.99,7.46,0.19,0.05,0.56857554,0.285428571,0.574073069,1995,-1.4,64,113,3177,85,201,3,395,0.81,1.42,1.07,2.53,0.04,4.97,0,0.607594937,4.567736859,2.551054454,1.078690589,19.90937992,15.38684293,0.496265659,14.62341832
Samuel Dalembert seton-hall,83,Center,22,167,1265,187,19,128,69,50,116,419,345,117,326,175,0,0,2,0.7,5.28,5.91,0.6,4.05,2.18,1.58,3.67,13.25,10.91,3.7,10.31,5.53,0,0,0.539375,,0.536662577,2000,1.2,130,483,5920,86,321,2,472,0.88,3.26,0.58,2.17,0.01,3.19,0,0.637711864,2.423851351,6.341587838,1.151486486,14.80864865,17.39690878,0.555892736,16.60329392
Scot Pollard kansas,83,Center,103,218,2754,339,59,535,358,0,0,1209,850,193,773,424,1,1,4,1.5,3.17,4.92,0.86,7.77,5.2,0,0,17.56,12.35,2.8,11.23,6.16,0.01,0.01,0.669046729,1,0.548477361,1996,1.6,119,184,3570,103,133,2,376,1.33,2.06,1.15,1.49,0.02,4.21,0,0.736702128,4.218823529,3.428851541,1.678235294,13.46218487,15.37148459,0.555765546,11.98605042
Scott Burrell connecticut,79,Guard,310,129,3821,381,293,478,306,0,0,1562,750,281,805,376,471,168,4,3.25,1.35,3.99,3.07,5,3.2,0,0,16.35,7.85,2.94,8.43,3.94,4.93,1.76,0.640435146,0.356868365,0.467231056,1992,2.5,167,88,4413,344,226,455,346,1.51,0.8,3.12,2.05,4.12,3.14,0.386674204,0.702319157,11.90355269,1.404748697,1.984409699,17.27205733,10.07877725,0.532921045,13.37931067
Scott Padgett kentucky,81,Forward,147,68,2747,185,238,332,252,0,0,1252,651,126,526,272,418,152,4,2.14,0.99,2.69,3.47,4.83,3.67,0,0,18.23,9.48,1.83,7.66,3.96,6.09,2.21,0.759096386,0.363732057,0.51723384,1998,0.8,104,48,3175,198,171,299,256,1.31,0.6,2.49,2.15,3.77,3.23,0.37458194,0.7421875,10.45105512,1.175275591,1.772787402,18.46812598,13.03190551,0.513424567,13.33190551
Scott Williams north-carolina,69,Guard,1,0,1712,0,9,6,1,0,0,5,5,0,4,2,1,0,4,0.02,0,0,0.21,0.14,0.02,0,0,0.12,0.12,0,0.09,0.05,0.02,0,0.627348606,0.222444444,0.55580881,1998,0.2,96,136,3034,173,175,17,326,1.27,1.79,2.28,2.31,0.22,4.3,0.117647059,0.668711656,7.733948583,2.944627554,1.648286091,16.99136454,18.67089651,0.519991101,14.82636783
Scott Williams north-carolina,82,Forward,140,161,3055,443,124,496,314,0,0,1508,861,266,1063,591,17,4,4,1.83,2.11,5.8,1.62,6.49,4.11,0,0,19.74,11.27,3.48,13.92,7.74,0.22,0.05,0.627348606,0.222444444,0.55580881,1998,0.2,96,136,3034,173,175,17,326,1.27,1.79,2.28,2.31,0.22,4.3,0.117647059,0.668711656,7.733948583,2.944627554,1.648286091,16.99136454,18.67089651,0.519991101,14.82636783
Sean Higgins michigan,81,Forward,24,22,1738,159,123,130,102,0,0,902,238,129,478,244,232,104,3,0.55,0.51,3.66,2.83,2.99,2.35,0,0,20.76,5.48,2.97,11,5.62,5.34,2.39,0.784292308,0.448637931,0.510585774,1989,-1.8,47,21,2406,171,189,159,156,0.78,0.35,2.84,3.14,2.64,2.59,0.282232704,0.821573828,10.86717373,0.561439734,0.970131338,21.58905071,7.135652535,0.488893799,15.10002161
Sean Kilpatrick cincinnati,76,Guard,166,23,4315,182,279,536,418,175,427,2145,602,236,786,394,901,313,4,1.54,0.21,1.69,2.59,4.97,3.87,1.62,3.96,19.88,5.58,2.19,7.29,3.65,8.35,2.9,0.779804104,0.347390677,0.501133588,2013,-0.2,73,13,3082,236,206,579,385,0.95,0.17,3.06,2.67,7.51,5,0.33591004,0.865498375,12.46193381,0.362652823,1.125458793,23.8405451,7.474699546,0.542133757,12.1122414
Sean Marks california,82,Forward,48,71,1638,102,47,178,119,0,0,557,378,65,414,204,25,10,4,1.17,1.73,2.49,1.15,4.35,2.91,0,0,13.6,9.23,1.59,10.11,4.98,0.61,0.24,0.668803371,0.39984,0.493033816,1997,-0.5,12,17,582,11,39,2,55,0.82,1.17,0.76,2.68,0.14,3.78,0,0.636363636,3.23814433,2.241752577,1.133161512,18.15498282,11.28865979,0.453680412,17.08659794
Sean May north-carolina,81,Center,100,94,2139,188,113,459,329,267,504,1213,771,184,851,442,11,0,3,1.87,1.76,3.52,2.11,8.58,6.15,4.99,9.42,22.68,14.42,3.44,15.91,8.27,0.21,0,0.716947712,0,0.518981199,2004,0.2,53,47,1868,115,134,13,228,1.13,1.01,2.46,2.87,0.28,4.88,0.230769231,0.745614035,10.90915418,1.920021413,1.48875803,22.83206638,15.22189507,0.505448073,14.30974304
Sean Rooks arizona,82,Center,63,142,2724,297,146,590,392,0,0,1497,584,230,977,545,9,5,4,0.93,2.09,4.36,2.14,8.66,5.76,0,0,21.98,8.58,3.38,14.35,8,0.13,0.07,0.664355932,0.555555556,0.55787001,1991,-0.9,111,238,6864,288,462,15,1182,0.65,1.39,1.68,2.69,0.09,6.89,0.063,0.684402865,6.885554487,2.440719406,0.824341055,18.98353555,12.90427083,0.548051725,15.23293051
Sean Williams boston-college,82,Forward,42,193,1414,183,44,167,101,109,181,377,290,82,239,138,0,0,3,1.19,5.46,5.18,1.24,4.72,2.86,3.08,5.12,10.66,8.2,2.32,6.76,3.9,0,0,0.604898204,,0.577690377,2006,-0.6,47,162,1978,47,120,1,197,0.95,3.28,0.95,2.43,0.02,3.98,0,0.622732656,3.871019717,6.431275025,1.22036906,15.21643832,13.88684934,0.540244408,18.29589232
Seth Curry duke,74,Guard,173,27,4357,249,290,498,412,84,314,2101,398,225,757,357,825,325,4,1.59,0.25,2.29,2.66,4.57,3.78,0.77,2.88,19.29,3.65,2.07,6.95,3.28,7.57,2.98,0.827184739,0.39390303,0.471771466,2012,2,103,10,2742,257,128,435,154,1.5,0.15,3.75,1.87,6.35,2.25,0.431471265,0.844155844,15.46870897,0.32293946,1.896117797,18.91756127,5.020245806,0.598537564,11.34478483
Shabazz Muhammad ucla,78,Guard,23,4,987,53,27,180,128,87,80,572,167,51,350,162,106,40,1,0.93,0.16,2.15,1.09,7.29,5.19,3.53,3.24,23.18,6.77,2.07,14.18,6.57,4.3,1.62,0.711,0.377,0.463,2012,0.1,72,21,4354,137,177,359,617,0.66,0.19,1.26,1.63,3.3,5.67,0.323119777,0.748784441,5.432981167,0.35966927,0.82618282,22.86458429,9.208451998,0.552994488,7.905512173
Shabazz Napier connecticut,73,Guard,251,30,4614,301,646,626,509,101,475,1959,576,350,754,335,693,260,4,2.18,0.26,2.61,5.6,5.43,4.41,0.88,4.12,16.98,4.99,3.03,6.54,2.9,6.01,2.25,0.813060703,0.375222222,0.44420557,2013,0.7,176,21,3659,444,258,532,288,1.92,0.23,4.85,2.82,5.82,3.15,0.362781955,0.802083333,18.14534026,0.435009565,2.416889861,18.66436185,6.129980869,0.521218912,17.41568735
Shammond Williams north-carolina,73,Guard,92,2,2797,121,399,344,292,0,0,1445,332,174,434,227,578,233,4,1.32,0.03,1.73,5.71,4.92,4.18,0,0,20.66,4.75,2.49,6.21,3.25,8.27,3.33,0.848880814,0.403399654,0.522963134,1997,1.2,70,6,2362,352,157,289,190,1.19,0.1,5.96,2.66,4.89,3.22,0.39100346,0.794736842,23.4084674,0.181414056,1.560414903,19.62464014,5.983869602,0.533025826,15.44614733
Shandon Anderson georgia,78,Forward,212,39,3165,294,324,484,307,0,0,1517,587,339,1002,533,165,48,4,2.68,0.49,3.72,4.09,6.12,3.88,0,0,19.17,7.42,4.28,12.66,6.74,2.09,0.61,0.634330579,0.290963636,0.532073852,1995,2.1,228,68,6440,433,424,345,662,1.42,0.42,2.69,2.63,2.14,4.11,0.35942029,0.735649547,11.12357143,0.750248447,1.866583851,18.9536646,8.529596273,0.556942236,15.9076087
Shane Battier duke,80,Forward,266,254,4306,229,239,561,436,94,191,1984,887,136,711,405,592,246,4,2.47,2.36,2.13,2.22,5.21,4.05,0.87,1.77,18.43,8.24,1.26,6.6,3.76,5.5,2.29,0.777048128,0.415665541,0.569416315,2000,9.5,415,304,9943,548,354,855,820,1.67,1.22,2.2,1.42,3.44,3.3,0.378947369,0.753658536,9.081393945,2.197918133,2.216152067,15.61262195,8.480358041,0.551387408,10.24738007
Shane Larkin miami-fl,71,Guard,121,6,2131,111,245,182,147,35,183,760,218,142,316,155,269,101,2,2.27,0.11,2.08,4.6,3.42,2.76,0.66,3.44,14.27,4.09,2.67,5.93,2.91,5.05,1.9,0.807769231,0.375453532,0.490607595,2012,-0.5,243,24,4880,737,301,348,247,1.99,0.2,6.04,2.47,2.85,2.02,0.336206897,0.777327935,22.9095082,0.419959016,2.534733607,15.75364754,5.678135246,0.500070492,17.3535041
Shannon Brown michigan-state,76,Guard,124,11,2712,184,188,290,241,99,230,1183,329,197,608,306,302,110,3,1.83,0.16,2.71,2.77,4.28,3.55,1.46,3.39,17.45,4.85,2.91,8.97,4.51,4.45,1.62,0.831189655,0.36418543,0.503075658,2005,0.4,97,44,2619,173,143,281,203,1.48,0.67,2.64,2.18,4.29,3.1,0.327869969,0.781151781,10.71620962,1.306486063,1.91564643,20.54222871,5.798750286,0.510625376,11.70927988
Shareef Abdur-Rahim california,81,Forward,52,35,972,58,29,249,170,0,0,590,236,87,377,198,21,8,1,2.14,1.44,2.39,1.19,10.25,7,0,0,24.28,9.71,3.58,15.51,8.15,0.86,0.33,0.683,0.381,0.525,1995,8.3,326,297,10996,831,917,210,2149,1.19,1.08,3.02,3.34,0.76,7.82,0.323809524,0.792926943,14.4830211,1.967997454,1.58196617,27.29147872,12.44987268,0.540509913,13.90486541
Sharone Wright clemson,83,Center,69,286,2687,249,78,484,306,0,0,1308,903,230,937,501,6,0,3,1.03,4.26,3.71,1.16,7.21,4.56,0,0,19.47,13.44,3.42,13.95,7.46,0.09,0,0.63243595,0,0.534742796,1993,-3.3,82,203,4531,118,355,12,678,0.72,1.79,1.04,3.13,0.11,5.99,0.0175,0.616459756,4.605014787,3.357738689,0.970753917,23.24881527,13.164791,0.492653405,15.03758861
Shavlik Randolph duke,82,Forward,70,129,1608,257,56,247,158,174,220,580,394,97,363,193,42,12,3,1.74,3.21,6.39,1.39,6.14,3.93,4.33,5.47,14.43,9.8,2.41,9.03,4.8,1.04,0.3,0.639761134,0.285595238,0.531280992,2004,0,27,26,730,26,38,1,97,1.48,1.42,1.42,2.08,0.05,5.32,1,0.577319588,5.501643836,2.757534247,1.923150685,15.88287671,17.53794521,0.505734247,14.64383562
Shawn Bradley brigham-young,90,Center,23,177,984,109,41,185,128,0,0,503,262,77,360,186,1,1,1,0.93,7.2,4.43,1.67,7.52,5.2,0,0,20.45,10.65,3.13,14.63,7.56,0.04,0.04,0.692,1,0.517,1990,0.6,188,957,8367,266,603,18,874,0.9,4.58,1.27,2.88,0.09,4.18,0.047777778,0.650792078,5.380791443,8.352198398,1.175003944,20.8184152,14.90062005,0.476427757,15.29321668
Shawn Marion nevada-las-vegas,79,Forward,73,54,954,60,36,111,81,0,0,543,269,41,351,201,67,20,1,3.06,2.26,2.52,1.51,4.65,3.4,0,0,22.77,11.28,1.72,14.72,8.43,2.81,0.84,0.73,0.299,0.573,1998,15.9,504,342,10599,589,481,590,895,1.9,1.29,2.22,1.82,2.23,3.38,0.362711864,0.83575419,9.810217945,2.339390509,2.481460515,22.62468157,14.69572601,0.52730635,8.980177375
Shawn Respert michigan-state,73,Guard,139,13,3931,242,301,546,468,0,0,2531,413,343,1062,535,729,331,5,1.41,0.13,2.46,3.06,5.56,4.76,0,0,25.75,4.2,3.49,10.81,5.44,7.42,3.37,0.857142857,0.454237311,0.503757062,1994,-0.2,91,7,2350,177,125,285,152,1.55,0.12,3.01,2.13,4.85,2.59,0.341499808,0.803175767,12.27167106,0.24322383,2.04726383,18.27377447,5.628557021,0.516568536,13.18091362
Shawne Williams memphis,81,Forward,50,49,1002,105,67,145,114,62,160,474,222,81,221,108,154,48,1,2,1.96,4.19,2.67,5.79,4.55,2.48,6.39,18.92,8.86,3.23,8.82,4.31,6.15,1.92,0.786,0.312,0.489,2005,0.1,73,94,3016,130,133,418,186,0.97,1.25,1.72,1.76,5.54,2.47,0.354066985,0.73655914,6.797977454,2.292108753,1.219230769,17.35765915,10.15145889,0.529842838,11.10026525
Shelden Williams duke,81,Forward,161,422,3903,432,119,792,550,447,815,1928,1262,321,1190,683,12,4,4,1.65,4.32,4.43,1.22,8.12,5.64,4.58,8.35,19.76,12.93,3.29,12.2,7,0.12,0.04,0.694363636,0.333166667,0.573929412,2005,-0.9,109,99,3399,96,195,9,410,1.28,1.17,1.13,2.29,0.11,4.82,0.222222222,0.735832138,4.511624595,2.247646955,1.671553986,16.54626066,16.50841071,0.525744442,15.88662901
Shelvin Mack butler,75,Guard,118,9,3374,206,357,372,281,88,366,1527,454,239,623,299,605,216,3,1.4,0.11,2.44,4.23,4.41,3.33,1.04,4.34,18.1,5.38,2.83,7.39,3.54,7.17,2.56,0.755293011,0.357153719,0.479983949,2010,0.2,123,6,3518,625,220,402,180,1.4,0.07,7.11,2.5,4.57,2.05,0.327537696,0.775396826,27.82825924,0.133996589,1.784046617,18.5949676,6.027400796,0.498482604,15.30038545
Smush Parker fordham,76,Guard,64,7,980,71,125,137,100,36,86,463,122,122,179,96,174,57,1,2.61,0.29,2.9,5.1,5.59,4.08,1.47,3.51,18.9,4.98,4.98,7.31,3.92,7.1,2.33,0.73,0.328,0.536,2001,1,312,38,6477,707,452,760,486,1.93,0.23,4.37,2.79,4.69,3,0.356546784,0.705432099,17.5243971,0.421290721,2.519775205,18.10830261,5.427071792,0.534144073,16.89128856
