,assist_percentage,block_percentage,defensive_rebound_percentage,free_throw_attempt_rate,offensive_rebound_percentage,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,box_plus_minus,minutes_played,value_over_replacement_player,name,year,age,yrs_played,college,lkup,col_lkup
2431,33.7,0.6,11,0.313,1.5,1.6,0.307,6.3,0.504,14.9,22.3,0.2,2114,1.2,Deron Williams,2015,30,10,Illinois,Deron Williams Illinois,Deron Williams illinois
2432,29.3,0.6,8.9,0.266,1,1.5,0.364,5,0.53,14.8,22,-0.3,2106,0.9,Deron Williams,2016,31,11,Illinois,Deron Williams Illinois,Deron Williams illinois
2433,35.982,0.432,9.416,0.18065,0.91,0.955,0.38869,5.1,0.54257,17.715,22.076,-1.793,1657,0.2,Deron Williams,2017,32,12,Illinois,Deron Williams Illinois,Deron Williams illinois
2434,5.1,2.5,13.8,0.465,11,2,0.016,12.4,0.481,14.6,15.7,-2.6,1032,-0.2,Derrick Alston,1995,22,1,Duquesne,Derrick Alston Duquesne,Derrick Alston duquesne
2435,6.5,2.4,12.9,0.289,8.8,1.8,0.008,10.8,0.518,11.9,13.7,-2.8,1614,-0.3,Derrick Alston,1996,23,2,Duquesne,Derrick Alston Duquesne,Derrick Alston duquesne
2436,0,0,10.6,0.4,33.3,0,0,21.7,0,0,25.2,-21.6,11,-0.1,Derrick Alston,1997,24,3,Duquesne,Derrick Alston Duquesne,Derrick Alston duquesne
2437,6,1.5,10.4,0.49,7.1,2.1,0.048,8.8,0.52,9.6,17.2,-0.6,535,0.2,Derrick Brown,2010,22,1,Xavier,Derrick Brown Xavier,Derrick Brown xavier
2438,9.45,1.36,12.235,0.4619,8.455,1.875,0.07835,10.295,0.5878,18.125,15.585,-1.54,576,0,Derrick Brown,2011,23,2,Xavier,Derrick Brown Xavier,Derrick Brown xavier
2439,8.5,0.6,11.6,0.345,7.3,1.8,0.059,9.4,0.556,10.5,16.8,-1.5,1443,0.2,Derrick Brown,2012,24,3,Xavier,Derrick Brown Xavier,Derrick Brown xavier
2440,3.7,0,15.2,0.364,19,2.8,0.545,17.1,0.392,0,15.7,-4.7,37,0,Derrick Byars,2012,27,1,Vanderbilt,Derrick Byars Vanderbilt,Derrick Byars vanderbilt
2441,5.1,3.5,12.2,0.348,10.3,1,0,11.3,0.532,20,20.2,-7.1,215,-0.3,Derrick Caracter,2011,22,1,Texas-El Paso,Derrick Caracter Texas-El Paso,Derrick Caracter texas-el-paso
2442,9.8,2.2,20.5,0.402,10.4,1.3,0.035,15.3,0.527,14.4,23.3,0.4,2602,1.5,Derrick Coleman,1991,23,1,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2443,14.1,2.6,20.6,0.41,9.4,1.2,0.079,14.8,0.57,18,25.1,2.2,2207,2.3,Derrick Coleman,1992,24,2,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2444,16.1,2.9,24,0.425,9.7,1.7,0.081,16.9,0.54,14.3,25.8,4.3,2759,4.4,Derrick Coleman,1993,25,3,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2445,15.6,3.2,23.5,0.469,9.8,1.2,0.1,16.5,0.534,12.5,25.3,4.3,2778,4.4,Derrick Coleman,1994,26,4,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2446,15.8,3.1,22.1,0.56,8.7,0.9,0.137,15.4,0.525,13.6,26.4,1.5,2103,1.8,Derrick Coleman,1995,27,5,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2447,19.3,2.5,23.8,0.271,5,0.7,0.178,14.1,0.466,17.5,24.3,-3.5,294,-0.1,Derrick Coleman,1996,28,6,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2448,15.7,2.6,22.1,0.437,7.9,1.2,0.142,14.9,0.518,15.6,23.7,0.7,2102,1.5,Derrick Coleman,1997,29,7,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2449,12.3,2.4,23.8,0.451,8,1.1,0.113,15.8,0.5,13.1,25.2,0.5,2135,1.3,Derrick Coleman,1998,30,8,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2450,12.1,2.6,24.2,0.468,8,1.1,0.081,16.4,0.496,15.5,23.3,-0.7,1178,0.4,Derrick Coleman,1999,31,9,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2451,13.5,3.8,23.8,0.385,6.1,0.7,0.144,15.1,0.541,13.1,25.2,1.6,2347,2.2,Derrick Coleman,2000,32,10,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2452,10.2,2.3,23,0.361,7.7,0.8,0.2,15.4,0.469,12.4,22.8,-0.9,683,0.2,Derrick Coleman,2001,33,11,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2453,8.5,1.9,18.5,0.309,9.2,1.1,0.113,13.9,0.524,12.5,21,0.9,2080,1.5,Derrick Coleman,2002,34,12,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2454,8,3.1,20.5,0.343,10,1.6,0.135,15.2,0.525,14.3,17.3,0.3,1742,1,Derrick Coleman,2003,35,13,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2455,9.9,2.4,20.3,0.251,6.3,1.5,0.139,13.4,0.471,16.5,19.2,-2.1,843,0,Derrick Coleman,2004,36,14,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2456,0,0,27.9,0.214,7.1,0,0.143,17.6,0.294,11.5,16.3,-10.5,50,-0.1,Derrick Coleman,2005,37,15,Syracuse,Derrick Coleman Syracuse,Derrick Coleman syracuse
2457,9.3,0.7,13.7,0.109,17.5,0.6,0.261,15.6,0.415,11.1,26.3,-4.6,95,-0.1,Derrick Dial,2000,24,1,Eastern Michigan,Derrick Dial Eastern Michigan,Derrick Dial eastern-michigan
2458,18.3,2,13.5,0.253,6.9,1,0.12,10.4,0.466,11.5,23.7,-1.5,207,0,Derrick Dial,2001,25,2,Eastern Michigan,Derrick Dial Eastern Michigan,Derrick Dial eastern-michigan
2459,18.637,0.996,16.088,0.1978,5.247,1.785,0.0876,10.525,0.38027,10.994,22.094,-1.915,299,0,Derrick Dial,2002,26,3,Eastern Michigan,Derrick Dial Eastern Michigan,Derrick Dial eastern-michigan
2460,3.7,0,10.8,0.286,6.5,3.7,0.321,8.6,0.412,3.1,17.1,-1.5,86,0,Derrick Dial,2004,28,4,Eastern Michigan,Derrick Dial Eastern Michigan,Derrick Dial eastern-michigan
2461,4.215,3.48,19.129,0.41623,12.952,1.016,0,15.955,0.54145,13.643,17.141,-3.233,1535,-1,Derrick Favors,2011,19,1,Georgia Tech,Derrick Favors Georgia Tech,Derrick Favors georgia-tech
2462,5,3.8,22.5,0.436,13,1.4,0,17.7,0.537,16.3,20.7,-1.1,1376,0.3,Derrick Favors,2012,20,2,Georgia Tech,Derrick Favors Georgia Tech,Derrick Favors georgia-tech
2463,6.8,5.7,24,0.458,11.9,2,0.009,17.9,0.533,15.9,20.6,-0.5,1787,0.7,Derrick Favors,2013,21,3,Georgia Tech,Derrick Favors Georgia Tech,Derrick Favors georgia-tech
2464,7.3,3.8,23.7,0.38,10.1,1.8,0.001,16.7,0.556,12.9,20.8,0.1,2201,1.2,Derrick Favors,2014,22,4,Georgia Tech,Derrick Favors Georgia Tech,Derrick Favors georgia-tech
2465,9.4,4.3,20.7,0.362,10,1.4,0.007,15.4,0.558,10.2,23.8,2.5,2280,2.6,Derrick Favors,2015,23,5,Georgia Tech,Derrick Favors Georgia Tech,Derrick Favors georgia-tech
2466,8.9,3.9,19.6,0.313,10,2,0.005,14.8,0.551,10.1,23.9,3.3,1983,2.6,Derrick Favors,2016,24,6,Georgia Tech,Derrick Favors Georgia Tech,Derrick Favors georgia-tech
2467,7.9,2.7,20.2,0.261,9.2,2,0.024,14.9,0.512,11.4,20.7,-0.1,1186,0.6,Derrick Favors,2017,25,7,Georgia Tech,Derrick Favors Georgia Tech,Derrick Favors georgia-tech
2468,7.8,3.2,18.5,0.306,10.6,1.3,0.09,14.6,0.593,9.9,18.5,1.5,2153,1.9,Derrick Favors,2018,26,8,Georgia Tech,Derrick Favors Georgia Tech,Derrick Favors georgia-tech
2469,8,4.8,21.3,0.368,12.9,1.5,0.126,17.2,0.624,10.5,19.4,3.3,1766,2.4,Derrick Favors,2019,27,9,Georgia Tech,Derrick Favors Georgia Tech,Derrick Favors georgia-tech
2470,3.1,1.9,8.2,0.339,7.6,1.2,0.091,7.9,0.604,8.6,11.7,-2.3,545,0,Derrick Jones Jr.,2017,19,1,UNLV ,Derrick Jones Jr. UNLV ,Derrick Jones Jr. samford
2471,5.079,4.406,7.818,0.51429,9.619,0.804,0.34949,8.675,0.48573,9.968,12.845,-2.769,245,0,Derrick Jones Jr.,2018,20,2,UNLV ,Derrick Jones Jr. UNLV ,Derrick Jones Jr. samford
2472,4.7,3.3,13.3,0.377,8.8,1.9,0.281,11.1,0.559,10.2,15.6,-0.5,1153,0.4,Derrick Jones Jr.,2019,21,3,UNLV ,Derrick Jones Jr. UNLV ,Derrick Jones Jr. samford
2473,26.3,0,0,2,0,0,0,0,0,0,16.7,-27.9,5,0,Derrick Phelps,1995,22,1,North Carolina ,Derrick Phelps North Carolina ,Derrick Phelps north-carolina
2474,28.8,0.4,8.4,0.207,3.7,1.1,0.06,6.1,0.516,13.3,22.6,-0.4,3000,1.2,Derrick Rose,2009,20,1,Memphis,Derrick Rose Memphis,Derrick Rose memphis
2475,30.3,0.7,8.7,0.246,2.6,1,0.044,5.7,0.532,12.5,27.2,1.7,2871,2.7,Derrick Rose,2010,21,2,Memphis,Derrick Rose Memphis,Derrick Rose memphis
2476,38.7,1.3,9.4,0.348,3.2,1.5,0.241,6.4,0.55,13.1,32.2,6.8,3026,6.7,Derrick Rose,2011,22,3,Memphis,Derrick Rose Memphis,Derrick Rose memphis
2477,40.3,1.4,8.4,0.344,2.1,1.4,0.249,5.3,0.532,12.9,30.5,6.4,1375,2.9,Derrick Rose,2012,23,4,Memphis,Derrick Rose Memphis,Derrick Rose memphis
2478,26.2,0.2,8.3,0.195,3.3,0.9,0.287,5.9,0.446,16,31.5,-3.1,311,-0.1,Derrick Rose,2014,25,5,Memphis,Derrick Rose Memphis,Derrick Rose memphis
2479,30.7,0.8,8.7,0.224,2.6,1.2,0.325,5.7,0.493,14.9,31.7,-0.6,1530,0.6,Derrick Rose,2015,26,6,Memphis,Derrick Rose Memphis,Derrick Rose memphis
2480,25.5,0.5,8.8,0.171,2.4,1.1,0.143,5.6,0.479,13.4,27.3,-2.5,2097,-0.3,Derrick Rose,2016,27,7,Memphis,Derrick Rose Memphis,Derrick Rose memphis
2481,22.8,0.7,9.3,0.259,3.4,1.1,0.061,6.4,0.53,11.9,25.7,-1,2082,0.5,Derrick Rose,2017,28,8,Memphis,Derrick Rose Memphis,Derrick Rose memphis
2482,13.594,0.803,5.801,0.25214,3.538,0.851,0.16283,4.706,0.5068,14.458,25.438,-5.427,420,-0.8,Derrick Rose,2018,29,9,Memphis,Derrick Rose Memphis,Derrick Rose memphis
2483,26.4,0.7,8.3,0.212,2.5,1.1,0.194,5.4,0.557,9.1,27.3,1.4,1392,1.2,Derrick Rose,2019,30,10,Memphis,Derrick Rose Memphis,Derrick Rose memphis
2484,14.6,1.7,10.7,0.24,1.5,2.4,0.68,6.1,0.525,6.7,9.1,1.3,147,0.1,Derrick Walton,2018,22,1,Michigan ,Derrick Walton Michigan ,Derrick Walton michigan
2485,9.3,1.8,16.9,0.606,4,1.5,0.394,10.4,0.646,12.6,15.4,2.3,139,0.2,Derrick White,2018,23,1,Colorado,Derrick White Colorado,Derrick White colorado
2486,21,2.3,13.3,0.227,2.2,1.9,0.262,7.8,0.555,14,17.7,0.9,1728,1.3,Derrick White,2019,24,2,Colorado,Derrick White Colorado,Derrick White colorado
2487,4.5,1.6,18.4,0.392,6,1.1,0.277,12.2,0.499,11.7,20.7,-2.1,1418,0,Derrick Williams,2012,20,1,Arizona,Derrick Williams Arizona,Derrick Williams arizona
2488,4.2,1.5,20.6,0.346,5.6,1.2,0.249,12.8,0.515,10,23.5,-1.5,1916,0.2,Derrick Williams,2013,21,2,Arizona,Derrick Williams Arizona,Derrick Williams arizona
2489,4.722,0.899,15.809,0.54352,4.366,1.382,0.20338,9.974,0.52481,11.357,16.235,-2.107,1820,0,Derrick Williams,2014,22,3,Arizona,Derrick Williams Arizona,Derrick Williams arizona
2490,5.6,0.2,12.1,0.404,3.3,1.2,0.322,7.8,0.54,8.9,18.9,-2,1462,0,Derrick Williams,2015,23,4,Arizona,Derrick Williams Arizona,Derrick Williams arizona
2491,8.9,0.5,18.7,0.453,3.6,1,0.265,11.3,0.55,8.3,23.3,0.3,1435,0.8,Derrick Williams,2016,24,5,Arizona,Derrick Williams Arizona,Derrick Williams arizona
2492,5.123,0.682,15.098,0.36447,2.633,0.882,0.41174,8.951,0.55139,9.16,17.22,-2.923,804,-0.4,Derrick Williams,2017,25,6,Arizona,Derrick Williams Arizona,Derrick Williams arizona
2493,0,0,11.7,0,0,0,0.5,5.9,0.25,0,18.9,-16.8,9,0,Derrick Williams,2018,26,7,Arizona,Derrick Williams Arizona,Derrick Williams arizona
2494,34.2,0,11.2,0,3.6,0,0,7.3,0.667,57.1,10.3,-10.4,32,-0.1,Derrick Zimmerman,2006,24,1,Mississippi State,Derrick Zimmerman Mississippi State,Derrick Zimmerman mississippi-state
2495,46,0,3.8,0.067,0,1.6,0.533,1.9,0.421,6.1,23.3,3.1,32,0,Desmon Farmer,2007,25,1,USC ,Desmon Farmer USC ,Desmon Farmer southern-california
2496,5.4,0,13.1,0.143,0,0,0.857,6.6,0.437,21.2,16.9,-9.9,54,-0.1,Desmon Farmer,2009,27,2,USC ,Desmon Farmer USC ,Desmon Farmer southern-california
2497,5.5,0,14.7,0.167,0,0,0.667,7.4,0.505,7.2,20.5,1.4,32,0,Desmond Ferguson,2004,26,1,Detroit ,Desmond Ferguson Detroit ,Desmond Ferguson detroit-mercy
2498,6.5,1,13.3,0.207,5.5,1.3,0.153,9.4,0.483,10,15.8,-2.8,1522,-0.3,Desmond Mason,2001,23,1,Oklahoma State,Desmond Mason Oklahoma State,Desmond Mason oklahoma-state
2499,6.7,0.8,12.4,0.308,4.6,1.5,0.077,8.6,0.533,10.6,18.8,-1.7,2420,0.2,Desmond Mason,2002,24,2,Oklahoma State,Desmond Mason Oklahoma State,Desmond Mason oklahoma-state
2500,10.252,0.9,15.892,0.2778,6.45,1.298,0.07078,11.138,0.5019,9.136,21.3,-1.398,2763,0.8,Desmond Mason,2003,25,3,Oklahoma State,Desmond Mason Oklahoma State,Desmond Mason oklahoma-state
2501,10.2,0.7,11.9,0.534,4.2,1.2,0.045,8,0.552,12.1,21.8,-0.4,2534,1,Desmond Mason,2004,26,4,Oklahoma State,Desmond Mason Oklahoma State,Desmond Mason oklahoma-state
2502,12.8,0.7,9.3,0.486,3.4,1.1,0.007,6.3,0.526,11.1,23.2,-1.6,2893,0.3,Desmond Mason,2005,27,5,Oklahoma State,Desmond Mason Oklahoma State,Desmond Mason oklahoma-state
2503,5.4,0.7,13.6,0.438,3.5,1.1,0.009,8.4,0.46,12.1,20.8,-4.9,2102,-1.5,Desmond Mason,2006,28,6,Oklahoma State,Desmond Mason Oklahoma State,Desmond Mason oklahoma-state
2504,7.6,0.7,10.1,0.359,5.4,1.1,0,7.7,0.493,15.6,21.9,-3.9,2575,-1.3,Desmond Mason,2007,29,7,Oklahoma State,Desmond Mason Oklahoma State,Desmond Mason oklahoma-state
2505,11.3,1.4,13.1,0.363,5,1.2,0,8.8,0.519,13,16.8,-2.1,1702,0,Desmond Mason,2008,30,8,Oklahoma State,Desmond Mason Oklahoma State,Desmond Mason oklahoma-state
2506,6.7,2.1,12.8,0.298,4.4,0.7,0.011,8.5,0.456,14.8,15.7,-5.1,1064,-0.8,Desmond Mason,2009,31,9,Oklahoma State,Desmond Mason Oklahoma State,Desmond Mason oklahoma-state
2507,4.2,1.1,15.8,0.333,6.9,0.8,0,11.3,0.472,22.5,11.9,-5.7,66,-0.1,Desmond Mason,2010,32,10,Oklahoma State,Desmond Mason Oklahoma State,Desmond Mason oklahoma-state
2508,5.9,1.6,23.4,0.143,7.5,1.2,0,15.3,0.538,16.8,18.2,-4.8,89,-0.1,Desmond Penigar,2004,22,1,Utah State ,Desmond Penigar Utah State ,Desmond Penigar utah-state
2509,15.8,0.8,8.4,0.295,1.4,1,0.333,4.8,0.535,14,23,-2.8,2108,-0.5,Devin Booker,2016,19,1,Kentucky,Devin Booker Kentucky,Devin Booker kentucky
2510,16.3,0.6,8.3,0.308,1.8,1.3,0.283,5,0.531,12.9,28.6,-1.9,2730,0.1,Devin Booker,2017,20,2,Kentucky,Devin Booker Kentucky,Devin Booker kentucky
2511,24.4,0.6,12.7,0.312,1.5,1.2,0.364,7,0.561,13.9,31.7,0.9,1865,1.4,Devin Booker,2018,21,3,Kentucky,Devin Booker Kentucky,Devin Booker kentucky
2512,34.1,0.5,11.3,0.362,1.9,1.2,0.33,6.5,0.584,15.4,32.9,1,2242,1.7,Devin Booker,2019,22,4,Kentucky,Devin Booker Kentucky,Devin Booker kentucky
2513,13.516,0.836,12.82,0.2304,10.092,2.28,0.0304,11.256,0.38,17.136,23.088,-6.504,93,-0.2,Devin Brown,2003,24,1,UTSA ,Devin Brown UTSA ,Devin Brown texas-san-antonio
2514,9,0.5,16.2,0.378,6.9,1.3,0.071,11.6,0.512,14.3,19.7,-1.4,627,0.1,Devin Brown,2004,25,2,UTSA ,Devin Brown UTSA ,Devin Brown texas-san-antonio
2515,12.4,0.7,13.2,0.318,3.5,1.7,0.296,8.3,0.53,10.2,19.5,1.3,1238,1,Devin Brown,2005,26,3,UTSA ,Devin Brown UTSA ,Devin Brown texas-san-antonio
2516,10.7,0.7,9.6,0.402,5.1,1.4,0.224,7.3,0.493,13.8,19.5,-3.3,1711,-0.6,Devin Brown,2006,27,4,UTSA ,Devin Brown UTSA ,Devin Brown texas-san-antonio
2517,14.8,0.4,13.9,0.279,3.7,1.4,0.409,8.7,0.538,12.7,19.6,0.1,1662,0.9,Devin Brown,2007,28,5,UTSA ,Devin Brown UTSA ,Devin Brown texas-san-antonio
2518,16.1,0.3,13.2,0.267,4.1,1.6,0.275,8.5,0.494,14.3,17.8,-2.1,1762,-0.1,Devin Brown,2008,29,6,UTSA ,Devin Brown UTSA ,Devin Brown texas-san-antonio
2519,10.2,0.5,12.2,0.319,4.3,2,0.31,8.3,0.459,13.1,22.8,-4.3,869,-0.5,Devin Brown,2009,30,7,UTSA ,Devin Brown UTSA ,Devin Brown texas-san-antonio
2520,9.171,0.436,10.568,0.24115,3.128,1.609,0.4538,6.816,0.50004,13.474,19.8,-2.749,1060,-0.2,Devin Brown,2010,31,8,UTSA ,Devin Brown UTSA ,Devin Brown texas-san-antonio
2521,2.8,3.2,11.1,0.451,14.9,1.8,0.098,13,0.507,8.9,25.9,-2,118,0,Devin Ebanks,2011,21,1,West Virginia,Devin Ebanks West Virginia,Devin Ebanks west-virginia
2522,4.6,1.1,7.6,0.393,7.7,1.5,0.101,7.6,0.465,14.7,14.2,-4.2,396,-0.2,Devin Ebanks,2012,22,2,West Virginia,Devin Ebanks West Virginia,Devin Ebanks west-virginia
2523,7.8,0.4,16.9,0.192,5.7,0.8,0.301,11.5,0.411,12.2,20.4,-7.7,197,-0.3,Devin Ebanks,2013,23,3,West Virginia,Devin Ebanks West Virginia,Devin Ebanks west-virginia
2524,6.426,0,19.529,0.21847,14.143,4.34,0,16.835,0.31839,12.005,31.083,-15.17,49,-0.4,Devin Gray,1997,24,1,Clemson ,Devin Gray Clemson ,Devin Gray clemson
2525,6.3,1.6,12.4,0.784,10.2,2.1,0,11.3,0.492,7.4,19,-2.6,124,0,Devin Gray,2000,27,2,Clemson ,Devin Gray Clemson ,Devin Gray clemson
2526,7.3,0,12.2,0.75,8.7,1.2,0.071,10.5,0.336,11.8,14.3,-6.5,135,-0.2,Devin Green,2006,23,1,Hampton ,Devin Green Hampton ,Devin Green hampton
2527,22.5,1.2,6.9,0.281,2.7,3.4,0.358,4.9,0.53,16.6,18.8,1.9,1173,1.2,Devin Harris,2005,21,1,Wisconsin,Devin Harris Wisconsin,Devin Harris wisconsin
2528,23.4,1,9.2,0.583,2.5,2.3,0.052,5.9,0.544,14.2,21.7,1.4,1275,1.1,Devin Harris,2006,22,2,Wisconsin,Devin Harris Wisconsin,Devin Harris wisconsin
2529,22.9,0.8,8.5,0.44,2.7,2.5,0.084,5.7,0.574,17.1,19.1,1.2,2081,1.7,Devin Harris,2007,23,3,Wisconsin,Devin Harris Wisconsin,Devin Harris wisconsin
2530,31.101,0.346,8.148,0.43917,1.618,2.336,0.23676,4.933,0.57396,16.318,22.587,0.949,2022,3,Devin Harris,2008,24,4,Wisconsin,Devin Harris Wisconsin,Devin Harris wisconsin
2531,34.4,0.4,9.7,0.582,1.4,2.4,0.212,5.5,0.563,14,28.4,2.8,2494,3,Devin Harris,2009,25,5,Wisconsin,Devin Harris Wisconsin,Devin Harris wisconsin
2532,34.6,0.6,9.7,0.437,1.2,1.9,0.245,5.3,0.512,14.7,25.5,-0.8,2221,0.7,Devin Harris,2010,26,6,Wisconsin,Devin Harris Wisconsin,Devin Harris wisconsin
2533,38.104,0.224,8.18,0.49504,0.868,1.68,0.22032,4.448,0.54516,17.332,24.592,0.552,2254,3,Devin Harris,2011,27,7,Wisconsin,Devin Harris Wisconsin,Devin Harris wisconsin
2534,28.3,0.6,6.7,0.386,0.8,1.9,0.393,3.7,0.564,16.1,19.5,0.8,1741,1.2,Devin Harris,2012,28,8,Wisconsin,Devin Harris Wisconsin,Devin Harris wisconsin
2535,21.7,0.7,8.7,0.348,0.5,2.3,0.519,4.7,0.565,14.7,19.5,0.1,1421,0.8,Devin Harris,2013,29,9,Wisconsin,Devin Harris Wisconsin,Devin Harris wisconsin
2536,31,0.2,10.8,0.453,1.1,1.8,0.398,6,0.517,16.2,20.2,-0.5,818,0.3,Devin Harris,2014,30,10,Wisconsin,Devin Harris Wisconsin,Devin Harris wisconsin
2537,20.4,0.7,8,0.309,0.8,2.3,0.508,4.4,0.559,12.5,18,1.4,1685,1.4,Devin Harris,2015,31,11,Wisconsin,Devin Harris Wisconsin,Devin Harris wisconsin
2538,14.5,0.8,10.3,0.374,1.5,2.4,0.422,5.9,0.559,13.2,17.9,0.1,1280,0.7,Devin Harris,2016,32,12,Wisconsin,Devin Harris Wisconsin,Devin Harris wisconsin
2539,20,0.6,13,0.378,1.1,2.1,0.519,6.8,0.549,12.5,19.7,-0.4,1087,0.4,Devin Harris,2017,33,13,Wisconsin,Devin Harris Wisconsin,Devin Harris wisconsin
2540,16.92,0.78,9.76,0.3728,0.96,1.78,0.504,5.24,0.5632,12.52,20.18,-1.76,1340,0.2,Devin Harris,2018,34,14,Wisconsin,Devin Harris Wisconsin,Devin Harris wisconsin
2541,16.7,1.3,9.9,0.386,1.2,1.6,0.576,5.6,0.527,12.1,18.5,-2.2,1071,-0.1,Devin Harris,2019,35,15,Wisconsin,Devin Harris Wisconsin,Devin Harris wisconsin
2542,0,0,26,0,17.4,3.8,0,21.7,0.333,0,10.2,-2.1,13,0,Devin Robinson,2018,22,1,Florida ,Devin Robinson Florida ,Devin Robinson florida
2543,9.5,5.3,16.2,0.438,6.7,2,0.063,11.4,0.616,5,17.9,1.9,95,0.1,Devin Robinson,2019,23,2,Florida ,Devin Robinson Florida ,Devin Robinson florida
2544,1.882,4.464,25.71,0.40284,10.688,0.9,0,18.028,0.50066,15.628,13.05,-4.756,390,-0.6,Dewayne Dedmon,2014,24,1,USC ,Dewayne Dedmon USC ,Dewayne Dedmon southern-california
2545,1.6,4.8,24.1,0.395,15.5,1,0.006,19.7,0.568,21.1,13,-3.5,845,-0.3,Dewayne Dedmon,2015,25,2,USC ,Dewayne Dedmon USC ,Dewayne Dedmon southern-california
2546,2.7,5.4,25.7,0.429,10.4,1.6,0,17.9,0.606,13.2,15.2,-0.9,705,0.2,Dewayne Dedmon,2016,26,3,USC ,Dewayne Dedmon USC ,Dewayne Dedmon southern-california
2547,4.8,3.7,30.6,0.359,11.2,1.4,0,21.1,0.645,16.9,12.3,0.6,1330,0.9,Dewayne Dedmon,2017,27,4,USC ,Dewayne Dedmon USC ,Dewayne Dedmon southern-california
2548,9.2,2.8,28.1,0.18,7.2,1.3,0.296,17.7,0.599,14.3,17,0.1,1542,0.8,Dewayne Dedmon,2018,28,5,USC ,Dewayne Dedmon USC ,Dewayne Dedmon southern-california
2549,8.1,3.8,25,0.215,6.7,2,0.413,15.7,0.602,12.7,16.7,0.5,1609,1,Dewayne Dedmon,2019,29,6,USC ,Dewayne Dedmon USC ,Dewayne Dedmon southern-california
2550,0,1.5,7.2,0.421,7.3,2.1,0.316,7.3,0.422,4.3,22.1,-6.1,48,0,Dexter Boney,1997,26,1,UNLV ,Dexter Boney UNLV ,Dexter Boney nevada-las-vegas
2551,10.4,0.4,10.6,0.317,9.9,1.3,0.013,10.2,0.52,15.1,19.3,-4,885,-0.5,Dexter Cambridge,1993,23,1,Texas ,Dexter Cambridge Texas ,Dexter Cambridge texas
2552,0,0,20.4,0,11.5,0,0,16.2,0.333,40,21.3,-17.9,11,0,Dexter Pittman,2011,22,1,Texas,Dexter Pittman Texas,Dexter Pittman texas
2553,4.9,2.2,16.8,0.298,11.1,1.4,0,14.1,0.498,13.8,19,-6,301,-0.3,Dexter Pittman,2012,23,2,Texas,Dexter Pittman Texas,Dexter Pittman texas
2554,0,0,18.498,0.31,27.318,0,0,22.818,0.31294,18.308,22.506,-18.678,32,-0.2,Dexter Pittman,2013,24,3,Texas,Dexter Pittman Texas,Dexter Pittman texas
2555,0,0,0,2,100,0,0,57.9,0,0,28.5,-24.3,3,0,Dexter Pittman,2014,25,4,Texas,Dexter Pittman Texas,Dexter Pittman texas
2556,1.3,6.8,19.8,0.383,9.3,0.7,0,14.4,0.528,12.7,12,-4.6,238,-0.2,Deyonta Davis,2017,20,1,Michigan State,Deyonta Davis Michigan State,Deyonta Davis michigan-state
2557,7.1,3.9,22,0.215,9,0.8,0,15.3,0.621,9.9,15.3,-1.5,943,0.1,Deyonta Davis,2018,21,2,Michigan State,Deyonta Davis Michigan State,Deyonta Davis michigan-state
2558,5.8,3.7,23.7,0.455,8.7,1.2,0.045,16,0.682,10.2,10.1,-2,118,0,Deyonta Davis,2019,22,3,Michigan State,Deyonta Davis Michigan State,Deyonta Davis michigan-state
2559,0,3.4,22.7,0.308,4.8,0,0,14,0.339,11.9,31.3,-20.8,24,-0.1,Diamond Stone,2017,19,1,Maryland,Diamond Stone Maryland,Diamond Stone maryland
2560,31.3,0,7.8,0.204,3.7,3.4,0.306,5.7,0.375,23.1,20.7,-4.4,149,-0.1,Diante Garrett,2013,24,1,Iowa State ,Diante Garrett Iowa State ,Diante Garrett iowa-state
2561,17.6,0.4,9.8,0.045,1.2,2.1,0.362,5.3,0.459,21.7,15.1,-4.6,1048,-0.7,Diante Garrett,2014,25,2,Iowa State ,Diante Garrett Iowa State ,Diante Garrett iowa-state
2562,9.4,0.9,18.3,0.391,12.1,0.9,0,15.2,0.478,17.3,19.8,-4.9,586,-0.4,Dickey Simpkins,1995,22,1,Providence,Dickey Simpkins Providence,Dickey Simpkins providence
2563,7.7,0.9,15.3,0.606,11.2,0.7,0.006,13.3,0.533,21.6,16.7,-3.7,685,-0.3,Dickey Simpkins,1996,23,2,Providence,Dickey Simpkins Providence,Dickey Simpkins providence
