,assist_percentage,block_percentage,defensive_rebound_percentage,free_throw_attempt_rate,offensive_rebound_percentage,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,box_plus_minus,minutes_played,value_over_replacement_player,name,year,age,yrs_played
155,6.761,0.651,15.799000000000003,0.24251,4.182,1.728,0.38791000000000003,9.758000000000001,0.5453400000000002,10.646,25.643,-0.161,2546,2.4,Al Harrington,2009,28,11
156,8.6,0.9,16.7,0.308,4.5,1.4,0.397,10.5,0.546,10.1,26.8,-0.8,2195,0.6,Al Harrington,2010,29,12
157,9.6,0.5,17.2,0.173,5.4,1.2,0.486,11.5,0.527,12.7,22.3,-1.7,1665,0.1,Al Harrington,2011,30,13
158,8.2,0.5,20.4,0.228,4.9,1.7,0.392,12.9,0.535,11.6,24.4,-0.4,1761,0.7,Al Harrington,2012,31,14
159,13.7,0.6,19.9,0.07,5.7,1.8,0.526,12.8,0.434,10.6,25.1,-4.5,119,-0.1,Al Harrington,2013,32,15
160,8.7,0.0,15.0,0.169,3.3,1.4,0.483,9.1,0.506,13.3,22.7,-4.2,511,-0.3,Al Harrington,2014,33,16
161,7.9,2.2,24.5,0.317,11.4,1.2,0.007,18.0,0.539,15.3,16.0,-1.6,2540,0.3,Al Horford,2008,21,1
162,11.9,3.3,25.0,0.345,7.6,1.3,0.002,16.3,0.565,13.1,16.4,1.7,2242,2.1,Al Horford,2009,22,2
163,10.4,2.4,23.3,0.319,9.6,1.1,0.001,16.4,0.594,11.2,17.6,2.3,2845,3.1,Al Horford,2010,23,3
164,17.5,2.3,23.7,0.204,8.2,1.2,0.004,16.0,0.587,10.6,19.7,3.6,2704,3.9,Al Horford,2011,24,4
165,11.7,3.1,17.1,0.291,8.8,1.5,0.01,13.0,0.585,12.1,17.9,3.4,348,0.5,Al Horford,2012,25,5
166,15.3,2.2,23.0,0.196,8.2,1.5,0.006,15.7,0.56,11.3,21.8,1.9,2756,2.7,Al Horford,2013,26,6
167,15.2,3.6,21.4,0.202,8.0,1.4,0.026,14.8,0.588,12.3,24.7,3.0,958,1.2,Al Horford,2014,27,7
168,18.6,3.5,19.8,0.146,6.7,1.5,0.037,13.4,0.563,8.9,22.2,4.1,2318,3.6,Al Horford,2015,28,8
169,16.7,3.6,18.2,0.123,6.3,1.3,0.244,12.4,0.565,8.8,20.6,3.8,2631,3.9,Al Horford,2016,29,9
170,24.4,3.2,18.6,0.169,4.9,1.2,0.302,11.8,0.553,11.8,19.7,3.4,2193,3.0,Al Horford,2017,30,10
171,23.6,2.9,20.2,0.159,5.0,0.9,0.3,12.7,0.575,14.1,18.4,4.4,2277,3.7,Al Horford,2018,31,11
172,21.2,3.9,18.3,0.131,6.5,1.4,0.281,12.4,0.605,11.8,18.9,5.1,1973,3.6,Al Horford,2019,32,12
173,3.9,3.9,21.0,0.366,13.5,1.1,0.008,17.3,0.554,13.3,21.2,-2.3,1051,-0.1,Al Jefferson,2005,20,1
174,5.0,3.3,22.6,0.354,11.4,1.5,0.011,17.2,0.53,12.4,21.6,-2.1,1062,0.0,Al Jefferson,2006,21,2
175,7.2,3.5,27.4,0.334,12.0,1.1,0.001,19.5,0.547,11.8,22.4,0.7,2319,1.6,Al Jefferson,2007,22,3
176,7.5,3.2,24.7,0.273,11.9,1.3,0.003,18.1,0.535,9.4,27.5,1.6,2919,2.6,Al Jefferson,2008,23,4
177,8.8,3.5,24.9,0.258,10.6,1.1,0.004,17.5,0.532,7.8,28.9,2.6,1836,2.1,Al Jefferson,2009,24,5
178,10.0,3.0,24.2,0.236,8.0,1.3,0.004,16.0,0.524,9.9,24.3,0.4,2463,1.5,Al Jefferson,2010,25,6
179,9.2,4.2,23.2,0.219,9.6,0.8,0.0,16.3,0.528,6.8,24.2,0.6,2940,1.9,Al Jefferson,2011,26,7
180,12.1,3.9,25.3,0.169,7.3,1.2,0.004,16.2,0.52,5.2,25.7,3.7,2075,3.0,Al Jefferson,2012,27,8
181,12.0,2.7,25.9,0.176,7.0,1.6,0.014,16.3,0.522,7.3,25.3,2.4,2578,2.8,Al Jefferson,2013,28,9
182,12.8,2.4,28.3,0.201,6.9,1.4,0.011,17.5,0.532,7.6,29.3,2.7,2553,3.0,Al Jefferson,2014,29,10
183,11.6,3.3,25.5,0.163,5.3,1.2,0.005,15.1,0.5,5.9,26.3,1.6,1992,1.8,Al Jefferson,2015,30,11
184,11.8,3.0,24.6,0.22,5.6,1.4,0.0,15.0,0.507,5.8,24.2,-0.5,1096,0.4,Al Jefferson,2016,31,12
185,11.0,1.5,24.2,0.18,9.2,1.0,0.002,16.8,0.526,6.1,26.1,-1.4,931,0.1,Al Jefferson,2017,32,13
186,10.0,4.2,26.2,0.173,7.0,1.7,0.014,16.7,0.563,8.6,22.5,2.0,484,0.5,Al Jefferson,2018,33,14
187,8.4,1.5,14.0,0.331,5.2,1.1,0.149,9.6,0.504,11.4,24.1,-3.4,2158,-0.8,Al Thornton,2008,24,1
188,6.9,1.7,11.0,0.298,5.2,1.2,0.075,8.0,0.502,9.9,22.6,-4.1,2654,-1.4,Al Thornton,2009,25,2
189,7.168000000000001,1.296,9.988000000000001,0.31192000000000003,6.424000000000001,1.124,0.04568,8.156,0.52312,11.68,18.964000000000002,-3.1880000000000006,2079,-1.2,Al Thornton,2010,26,3
190,7.148000000000001,0.623,13.396,0.32930000000000004,4.424,1.2540000000000002,0.06082,8.760000000000002,0.5305200000000001,11.374,17.829,-3.3440000000000003,1383,-1.0,Al Thornton,2011,27,4
191,6.4,1.3,15.4,0.293,6.1,2.1,0.352,10.8,0.499,18.3,17.3,-2.8,1452,-0.3,Al-Farouq Aminu,2011,20,1
192,7.2,1.9,16.9,0.312,7.8,2.2,0.129,12.4,0.481,18.0,16.2,-2.2,1477,-0.1,Al-Farouq Aminu,2012,21,2
193,7.8,2.1,26.2,0.289,7.9,2.4,0.04,16.9,0.519,17.8,14.6,-0.1,2066,1.0,Al-Farouq Aminu,2013,22,3
194,8.4,1.6,21.2,0.277,7.2,2.1,0.097,14.1,0.516,13.7,14.3,-0.6,2045,0.7,Al-Farouq Aminu,2014,23,4
195,6.1,3.7,18.4,0.331,9.1,2.6,0.347,13.7,0.504,11.9,15.2,0.7,1366,1.0,Al-Farouq Aminu,2015,24,5
196,8.8,1.8,18.6,0.217,4.5,1.5,0.485,11.5,0.533,13.2,16.9,0.1,2341,1.2,Al-Farouq Aminu,2016,25,6
197,7.9,2.0,23.5,0.292,4.8,1.7,0.455,14.1,0.506,15.2,15.4,-1.1,1773,0.4,Al-Farouq Aminu,2017,26,7
198,5.8,1.6,22.3,0.137,5.2,1.9,0.582,13.8,0.522,11.3,14.8,0.4,2072,1.3,Al-Farouq Aminu,2018,27,8
199,6.0,1.2,22.6,0.292,5.3,1.4,0.472,14.2,0.568,9.7,13.7,0.7,2292,1.5,Al-Farouq Aminu,2019,28,9
200,5.8,2.5,23.4,0.379,10.4,0.7,0.0,17.0,0.499,14.0,22.1,-4.6,290,-0.2,Alaa Abdelnaby,1991,22,1
201,4.7,1.1,20.9,0.28,9.5,1.3,0.0,15.2,0.533,14.0,20.6,-2.6,934,-0.1,Alaa Abdelnaby,1992,23,2
202,3.076,1.248,18.124000000000002,0.24552,10.976,0.932,0.0021599999999999996,14.632000000000001,0.55112,15.604,20.5,-3.94,1311,-1.4,Alaa Abdelnaby,1993,24,3
203,2.7,1.2,24.2,0.455,8.5,0.6,0.0,16.3,0.485,20.5,22.6,-7.4,159,-0.2,Alaa Abdelnaby,1994,25,4
204,4.981999999999999,1.7859999999999998,17.438,0.14945999999999998,8.686,1.504,0.008459999999999999,13.149999999999999,0.5130600000000001,15.508,25.586,-4.4079999999999995,506,-0.6000000000000001,Alaa Abdelnaby,1995,26,5
205,9.3,0.6,10.3,0.227,4.4,1.0,0.32,7.2,0.52,13.9,18.2,-3.3,564,-0.2,Alan Anderson,2006,23,1
206,13.8,0.0,10.0,0.284,4.9,1.4,0.247,7.4,0.538,19.4,20.1,-4.5,256,-0.2,Alan Anderson,2007,24,2
207,9.5,0.5,6.5,0.239,2.1,0.6,0.43,4.3,0.519,13.7,18.6,-3.0,461,-0.1,Alan Anderson,2012,29,3
208,11.7,0.4,9.2,0.239,2.7,1.7,0.463,5.9,0.509,10.5,23.6,-1.8,1495,0.1,Alan Anderson,2013,30,4
209,7.3,0.5,9.1,0.243,2.7,1.4,0.511,5.9,0.525,10.4,15.9,-2.8,1773,-0.4,Alan Anderson,2014,31,5
210,7.2,0.2,11.1,0.23,2.0,1.7,0.477,6.6,0.563,11.0,14.2,-1.5,1744,0.2,Alan Anderson,2015,32,6
211,10.3,0.4,15.5,0.254,0.6,1.0,0.627,7.9,0.495,3.0,15.4,-2.3,192,0.0,Alan Anderson,2016,33,7
212,4.9,0.0,7.4,0.2,1.1,0.5,0.55,4.4,0.494,7.4,13.7,-6.1,308,-0.3,Alan Anderson,2017,34,8
213,5.8,2.4,16.7,0.461,13.2,1.7,0.007,14.9,0.482,14.3,19.3,-4.0,1416,-0.7,Alan Henderson,1996,23,1
214,8.3,0.9,16.1,0.463,11.4,2.3,0.0,13.8,0.51,12.9,21.1,-2.4,501,0.0,Alan Henderson,1997,24,2
215,6.7,1.3,13.8,0.515,12.2,1.1,0.008,13.0,0.534,10.6,23.9,-0.5,2000,0.8,Alan Henderson,1998,25,3
216,5.2,1.2,15.3,0.352,10.3,1.6,0.002,12.8,0.485,10.6,22.5,0.6,1142,0.8,Alan Henderson,1999,26,4
217,4.6,1.3,12.1,0.359,10.5,1.5,0.011,11.3,0.503,11.4,19.4,-1.6,2775,0.3,Alan Henderson,2000,27,5
218,4.9,1.1,14.0,0.404,11.0,1.5,0.001,12.5,0.487,13.8,22.6,-3.0,1810,-0.5,Alan Henderson,2001,28,6
219,4.4,2.6,17.9,0.388,8.4,1.4,0.009,13.1,0.527,13.4,16.8,-1.9,422,0.0,Alan Henderson,2002,29,7
220,4.5,1.5,17.8,0.422,12.4,1.2,0.006,15.2,0.508,13.6,13.8,-2.9,1494,-0.3,Alan Henderson,2003,30,8
221,5.2,2.2,16.5,0.286,18.5,0.8,0.0,17.5,0.508,11.3,17.8,1.0,68,0.1,Alan Henderson,2004,31,9
222,2.6,2.3,16.8,0.345,15.6,1.2,0.009,16.2,0.539,16.2,11.3,-1.4,1203,0.2,Alan Henderson,2005,32,10
223,2.9,1.7,17.3,0.538,13.3,0.9,0.0,15.3,0.564,16.3,11.7,-2.1,531,0.0,Alan Henderson,2006,33,11
224,3.8,2.2,16.9,0.701,13.8,1.1,0.0,15.4,0.679,12.0,11.0,-0.6,418,0.1,Alan Henderson,2007,34,12
225,1.0,6.3,14.8,0.182,6.3,1.1,0.036,10.5,0.455,11.9,10.5,-5.2,261,-0.2,Alan Ogg,1991,23,1
226,2.7,4.6,13.6,0.357,9.0,0.7,0.0,11.3,0.556,16.4,13.3,-5.0,367,-0.3,Alan Ogg,1992,24,2
227,19.44,6.75,27.810000000000002,0.24980000000000002,11.32,1.71,0.0,19.47,0.41570000000000007,20.970000000000002,26.0,-1.83,29,0.0,Alan Ogg,1993,25,3
228,11.7,6.0,39.2,0.583,21.9,2.9,0.0,30.3,0.481,16.6,22.6,-0.2,68,0.0,Alan Williams,2016,23,1
229,5.2,3.7,31.2,0.419,14.0,1.8,0.004,22.4,0.547,10.5,20.9,-1.3,708,0.1,Alan Williams,2017,24,2
230,16.3,1.2,29.5,0.5,4.5,3.4,0.0,16.8,0.455,24.2,17.5,-5.0,70,-0.1,Alan Williams,2018,25,3
231,22.3,0.0,60.3,0.308,16.2,1.8,0.077,38.4,0.61,6.3,25.5,11.8,26,0.1,Alan Williams,2019,26,4
232,0.0,1.4,8.7,0.273,10.2,0.0,0.182,9.4,0.446,0.0,23.0,-7.2,48,-0.1,Alando Tucker,2008,23,1
233,6.4,0.3,4.8,0.273,8.2,0.9,0.19,6.4,0.509,9.4,23.3,-4.2,282,-0.2,Alando Tucker,2009,24,2
234,6.4,0.0,4.586,0.518,7.36,0.0,0.17242000000000002,5.886,0.5209600000000001,9.482000000000001,24.43,-4.024,96,0.0,Alando Tucker,2010,25,3
237,9.5,0.4,9.3,0.401,6.9,1.5,0.126,8.1,0.506,10.8,22.5,-2.0,939,0.0,Alec Burks,2012,20,1
238,13.0,0.9,11.2,0.332,3.8,1.6,0.237,7.5,0.507,14.3,20.7,-2.6,1137,-0.2,Alec Burks,2013,21,2
239,16.9,0.5,10.7,0.449,3.0,1.7,0.172,6.8,0.547,13.0,23.9,-0.8,2193,0.7,Alec Burks,2014,22,3
240,15.2,0.4,12.1,0.43,2.5,1.0,0.227,7.3,0.524,12.7,20.8,-1.7,899,0.1,Alec Burks,2015,23,4
241,13.9,0.4,13.6,0.422,2.4,1.2,0.237,8.0,0.52,11.4,25.9,-0.4,797,0.3,Alec Burks,2016,24,5
242,7.5,0.6,17.7,0.315,3.1,1.4,0.306,10.6,0.501,11.0,22.7,-2.3,653,0.0,Alec Burks,2017,25,6
243,10.0,0.6,18.4,0.3,2.1,1.8,0.343,10.3,0.527,11.4,22.5,-0.9,1059,0.3,Alec Burks,2018,26,7
244,13.745,1.297,16.964,0.29358,2.292,1.404,0.3509,9.407,0.52102,11.034,19.037,-1.2129999999999999,1375,0.6000000000000001,Alec Burks,2019,27,8
245,3.7,1.3,20.0,0.28,10.0,0.7,0.009,14.9,0.462,17.0,20.5,-7.5,1259,-1.7,Alec Kessler,1991,24,1
246,4.1,1.6,18.9,0.3,10.5,0.7,0.0,14.6,0.473,11.8,17.2,-5.4,1197,-1.0,Alec Kessler,1992,25,2
247,5.2,1.9,18.6,0.385,6.8,0.5,0.09,12.6,0.543,12.8,17.1,-2.6,415,-0.1,Alec Kessler,1993,26,3
248,4.7,1.0,10.3,0.32,6.9,0.8,0.36,8.6,0.579,14.9,21.9,-3.1,66,0.0,Alec Kessler,1994,27,4
249,7.9,0.7,14.0,0.135,3.7,0.4,0.784,8.8,0.523,4.9,15.5,-2.8,225,0.0,Alec Peters,2018,22,1
250,13.1,0.0,7.6,0.313,2.0,0.0,0.438,4.9,0.687,21.6,17.1,1.1,61,0.1,Aleksandar Djordjevic,1997,29,1
251,6.2,2.9,29.0,0.857,9.0,4.3,0.0,18.7,0.363,34.2,27.0,-12.1,24,-0.1,Aleksandar Radojević,2000,23,1
252,7.0,1.3,18.9,0.526,8.5,0.0,0.0,13.6,0.406,39.1,13.8,-11.6,128,-0.3,Aleksandar Radojević,2005,28,2
253,17.9,0.0,13.7,0.0,3.4,1.6,0.313,8.5,0.281,20.0,27.2,-15.3,35,-0.1,Alex Acker,2006,23,1
254,10.180000000000001,1.4700000000000002,9.57,0.12890000000000001,4.5,1.36,0.25780000000000003,6.9799999999999995,0.4519,8.370000000000001,20.11,-3.5800000000000005,199,-0.2,Alex Acker,2009,26,2
255,9.1,1.1,13.7,0.19,10.4,1.8,0.071,12.0,0.373,9.9,19.8,-5.7,109,-0.1,Alex Blackwell,1993,22,1
256,17.8,1.4,9.4,0.259,2.9,2.0,0.371,6.2,0.519,24.5,12.9,-2.9,562,-0.1,Alex Caruso,2018,23,1
257,19.7,1.4,9.0,0.37,4.0,2.1,0.289,6.5,0.569,17.3,19.0,-0.2,531,0.2,Alex Caruso,2019,24,2
261,0.0,0.0,0.0,0.286,0.0,8.3,0.0,0.0,0.19,11.3,31.6,-13.6,13,0.0,Alex Garcia,2004,23,1
262,22.1,0.6,6.8,0.077,5.5,1.5,0.346,6.1,0.409,13.0,19.7,-3.4,146,0.0,Alex Garcia,2005,24,2
263,10.1,0.0,0.0,0.5,8.3,0.0,0.0,4.1,0.41,0.0,15.7,-6.0,14,0.0,Alex Kirk,2015,23,1
264,1.6,3.8,18.6,0.397,12.1,0.6,0.0,15.3,0.469,22.1,14.3,-6.6,362,-0.4,Alex Len,2014,20,1
265,3.1,5.3,22.7,0.295,10.2,1.1,0.008,16.4,0.542,15.7,13.7,-1.8,1518,0.1,Alex Len,2015,21,2
266,8.5,2.8,25.4,0.383,10.4,1.0,0.011,17.7,0.482,16.6,20.4,-4.3,1821,-1.0,Alex Len,2016,22,3
267,4.2,5.1,25.3,0.449,10.6,1.2,0.026,17.8,0.553,15.5,17.6,-2.3,1560,-0.1,Alex Len,2017,23,4
268,9.1,3.5,26.7,0.611,13.2,0.9,0.008,19.8,0.612,14.0,17.0,0.3,1395,0.8,Alex Len,2018,24,5
269,8.6,3.9,18.5,0.333,10.5,0.8,0.315,14.4,0.575,11.5,22.1,-1.2,1544,0.3,Alex Len,2019,25,6
270,5.1,1.0,12.7,0.185,7.7,0.9,0.352,10.2,0.548,4.9,16.9,-2.9,157,0.0,Alex Poythress,2017,23,1
271,2.6,0.9,10.8,0.0,7.7,1.4,0.423,9.2,0.5,7.1,12.0,-5.1,104,-0.1,Alex Poythress,2018,24,2
272,7.7,2.8,16.6,0.358,9.8,0.6,0.284,13.1,0.571,12.2,14.2,-3.5,305,-0.1,Alex Poythress,2019,25,3
273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Alex Scales,2006,27,1
274,4.368,5.959999999999999,14.527999999999999,0.6434,28.604,0.672,0.0,21.868,0.36148,0.0,19.951999999999998,-2.432,73,0.0,Alex Stepheson,2016,28,1
275,6.26,1.622,17.816000000000003,0.12012,10.371,1.304,0.04796,14.129000000000001,0.51209,14.469999999999999,26.187000000000005,-5.495,76,0.0,Alex Stivrins,1993,30,1
276,3.6,3.5,20.8,0.698,7.9,1.7,0.0,14.4,0.588,17.5,16.1,-3.5,753,-0.3,Alexander Johnson,2007,23,1
277,4.0,1.5,13.7,0.664,6.9,1.3,0.0,10.3,0.554,20.6,17.6,-6.2,549,-0.6,Alexander Johnson,2008,24,2
278,12.3,1.4,8.5,0.423,6.2,1.9,0.12,7.3,0.53,13.4,17.4,-1.2,937,0.2,Alexander Volkov,1990,25,1
279,23.2,1.2,11.6,0.348,7.1,2.1,0.193,9.3,0.504,13.5,20.6,1.5,1516,1.3,Alexander Volkov,1992,27,2
280,25.2,1.1,8.6,0.236,2.5,1.5,0.454,5.4,0.474,17.3,20.6,-1.7,1840,0.1,Alexey Shved,2013,24,1
281,14.9,1.8,10.1,0.38,3.4,1.9,0.43,6.6,0.452,14.8,20.8,-1.9,664,0.0,Alexey Shved,2014,25,2
282,25.649,0.661,11.65,0.4478500000000001,3.26,2.034,0.41491,7.35,0.5410900000000001,10.697000000000001,26.262,2.8830000000000005,767,2.6999999999999997,Alexey Shved,2015,26,3
283,2.8,2.7,14.2,0.406,6.2,2.1,0.029,10.2,0.43,12.9,24.2,-7.5,182,-0.3,Alexis Ajinça,2009,20,1
284,0.0,2.7,11.8,0.1,4.1,1.8,0.0,8.0,0.479,16.1,19.3,-5.3,30,0.0,Alexis Ajinça,2010,21,2
285,4.768000000000001,4.242,21.51,0.1369,5.838,1.7100000000000002,0.25644,13.534,0.5091,11.246,21.166,-3.836,340,-0.2,Alexis Ajinça,2011,22,3
286,6.6,4.1,22.7,0.269,11.3,1.3,0.004,16.9,0.589,18.4,16.3,-2.6,951,-0.1,Alexis Ajinça,2014,25,4
287,8.2,4.0,25.0,0.301,12.4,1.2,0.0,18.7,0.595,15.6,21.1,-0.3,957,0.4,Alexis Ajinça,2015,26,5
288,5.8,3.4,25.9,0.197,9.3,1.1,0.003,17.3,0.514,13.6,20.4,-4.0,861,-0.4,Alexis Ajinça,2016,27,6
289,3.1,3.1,23.8,0.225,8.3,1.7,0.022,16.0,0.529,13.7,17.2,-3.3,584,-0.2,Alexis Ajinça,2017,28,7
290,2.7,1.5,12.4,0.2,2.2,0.9,0.6,7.4,0.643,15.5,16.0,-3.0,53,0.0,Alfonzo McKinnie,2018,25,1
291,4.0,1.3,16.9,0.175,9.0,0.9,0.429,13.1,0.569,9.2,13.9,-3.5,1003,-0.4,Alfonzo McKinnie,2019,26,2
292,2.0,4.2,25.5,0.5,7.1,0.8,0.125,16.5,0.333,0.0,13.3,-7.7,64,-0.1,Alize Johnson,2019,22,1
293,10.5,0.6,7.5,0.161,1.4,1.1,0.174,4.4,0.465,12.1,23.6,-5.8,1519,-1.5,Allan Houston,1994,22,1
294,14.3,0.5,8.1,0.199,1.7,1.6,0.434,4.9,0.589,10.8,23.5,0.7,1996,1.4,Allan Houston,1995,23,2
295,15.5,0.4,9.3,0.291,2.2,1.1,0.359,5.9,0.576,14.2,25.4,1.0,3072,2.3,Allan Houston,1996,24,3
296,11.9,0.5,8.5,0.211,2.0,0.8,0.372,5.4,0.531,12.9,22.2,-1.1,2681,0.6,Allan Houston,1997,25,4
297,14.3,0.7,9.8,0.262,1.8,1.2,0.167,5.8,0.53,12.3,26.7,0.6,2848,1.9,Allan Houston,1998,26,5
298,15.0,0.4,8.3,0.277,1.3,1.1,0.199,4.9,0.515,14.1,24.3,-0.7,1815,0.6,Allan Houston,1999,27,6
299,13.2,0.3,8.5,0.263,1.5,1.1,0.191,5.1,0.569,11.6,24.0,1.7,3169,2.9,Allan Houston,2000,28,7
300,12.0,0.3,10.8,0.254,0.9,1.0,0.209,6.0,0.543,10.7,25.7,1.1,2858,2.2,Allan Houston,2001,29,8
301,12.6,0.3,8.6,0.261,1.5,1.0,0.266,5.0,0.54,10.5,25.9,-0.1,2914,1.4,Allan Houston,2002,30,9
302,13.2,0.2,7.9,0.27,1.0,0.9,0.307,4.4,0.563,9.8,27.0,1.0,3108,2.4,Allan Houston,2003,31,10
303,10.3,0.1,6.4,0.22,1.3,1.1,0.259,3.9,0.539,10.6,24.7,-0.5,1799,0.7,Allan Houston,2004,32,11
304,13.4,0.3,4.2,0.21,0.9,0.8,0.39,2.5,0.529,8.6,21.0,-1.8,532,0.0,Allan Houston,2005,33,12
305,10.5,0.3,8.8,0.212,3.0,1.5,0.448,5.8,0.512,12.9,20.8,-2.7,710,-0.1,Allan Ray,2007,22,1
306,8.7,0.7,8.5,0.121,1.1,1.0,0.424,4.8,0.475,7.9,16.5,-6.1,100,-0.1,Allen Crabbe,2014,21,1
307,8.1,1.6,10.1,0.105,1.1,1.4,0.556,5.7,0.525,8.6,11.5,-0.8,683,0.2,Allen Crabbe,2015,22,2
308,7.2,0.6,9.7,0.167,1.4,1.5,0.42,5.6,0.572,8.1,16.4,-1.0,2105,0.5,Allen Crabbe,2016,23,3
309,6.1,0.7,10.2,0.192,0.9,1.2,0.467,5.6,0.602,8.1,14.9,-1.3,2254,0.4,Allen Crabbe,2017,24,4
310,8.4,1.2,14.4,0.163,1.3,1.0,0.643,7.8,0.558,8.1,19.0,-0.7,2197,0.7,Allen Crabbe,2018,25,5
311,5.8,0.9,12.2,0.15,1.5,1.0,0.694,6.9,0.519,10.4,16.4,-2.8,1133,-0.2,Allen Crabbe,2019,26,6
312,33.6,0.6,7.2,0.362,4.0,2.6,0.303,5.6,0.513,16.2,28.9,0.9,3045,2.2,Allen Iverson*,1997,21,1
313,30.6,0.6,7.7,0.38,3.1,3.0,0.167,5.4,0.535,12.9,26.9,3.6,3150,4.5,Allen Iverson*,1998,22,2
314,24.2,0.3,10.1,0.449,3.8,3.0,0.188,6.9,0.508,11.7,32.6,5.7,1990,3.9,Allen Iverson*,1999,23,3
315,23.0,0.1,7.7,0.358,2.7,2.6,0.151,5.2,0.496,10.3,34.4,3.2,2853,3.8,Allen Iverson*,2000,24,4
316,23.0,0.5,8.3,0.397,1.9,3.2,0.169,5.2,0.518,10.0,35.9,6.1,2979,6.1,Allen Iverson*,2001,25,5
317,27.6,0.4,9.6,0.351,1.9,3.5,0.161,5.8,0.489,11.0,37.8,4.8,2622,4.5,Allen Iverson*,2002,26,6
318,25.1,0.3,9.5,0.379,2.3,3.4,0.156,5.8,0.5,11.2,32.9,3.5,3485,4.8,Allen Iverson*,2003,27,7
319,34.4,0.2,8.2,0.404,2.0,3.1,0.177,5.1,0.478,13.6,35.3,2.1,2040,2.1,Allen Iverson*,2004,28,8
320,37.6,0.2,8.9,0.432,1.8,2.9,0.186,5.3,0.532,13.7,35.0,4.2,3174,5.0,Allen Iverson*,2005,29,9
321,34.9,0.2,7.1,0.455,1.7,2.3,0.122,4.4,0.543,10.2,35.8,4.8,3103,5.3,Allen Iverson*,2006,30,10
322,29.611,0.33100000000000007,6.939,0.46345000000000003,0.9920000000000001,2.2380000000000004,0.15039,3.954,0.54132,14.617,29.308,1.7440000000000002,2761,5.4,Allen Iverson*,2007,31,11
323,27.4,0.2,6.1,0.512,1.5,2.2,0.177,3.8,0.567,11.4,26.7,2.7,3424,4.0,Allen Iverson*,2008,32,12
324,23.173999999999996,0.224,8.172,0.41913999999999996,1.678,2.328,0.1201,4.927999999999999,0.5048199999999999,12.921999999999999,25.671999999999997,0.206,2093,2.4000000000000004,Allen Iverson*,2009,33,13
325,21.008000000000003,0.18400000000000002,8.696000000000002,0.41416,2.1600000000000006,1.1680000000000001,0.07940000000000001,5.340000000000001,0.5146400000000001,14.620000000000001,22.976000000000003,-2.9640000000000004,865,-0.4,Allen Iverson*,2010,34,14
327,12.9,0.8,12.2,0.431,2.2,0.9,0.255,7.1,0.564,15.8,21.5,-3.1,1459,-0.4,Allonzo Trier,2019,23,1
328,6.4,0.4,11.6,0.492,9.3,2.0,0.153,10.4,0.564,12.2,20.4,1.6,182,0.2,Alonzo Gee,2010,22,1
329,5.434,1.289,12.656,0.34638,6.181,1.787,0.18997,9.374,0.54146,15.369,14.548,-2.493,1118,-0.30000000000000004,Alonzo Gee,2011,23,2
330,10.6,0.7,14.3,0.385,6.1,2.4,0.249,10.0,0.516,15.0,18.7,-1.4,1827,0.3,Alonzo Gee,2012,24,3
331,8.2,0.9,11.7,0.276,3.3,2.2,0.294,7.3,0.505,13.7,16.9,-2.6,2541,-0.4,Alonzo Gee,2013,25,4
332,6.9,1.2,12.8,0.258,3.8,2.0,0.246,8.2,0.491,14.3,13.4,-3.1,1020,-0.3,Alonzo Gee,2014,26,5
333,5.769,0.808,9.483,0.42133,5.877000000000001,2.6310000000000002,0.18627,7.6530000000000005,0.55008,13.031,16.652,-0.5820000000000001,662,0.6,Alonzo Gee,2015,27,6
334,6.2,0.7,13.0,0.259,3.9,1.9,0.235,8.3,0.572,16.2,9.2,-2.6,1632,-0.2,Alonzo Gee,2016,28,7
335,8.2,0.9,13.5,0.643,5.0,2.7,0.214,9.3,0.306,18.2,10.5,-6.7,89,-0.1,Alonzo Gee,2017,29,8
336,4.3,5.8,21.0,0.567,11.2,0.5,0.003,16.4,0.586,14.4,25.5,0.9,2644,1.9,Alonzo Mourning*,1993,22,1
337,6.6,5.7,23.0,0.672,10.0,0.7,0.002,16.7,0.588,15.4,27.3,1.5,2018,1.8,Alonzo Mourning*,1994,23,2
338,6.6,5.5,21.6,0.585,8.4,0.9,0.031,15.3,0.593,14.8,25.6,1.1,2941,2.3,Alonzo Mourning*,1995,24,3
339,11.4,5.5,21.7,0.662,9.7,1.4,0.028,15.9,0.584,15.9,28.1,4.2,2671,4.2,Alonzo Mourning*,1996,25,4
340,8.8,6.3,23.4,0.638,9.8,1.3,0.01,16.8,0.578,16.6,27.5,2.9,2320,2.9,Alonzo Mourning*,1997,26,5
341,5.2,4.9,21.4,0.635,12.1,1.1,0.0,16.9,0.595,16.0,26.8,2.5,1939,2.2,Alonzo Mourning*,1998,27,6
342,8.7,7.7,22.0,0.667,12.3,1.1,0.003,17.5,0.563,14.5,27.1,4.9,1753,3.1,Alonzo Mourning*,1999,28,7
343,8.7,7.8,21.6,0.492,9.5,0.8,0.003,15.9,0.596,13.1,28.1,5.3,2748,5.0,Alonzo Mourning*,2000,29,8
344,8.9,7.8,25.6,0.39,13.6,0.7,0.007,19.6,0.536,14.5,30.6,2.9,306,0.4,Alonzo Mourning*,2001,30,9
