,assist_percentage,block_percentage,defensive_rebound_percentage,free_throw_attempt_rate,offensive_rebound_percentage,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,box_plus_minus,minutes_played,value_over_replacement_player,name,year,age,yrs_played
6290,15.5,0.0,10.0,0.333,3.8,0.9,0.179,7.0,0.447,13.5,13.2,-1.7,185,0.0,Jeff Sheppard,1999,24,1
6291,7.0,0.8,7.7,0.258,3.8,1.6,0.386,5.7,0.531,9.7,14.9,-3.6,1507,-0.6,Jeff Taylor,2013,23,1
6292,5.7,0.6,8.1,0.216,2.7,1.1,0.307,5.4,0.436,9.5,19.4,-5.4,629,-0.5,Jeff Taylor,2014,24,2
6293,8.2,0.2,10.3,0.36,3.5,1.4,0.316,6.8,0.481,12.6,16.0,-4.9,430,-0.3,Jeff Taylor,2015,25,3
6294,25.1,1.2,10.2,0.216,0.8,2.5,0.141,5.4,0.459,16.7,19.1,-3.6,719,-0.3,Jeff Teague,2010,21,1
6295,23.3,2.0,11.3,0.319,1.4,2.5,0.158,6.4,0.521,15.6,20.3,0.5,963,0.6,Jeff Teague,2011,22,2
6296,24.3,1.3,7.4,0.275,1.1,2.6,0.222,4.3,0.551,15.1,19.1,1.3,2183,1.8,Jeff Teague,2012,23,3
6297,36.1,0.8,6.7,0.232,1.1,2.3,0.255,3.9,0.543,17.6,23.0,0.3,2628,1.5,Jeff Teague,2013,24,4
6298,35.1,0.5,7.9,0.362,1.6,1.8,0.216,4.7,0.541,16.1,25.7,-0.1,2542,1.2,Jeff Teague,2014,25,5
6299,37.9,1.2,7.7,0.36,1.6,2.9,0.233,4.7,0.566,16.6,25.3,2.9,2228,2.8,Jeff Teague,2015,26,6
6300,34.4,0.8,8.6,0.316,1.6,2.1,0.278,5.2,0.551,16.2,26.6,1.3,2255,1.9,Jeff Teague,2016,27,7
6301,36.4,1.1,12.4,0.457,1.4,1.9,0.277,7.0,0.574,16.5,22.1,2.2,2657,2.8,Jeff Teague,2017,28,8
6302,30.6,0.9,9.3,0.301,1.2,2.2,0.287,5.2,0.553,16.4,20.6,0.4,2311,1.4,Jeff Teague,2018,29,9
6303,37.6,1.2,7.7,0.368,1.3,1.6,0.252,4.5,0.528,16.7,19.3,-0.4,1264,0.5,Jeff Teague,2019,30,10
6304,23.9,3.8,13.6,0.304,4.6,5.5,0.043,9.2,0.345,29.7,22.1,-1.1,77,0.0,Jeff Trepagnier,2002,22,1
6305,12.2,0.0,10.1,0.175,9.2,4.3,0.2,9.6,0.522,15.7,23.4,2.9,97,0.1,Jeff Trepagnier,2003,23,2
6306,6.4,0.0,10.7,0.158,7.0,1.6,0.105,8.8,0.308,12.9,21.3,-9.9,96,-0.2,Jeff Trepagnier,2004,24,3
6307,6.4,0.6,17.2,0.175,4.8,1.0,0.032,10.8,0.464,15.5,13.9,-6.1,1105,-1.2,Jeff Turner,1990,27,1
6308,8.5,0.4,17.0,0.211,6.8,0.8,0.028,11.8,0.524,17.8,17.1,-4.2,1683,-0.9,Jeff Turner,1991,28,2
6309,8.6,0.6,13.3,0.228,4.2,0.7,0.016,8.6,0.483,16.2,17.1,-5.9,1591,-1.6,Jeff Turner,1992,29,3
6310,10.9,0.4,12.8,0.16,6.0,0.6,0.039,9.6,0.564,12.4,15.5,-1.6,1479,0.2,Jeff Turner,1993,30,4
6311,5.4,0.5,13.9,0.106,5.8,0.8,0.129,9.9,0.506,14.4,14.5,-5.1,1536,-1.2,Jeff Turner,1994,31,5
6312,8.9,0.4,14.3,0.163,4.7,1.1,0.421,9.6,0.522,10.3,15.9,-3.7,576,-0.2,Jeff Turner,1995,32,6
6313,4.4,0.4,10.7,0.039,6.2,0.5,0.529,8.5,0.453,17.5,14.8,-8.6,192,-0.3,Jeff Turner,1996,33,7
6314,7.7,0.0,9.9,0.0,4.1,3.5,0.261,7.1,0.391,11.5,20.0,-5.5,58,-0.1,Jeff Webster,1996,24,1
6315,5.6,6.1,17.4,0.566,8.2,1.1,0.008,12.7,0.59,11.0,12.0,0.2,684,0.4,Jeff Withey,2014,23,1
6316,6.4,5.3,17.9,0.781,10.1,0.8,0.0,14.0,0.57,12.2,17.3,-0.5,259,0.1,Jeff Withey,2015,24,2
6317,5.0,6.8,20.7,0.364,10.0,1.7,0.012,15.4,0.577,13.0,15.1,1.0,658,0.5,Jeff Withey,2016,25,3
6318,2.5,6.0,17.9,0.466,14.3,1.9,0.01,16.2,0.588,10.1,14.9,1.4,432,0.4,Jeff Withey,2017,26,4
6319,0.0,6.8,26.6,0.125,2.8,0.0,0.625,14.2,0.444,10.6,22.0,-5.0,39,0.0,Jeff Withey,2018,27,5
6320,2.2,4.5,18.3,0.553,9.3,1.8,0.0,13.8,0.704,9.6,14.3,2.5,331,0.4,Jelani McCoy,1999,21,1
6321,5.0,4.3,18.6,0.514,7.8,1.0,0.0,13.1,0.574,17.2,15.5,-2.5,746,-0.1,Jelani McCoy,2000,22,2
6322,7.7,3.1,15.9,0.352,9.3,0.8,0.0,12.6,0.52,19.7,15.0,-3.1,1143,-0.3,Jelani McCoy,2001,23,3
6323,9.9,3.4,17.8,0.381,8.6,0.0,0.0,13.3,0.53,24.6,14.0,-3.0,104,0.0,Jelani McCoy,2002,24,4
6324,5.5,3.1,22.6,0.319,7.6,1.1,0.0,14.8,0.507,17.6,18.3,-3.8,1367,-0.6,Jelani McCoy,2003,25,5
6325,0.0,0.0,27.7,0.0,9.2,0.0,0.0,18.4,0.0,100.0,3.7,-12.7,12,0.0,Jelani McCoy,2004,26,6
6326,0.0,7.0,19.5,0.385,8.8,1.8,0.0,13.9,0.493,28.3,10.8,-6.9,88,-0.1,Jelani McCoy,2005,27,7
6327,0.0,10.8,19.3,2.0,3.3,0.0,0.0,11.5,0.798,68.0,7.6,-6.1,33,0.0,Jelani McCoy,2008,30,8
6328,11.4,2.9,23.4,0.061,11.8,2.3,0.303,17.7,0.398,12.9,11.3,0.2,143,0.1,Jemerrio Jones,2019,23,1
6329,11.1,0.8,15.3,0.262,6.2,2.0,0.348,10.7,0.497,16.6,25.4,-2.9,530,-0.1,Jerald Honeycutt,1998,23,1
6330,4.84,1.584,10.516,0.30848,3.344,2.664,0.52872,6.847999999999999,0.41179999999999994,20.044,20.36,-5.144,102,0.0,Jerald Honeycutt,1999,24,2
6331,9.4,4.0,12.3,0.548,3.7,1.5,0.443,7.8,0.47,16.3,16.5,-3.3,1377,-0.5,Jerami Grant,2015,20,1
6332,10.4,4.7,14.3,0.538,5.0,1.3,0.244,9.5,0.506,12.9,18.0,-1.7,2066,0.1,Jerami Grant,2016,21,2
6333,4.170999999999999,4.111,12.126000000000001,0.44771999999999995,2.7159999999999997,1.067,0.35952999999999996,7.421,0.56072,9.987,12.193,-1.3159999999999998,1531,0.6000000000000001,Jerami Grant,2017,22,3
6334,5.1,4.2,16.3,0.526,5.6,0.9,0.241,10.7,0.607,8.8,16.0,0.3,1647,1.0,Jerami Grant,2018,23,4
6335,4.2,3.2,13.1,0.269,3.7,1.1,0.356,8.2,0.592,6.8,15.4,0.2,2612,1.5,Jerami Grant,2019,24,5
6336,7.8,2.1,9.2,0.182,0.0,4.2,0.182,4.6,0.379,29.6,20.6,-9.1,36,-0.1,Jerel McNeal,2015,27,1
6337,8.5,3.0,16.1,0.322,9.3,1.9,0.009,12.6,0.678,12.6,14.9,2.1,463,0.5,Jeremy Evans,2011,23,1
6338,9.1,8.8,16.6,0.381,9.9,1.5,0.024,13.2,0.632,9.3,11.2,5.0,217,0.4,Jeremy Evans,2012,24,2
6339,8.0,4.8,17.6,0.75,14.0,2.0,0.023,15.8,0.641,12.0,14.1,2.2,215,0.2,Jeremy Evans,2013,25,3
6340,6.1,3.0,18.7,0.226,11.1,1.8,0.006,14.8,0.549,9.9,15.3,-0.9,1209,0.3,Jeremy Evans,2014,26,4
6341,7.9,3.6,19.4,0.5,11.3,2.2,0.086,15.4,0.636,6.6,13.1,4.2,266,0.4,Jeremy Evans,2015,27,5
6342,1.2,3.0,18.8,0.438,4.8,1.2,0.333,11.8,0.62,10.9,11.7,-0.4,251,0.1,Jeremy Evans,2016,28,6
6343,0.0,0.0,0.0,0.0,22.3,0.0,0.0,11.2,1.0,50.0,17.5,-9.9,5,0.0,Jeremy Evans,2018,30,7
6344,5.4,1.0,9.4,0.206,4.2,0.7,0.441,7.0,0.479,7.5,24.8,-5.4,147,-0.1,Jeremy Lamb,2013,20,1
6345,11.8,1.4,11.3,0.105,2.1,1.8,0.406,6.9,0.522,8.7,20.1,0.1,1538,0.8,Jeremy Lamb,2014,21,2
6346,10.9,0.7,16.5,0.22,1.4,1.7,0.444,9.1,0.538,9.0,20.5,1.6,633,0.6,Jeremy Lamb,2015,22,3
6347,10.9,2.0,18.7,0.173,3.9,1.7,0.355,11.2,0.529,8.4,22.0,0.8,1227,0.9,Jeremy Lamb,2016,23,4
6348,11.3,1.8,22.6,0.263,2.9,1.2,0.297,12.7,0.55,6.8,23.2,0.5,1143,0.7,Jeremy Lamb,2017,24,5
6349,15.4,1.4,15.4,0.25,2.7,1.5,0.305,8.9,0.559,9.1,22.4,1.6,1967,1.8,Jeremy Lamb,2018,25,6
6350,11.9,1.2,18.1,0.266,3.1,1.9,0.337,10.4,0.552,6.8,22.5,1.2,2250,1.8,Jeremy Lamb,2019,26,7
6351,20.4,2.4,8.9,0.347,4.7,5.9,0.069,6.8,0.458,17.8,15.6,2.2,285,0.3,Jeremy Lin,2011,22,1
6352,41.0,0.8,11.1,0.478,2.2,3.0,0.196,6.6,0.552,21.4,28.1,3.8,940,1.4,Jeremy Lin,2012,23,2
6353,29.4,0.8,9.1,0.307,1.4,2.5,0.287,5.3,0.538,18.8,20.8,0.3,2640,1.5,Jeremy Lin,2013,24,3
6354,22.3,1.0,7.8,0.4,2.0,1.7,0.346,5.1,0.572,18.4,20.4,-0.2,2054,0.9,Jeremy Lin,2014,25,4
6355,28.6,1.4,10.2,0.41,1.4,2.2,0.269,5.7,0.539,17.7,21.9,-0.4,1907,0.8,Jeremy Lin,2015,26,5
6356,18.6,1.7,11.4,0.401,2.2,1.4,0.31,6.8,0.534,14.9,22.2,-0.9,2048,0.5,Jeremy Lin,2016,27,6
6357,35.5,1.2,14.7,0.353,1.3,2.3,0.39,8.1,0.566,15.7,26.6,2.0,883,0.9,Jeremy Lin,2017,28,7
6358,27.1,0.0,0.0,0.583,0.0,0.0,0.167,0.0,0.597,16.6,31.3,-5.4,25,0.0,Jeremy Lin,2018,29,8
6359,23.4,0.75,11.629999999999999,0.3858,1.5699999999999998,1.56,0.3459,6.59,0.5549999999999999,16.22,21.76,-2.2199999999999998,1436,-0.20000000000000007,Jeremy Lin,2019,30,9
6360,20.2,0.0,7.0,0.18,3.2,1.9,0.253,5.1,0.389,22.1,22.2,-7.6,424,-0.6,Jeremy Pargo,2012,25,1
6361,22.983999999999998,0.272,7.472000000000001,0.25548000000000004,1.316,1.048,0.2938,4.26,0.478,15.3,22.436,-3.2440000000000007,655,-0.4,Jeremy Pargo,2013,26,2
6362,0.0,0.0,6.08,0.0,5.984999999999999,2.6599999999999997,0.475,5.984999999999999,0.63365,13.585,16.054999999999996,1.7899999999999998,20,0.0,Jeremy Richardson,2007,22,1
6363,2.1340000000000003,0.0,6.998,0.06291999999999999,0.8710000000000001,1.222,0.453,3.929,0.4747,10.886000000000001,17.599000000000004,-7.7379999999999995,132,-0.6000000000000001,Jeremy Richardson,2008,23,2
6364,5.5,0.0,15.4,0.122,1.2,0.0,0.347,8.5,0.358,5.5,27.1,-10.3,93,-0.2,Jeremy Richardson,2009,24,3
6365,4.5,2.7,17.1,0.249,10.8,1.5,0.005,14.0,0.442,13.4,21.8,-7.8,568,-0.8,Jeremy Tyler,2012,20,1
6366,2.325,2.325,22.130000000000003,0.2325,10.044,0.7440000000000001,0.0,16.258000000000003,0.38409,17.112,21.576,-8.966000000000001,68,-0.2,Jeremy Tyler,2013,21,2
6367,3.3,4.5,21.6,0.414,10.9,0.8,0.0,16.1,0.532,15.9,19.1,-5.5,398,-0.4,Jeremy Tyler,2014,22,3
6368,21.8,0.6,10.2,0.315,2.0,2.0,0.256,6.2,0.479,16.3,19.0,-3.1,1265,-0.3,Jerian Grant,2016,23,1
6369,17.4,0.6,9.9,0.243,1.8,2.3,0.445,5.8,0.555,11.7,16.0,0.1,1028,0.6,Jerian Grant,2017,24,2
6370,30.1,0.4,9.3,0.374,1.9,1.8,0.372,5.5,0.528,13.2,17.4,-1.3,1686,0.3,Jerian Grant,2018,25,3
6371,22.4,0.5,9.1,0.182,2.1,2.3,0.5,5.6,0.526,17.7,13.4,-1.6,939,0.1,Jerian Grant,2019,26,4
6372,7.3,0.0,15.8,0.727,1.6,2.1,0.091,8.7,0.241,32.5,13.0,-8.9,73,-0.1,Jermaine Jackson,2000,23,1
6373,30.5,0.3,10.2,0.571,1.2,1.7,0.048,5.5,0.542,21.0,10.8,-1.6,280,0.0,Jermaine Jackson,2002,25,2
6374,20.463,0.749,7.67,0.5293,3.849,1.798,0.07908000000000001,5.833,0.45857,20.375999999999998,13.742,-3.871,559,-0.6000000000000001,Jermaine Jackson,2003,26,3
6375,15.5,0.3,10.3,0.394,1.5,1.6,0.061,5.9,0.542,20.5,9.7,-3.3,230,-0.1,Jermaine Jackson,2005,28,4
6376,17.8,0.4,11.4,0.538,4.6,1.0,0.154,7.9,0.544,28.8,10.2,-2.7,202,0.0,Jermaine Jackson,2006,29,5
6377,2.9,4.4,21.4,0.51,10.4,0.2,0.007,16.0,0.494,12.6,21.1,-3.5,458,-0.2,Jermaine O'Neal,1997,18,1
6378,3.6,5.2,16.8,0.385,11.9,1.0,0.009,14.5,0.498,16.9,18.2,-3.0,808,-0.2,Jermaine O'Neal,1998,19,2
6379,6.9,3.4,19.7,0.422,16.2,0.7,0.012,18.0,0.457,12.5,16.5,-2.1,311,0.0,Jermaine O'Neal,1999,20,3
6380,3.3,4.7,17.2,0.441,14.0,0.7,0.005,15.7,0.515,15.1,16.8,-2.5,859,-0.1,Jermaine O'Neal,2000,21,4
6381,6.7,6.2,22.7,0.447,11.0,1.0,0.006,17.0,0.501,13.4,21.2,0.3,2641,1.5,Jermaine O'Neal,2001,22,5
6382,8.1,4.4,23.1,0.365,8.0,0.9,0.012,15.8,0.521,11.7,24.9,0.2,2707,1.5,Jermaine O'Neal,2002,23,6
6383,10.4,4.5,22.8,0.405,8.1,1.2,0.017,15.6,0.539,10.8,26.2,2.9,2864,3.5,Jermaine O'Neal,2003,24,7
6384,12.3,5.5,25.0,0.329,8.1,1.2,0.013,16.5,0.489,10.1,30.2,2.4,2788,3.1,Jermaine O'Neal,2004,25,8
6385,12.8,4.4,23.3,0.458,6.7,0.9,0.007,15.1,0.52,11.3,36.2,1.8,1530,1.5,Jermaine O'Neal,2005,26,9
6386,14.9,4.7,23.2,0.457,6.7,0.8,0.012,15.2,0.53,13.5,28.9,2.3,1802,2.0,Jermaine O'Neal,2006,27,10
6387,13.0,5.6,24.4,0.392,7.1,1.1,0.006,15.5,0.5,13.2,28.1,0.8,2459,1.7,Jermaine O'Neal,2007,28,11
6388,12.9,5.4,18.5,0.318,7.3,0.8,0.01,12.8,0.489,15.4,24.8,-1.8,1206,0.1,Jermaine O'Neal,2008,29,12
6389,10.26,5.28,17.78,0.2878,7.34,0.76,0.0012,12.620000000000001,0.5212,14.26,23.18,-1.46,2027,0.6000000000000001,Jermaine O'Neal,2009,30,13
6390,8.4,3.9,21.2,0.302,7.4,0.7,0.003,14.3,0.563,12.9,22.9,-0.1,1991,1.0,Jermaine O'Neal,2010,31,14
6391,4.3,5.4,17.0,0.394,7.6,0.2,0.009,12.6,0.504,17.4,17.2,-4.2,431,-0.2,Jermaine O'Neal,2011,32,15
6392,2.7,5.8,19.4,0.258,8.0,0.7,0.0,14.0,0.468,13.6,13.0,-2.5,570,-0.1,Jermaine O'Neal,2012,33,16
6393,6.8,5.7,23.8,0.31,8.9,0.9,0.0,16.2,0.538,14.8,21.4,-1.3,1029,0.2,Jermaine O'Neal,2013,34,17
6394,4.2,3.4,19.1,0.532,10.7,0.8,0.0,15.0,0.57,14.5,17.8,-1.4,883,0.1,Jermaine O'Neal,2014,35,18
6395,8.4,0.7,9.8,0.387,7.7,1.7,0.185,8.7,0.46,12.0,23.1,-3.9,303,-0.2,Jermaine Taylor,2010,23,1
6396,11.120000000000001,0.708,8.692,0.14264000000000002,5.952,1.468,0.22991999999999999,7.272,0.53528,18.076,22.880000000000003,-3.564,483,-0.4,Jermaine Taylor,2011,24,2
6397,6.9,3.5,14.7,0.224,7.5,1.1,0.0,11.1,0.437,11.0,21.9,-5.2,322,-0.3,Jermareo Davidson,2008,23,1
6398,1.4,1.9,23.5,0.486,9.8,0.9,0.0,16.7,0.494,10.5,18.3,-5.2,111,-0.1,Jermareo Davidson,2009,24,2
6399,20.8,1.1,6.6,0.343,1.7,3.0,0.314,4.1,0.447,22.0,19.0,-4.6,362,-0.2,Jerome Allen,1996,23,1
6400,25.278,0.29700000000000004,8.962,0.32486000000000004,3.1639999999999997,1.7489999999999999,0.41666000000000003,6.113,0.45849,21.841,15.575,-2.6239999999999997,943,-0.4,Jerome Allen,1997,24,2
6401,0.0,0.0,23.6,0.0,0.0,0.0,0.0,11.7,0.333,0.0,28.2,-5.2,5,0.0,Jerome Beasley,2004,23,1
6402,16.2,0.9,11.1,0.75,1.3,3.3,0.167,6.3,0.525,23.9,22.0,-3.6,180,-0.1,Jerome Dyson,2012,24,1
6403,12.4,0.0,10.4,0.113,6.6,3.0,0.019,8.5,0.413,11.2,17.7,-3.2,158,0.0,Jerome Harmon,1995,25,1
6404,4.2,9.1,27.5,0.5,15.1,2.4,0.0,21.3,0.41,23.5,38.9,-10.9,42,-0.1,Jerome James,1999,23,1
6405,3.9,6.9,17.5,0.22,11.3,1.4,0.0,14.4,0.498,19.8,18.3,-4.3,949,-0.5,Jerome James,2002,26,2
6406,6.1,8.4,21.5,0.397,11.8,0.9,0.0,16.6,0.506,21.6,21.3,-4.1,766,-0.4,Jerome James,2003,27,3
6407,5.3,4.6,18.0,0.386,9.4,1.1,0.0,13.7,0.535,21.3,18.0,-4.7,990,-0.7,Jerome James,2004,28,4
6408,2.4,6.5,14.7,0.19,7.5,0.9,0.006,11.1,0.533,19.2,15.9,-3.8,1330,-0.6,Jerome James,2005,29,5
6409,5.2,4.6,15.7,0.331,11.6,0.4,0.0,13.6,0.494,26.9,21.2,-9.3,406,-0.8,Jerome James,2006,30,6
6410,1.8,4.4,19.4,0.228,9.2,1.2,0.0,14.4,0.437,20.9,18.3,-8.9,273,-0.5,Jerome James,2007,31,7
6411,0.0,0.0,70.6,2.0,0.0,0.0,0.0,34.2,1.064,0.0,16.9,21.2,5,0.0,Jerome James,2008,32,8
6412,0.0,7.3,22.6,0.0,10.6,5.0,0.0,16.4,0.375,11.1,39.2,-7.8,10,0.0,Jerome James,2009,33,9
6413,6.3,4.4,14.1,0.303,14.8,0.5,0.0,14.4,0.561,5.1,16.4,-0.2,108,0.1,Jerome Jordan,2012,25,1
6414,5.3,3.1,15.5,0.468,15.3,1.1,0.0,15.4,0.609,16.3,16.1,-1.2,383,0.1,Jerome Jordan,2015,28,2
6433,8.3,0.7,12.2,0.082,1.0,1.6,0.518,6.8,0.491,10.2,16.7,-4.7,320,-0.2,Jerome Robinson,2019,21,1
6435,6.6,0.5,19.3,0.333,15.8,4.2,0.0,17.6,0.419,18.2,20.0,-2.8,177,0.0,Jerome Williams,1997,23,1
6436,6.1,0.6,19.2,0.576,15.4,2.1,0.003,17.3,0.568,14.3,15.0,0.6,1305,0.9,Jerome Williams,1998,24,2
6437,3.4,0.5,20.4,0.641,16.6,3.0,0.0,18.5,0.558,11.4,14.8,1.7,1154,1.1,Jerome Williams,1999,25,3
6438,5.0,0.7,28.2,0.623,15.3,2.3,0.007,21.7,0.593,15.3,14.3,1.2,2102,1.7,Jerome Williams,2000,26,4
6439,6.08,1.2200000000000002,23.344,0.45952000000000004,11.968,2.5,0.01032,17.54,0.5266000000000001,15.052000000000001,15.404,-0.20800000000000002,1182,1.0,Jerome Williams,2001,27,5
6440,7.3,1.1,16.0,0.526,11.2,2.6,0.0,13.5,0.542,12.5,15.2,0.6,1641,1.1,Jerome Williams,2002,28,6
6441,6.7,0.8,21.2,0.525,10.8,2.6,0.011,15.8,0.525,13.0,14.7,-0.3,2346,1.0,Jerome Williams,2003,29,7
6442,7.3500000000000005,0.35,20.625,0.46625000000000005,11.675,2.9,0.023250000000000003,16.075000000000003,0.525,16.099999999999998,13.275,0.3249999999999999,1637,2.0,Jerome Williams,2004,30,8
6443,5.2,0.6,16.4,0.708,11.1,2.4,0.021,13.7,0.563,16.9,14.5,-1.4,1211,0.2,Jerome Williams,2005,31,9
6444,0.0,0.0,76.6,0.0,38.7,0.0,0.0,57.8,0.0,100.0,15.3,-13.0,3,0.0,Jerrelle Benimon,2015,23,1
6445,6.2,1.0,16.1,0.382,7.3,0.9,0.004,11.8,0.503,18.6,17.3,-5.0,825,-0.6,Jerrod Mustaf,1991,21,1
6446,11.3,1.7,19.2,0.368,9.5,1.9,0.0,14.6,0.52,18.5,21.0,-1.2,545,0.1,Jerrod Mustaf,1992,22,2
6447,4.2,2.0,17.5,0.408,9.9,2.0,0.008,13.8,0.479,12.5,21.5,-3.7,336,-0.1,Jerrod Mustaf,1993,23,3
6448,5.7,1.6,19.9,0.262,11.6,1.0,0.0,15.8,0.39,9.6,22.2,-9.0,196,-0.3,Jerrod Mustaf,1994,24,4
6456,13.4,0.0,13.0,0.0,4.9,5.8,0.429,8.8,0.25,0.0,13.9,-2.0,46,0.0,Jerry Smith,2012,24,1
6457,19.0,2.1,7.7,0.475,3.7,1.5,0.268,5.7,0.525,16.0,26.0,-1.0,2701,0.7,Jerry Stackhouse,1996,21,1
6458,13.5,1.4,6.4,0.51,5.2,1.5,0.261,5.8,0.524,16.5,25.6,-2.2,3166,-0.2,Jerry Stackhouse,1997,22,2
6459,17.180999999999997,1.7449999999999999,7.470999999999999,0.46136999999999995,4.867999999999999,1.916,0.19992,6.154999999999999,0.53261,16.057,25.307,0.552,2545,3.2,Jerry Stackhouse,1998,23,3
6460,18.5,1.3,8.4,0.506,2.7,1.6,0.258,5.5,0.509,16.9,28.7,-0.8,1188,0.4,Jerry Stackhouse,1999,24,4
6461,20.3,0.8,7.2,0.524,4.3,1.6,0.199,5.8,0.545,14.9,29.2,1.0,3148,2.4,Jerry Stackhouse,2000,25,5
6462,25.8,1.2,7.3,0.42,3.2,1.5,0.245,5.2,0.521,12.5,35.2,5.1,3215,5.8,Jerry Stackhouse,2001,26,6
6463,28.4,1.0,10.4,0.437,3.4,1.5,0.227,6.9,0.518,14.5,32.3,1.5,2685,2.4,Jerry Stackhouse,2002,27,7
6464,21.7,0.8,8.5,0.431,2.6,1.3,0.204,5.6,0.528,11.9,27.9,1.3,2747,2.3,Jerry Stackhouse,2003,28,8
6465,25.1,0.3,11.6,0.321,2.3,1.6,0.202,6.8,0.494,19.4,26.0,-3.7,774,-0.3,Jerry Stackhouse,2004,29,9
6466,13.0,0.5,9.8,0.45,2.7,1.7,0.181,6.3,0.525,11.8,24.9,-0.2,1617,0.8,Jerry Stackhouse,2005,30,10
6467,18.0,0.5,9.4,0.367,2.6,1.3,0.216,6.0,0.511,14.7,25.2,-1.5,1525,0.2,Jerry Stackhouse,2006,31,11
6468,19.7,0.5,7.7,0.329,3.0,1.7,0.248,5.4,0.537,13.5,25.0,1.2,1615,1.3,Jerry Stackhouse,2007,32,12
6469,16.7,0.5,7.9,0.281,2.8,1.1,0.35,5.4,0.523,12.7,22.4,-0.8,1412,0.4,Jerry Stackhouse,2008,33,13
6470,10.7,0.5,8.4,0.117,3.6,1.3,0.317,6.0,0.333,12.5,20.4,-7.5,162,-0.2,Jerry Stackhouse,2009,34,14
6471,13.4,0.8,11.3,0.218,2.4,1.3,0.411,6.6,0.517,16.0,21.9,-1.7,855,0.1,Jerry Stackhouse,2010,35,15
6472,8.5,3.1,13.4,0.583,2.5,0.0,0.333,8.3,0.398,11.7,16.0,-6.2,50,-0.1,Jerry Stackhouse,2011,36,16
6473,8.3,0.8,7.2,0.23,2.6,1.9,0.38,4.9,0.49,10.6,21.2,-1.3,273,0.0,Jerry Stackhouse,2012,37,17
6474,10.4,0.6,6.1,0.134,1.1,0.7,0.517,3.6,0.5,11.6,17.5,-3.3,544,-0.2,Jerry Stackhouse,2013,38,18
6475,18.2,0.2,9.4,0.545,1.5,1.4,0.143,5.4,0.487,19.3,20.9,-5.0,655,-0.5,Jerryd Bayless,2009,20,1
6476,22.1,0.3,9.8,0.501,1.7,1.1,0.19,5.7,0.534,13.8,24.9,-1.7,1304,0.1,Jerryd Bayless,2010,21,2
6477,27.65,0.24000000000000002,11.33,0.39830000000000004,2.0500000000000003,1.33,0.2824,6.55,0.5348,17.25,22.150000000000002,-1.81,1496,0.19999999999999996,Jerryd Bayless,2011,22,3
6478,30.7,0.5,9.5,0.319,1.3,1.8,0.377,5.5,0.561,14.4,24.6,1.7,705,0.6,Jerryd Bayless,2012,23,4
6479,24.9,0.8,10.5,0.196,1.4,1.8,0.324,5.9,0.514,15.1,20.8,0.1,1765,1.0,Jerryd Bayless,2013,24,5
6480,18.528,0.417,8.568,0.19103,1.5,1.844,0.34334,4.973000000000001,0.49800999999999995,10.872,20.056,-1.8559999999999999,1686,0.2,Jerryd Bayless,2014,25,6
6481,21.0,0.6,12.5,0.266,1.5,1.8,0.233,7.0,0.519,18.8,18.6,-2.1,1717,0.0,Jerryd Bayless,2015,26,7
6482,16.2,0.6,9.0,0.206,1.6,1.6,0.529,5.4,0.568,13.3,16.4,-0.8,1505,0.4,Jerryd Bayless,2016,27,8
6483,29.4,0.0,14.0,0.313,4.6,0.0,0.156,9.3,0.453,19.8,27.7,-4.4,71,0.0,Jerryd Bayless,2017,28,9
6484,8.0,0.5,7.3,0.168,1.8,1.2,0.557,4.7,0.546,14.1,15.1,-2.8,925,-0.2,Jerryd Bayless,2018,29,10
6485,24.6,0.3,8.4,0.122,1.8,1.3,0.426,5.0,0.431,11.7,17.6,-4.6,657,-0.4,Jerryd Bayless,2019,30,11
6486,8.0,0.0,12.5,0.357,9.2,4.3,0.0,10.9,0.309,11.0,22.6,-7.6,36,0.0,Jeryl Sasser,2002,22,1
6487,9.3,0.9,13.8,0.377,7.0,2.3,0.213,10.3,0.402,13.9,12.2,-2.3,1025,-0.1,Jeryl Sasser,2003,23,2
6488,17.4,1.8,10.3,0.173,2.7,2.2,0.551,6.4,0.432,14.2,18.0,-4.0,577,-0.3,Jevon Carter,2019,23,1
6493,7.4,3.0,20.3,0.362,13.6,0.6,0.293,17.0,0.587,14.1,20.6,-0.9,168,0.0,Jim Grandholm,1991,30,1
6494,23.1,0.8,10.1,0.197,4.4,2.1,0.157,7.0,0.451,18.5,27.0,-4.5,938,-0.6,Jim Jackson,1993,22,1
6495,21.5,0.6,8.7,0.242,5.8,1.4,0.042,7.1,0.497,17.4,26.5,-1.7,3066,0.2,Jim Jackson,1994,23,2
6496,17.0,0.4,8.1,0.37,6.2,0.7,0.107,7.1,0.549,11.8,28.2,2.1,1982,2.0,Jim Jackson,1995,24,3
6497,14.3,0.5,9.7,0.32,5.9,0.8,0.255,7.6,0.538,11.3,24.9,-0.3,2820,1.2,Jim Jackson,1996,25,4
6498,19.424,0.864,11.488999999999999,0.30237,5.09,1.5950000000000002,0.23968999999999996,8.187,0.52626,15.111999999999998,21.587,-0.14100000000000001,2831,2.6,Jim Jackson,1997,26,5
