assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,player_id,points,points_produced,position,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,weight,win_shares,win_shares_per_40_minutes,name,season,yrs_played,assists_per_40,blocks_per_40,defensive_rebounds_per_40,free_throw_attempts_per_40,free_throws_per_40,offensive_rebounds_per_40,personal_fouls_per_40,points_per_40,steals_per_40,three_point_attempts_per_40,three_pointers_per_40,total_rebounds_per_40,turnovers_per_40,two_point_attempts_per_40,two_pointers_per_40
11.9,160.0,1.9,48,5.1,,3.4,13.9,321,5.6,0.503,821.0,0.464,381.0,0.382,314.0,0.576,181.0,111.0,78,6-6,2674,1.7,6.1,136,3.2,183.0,16.2,charles-matthews-1,1007.0,1007,Guard,1.8,81,michigan,0.253,208,0.308,64,10.1,457.0,0.519,14.2,160,613,0.517,317,22.8,205,8.8,0.132,Charles Matthews,Career,3,2.39,0.72,4.8,4.7,2.71,2.03,2.74,15.06,1.21,3.11,0.96,6.84,2.39,9.17,4.74
11.3,111.0,4.9,71,9.3,,3.4,17.8,282,3.5,0.564,540.0,0.481,260.0,0.269,145.0,0.703,102.0,72.0,38,6-8,1839,5.9,10.5,175,5.0,137.0,22.1,chuma-okeke-1,711.0,735,Forward,2.8,92,auburn,0.424,229,0.389,89,14.0,457.0,0.584,13.3,93,311,0.55,171,18.5,230,8.5,0.184,Chuma Okeke,Career,2,2.41,1.54,6.13,3.15,2.22,3.81,2.98,15.46,2.0,4.98,1.94,9.94,2.02,6.76,3.72
14.2,318.0,1.1,44,6.5,,1.0,14.2,539,6.0,0.55,1386.0,0.452,626.0,0.443,614.0,0.757,465.0,130.0,94,6-3,4008,5.5,6.1,231,13.1,244.0,21.9,cj-massinburg-1,1990.0,1927,Guard,1.9,137,buffalo,0.511,708,0.386,273,10.2,770.0,0.593,10.8,203,678,0.521,353,21.9,194,19.1,0.191,CJ Massinburg,Career,4,3.17,0.44,5.38,6.13,4.64,2.31,2.44,19.86,1.37,7.07,2.72,7.68,2.03,6.77,3.52
24.4,143.0,1.3,11,8.0,,2.8,11.3,112,1.7,0.516,444.0,0.423,188.0,0.293,130.0,0.8,104.0,35.0,35,6-5,999,5.2,1.3,12,2.4,68.0,19.2,coby-white-1,562.0,538,Guard,2.0,38,north-carolina,0.523,232,0.353,82,6.4,124.0,0.556,15.5,93,212,0.5,106,26.8,185,4.1,0.165,Coby White,Career,1,5.73,0.44,4.48,5.21,4.16,0.48,2.72,22.5,1.52,9.29,3.28,4.96,3.72,8.49,4.24
22.5,434.0,3.0,96,6.3,,3.3,12.0,388,5.5,0.529,899.0,0.501,450.0,0.365,328.0,0.689,226.0,122.0,87,6-7,3526,3.0,5.4,171,7.7,278.0,18.7,cody-martin-1,1178.0,1334,Forward,2.5,155,nevada,0.178,160,0.325,52,8.8,559.0,0.558,16.0,201,739,0.539,398,17.8,205,13.2,0.15,Cody Martin,Career,4,4.92,1.09,4.4,3.72,2.56,1.94,3.15,13.36,1.76,1.82,0.59,6.34,2.28,8.38,4.52
10.8,100.0,5.2,92,5.1,,2.1,15.8,298,3.1,0.6,570.0,0.53,302.0,0.358,204.0,0.77,157.0,85.0,47,6-5,2009,3.0,7.3,125,5.3,236.0,21.3,daquan-jeffries-1,841.0,801,Guard,1.8,64,tulsa,0.372,212,0.377,80,11.8,423.0,0.631,13.8,107,358,0.62,222,19.6,230,8.4,0.167,DaQuan Jeffries,Career,3,1.99,1.83,5.93,4.06,3.13,2.49,4.7,16.74,1.27,4.22,1.59,8.42,2.13,7.13,4.42
14.5,187.0,3.1,71,4.6,,3.3,22.5,546,6.0,0.541,627.0,0.528,331.0,0.734,460.0,0.687,316.0,103.0,82,6-8,2618,1.3,8.7,204,4.6,263.0,19.6,zylan-cheatham-1,994.0,1038,Forward,1.9,83,arizona-state,0.086,54,0.296,16,15.7,750.0,0.588,21.7,235,573,0.55,315,20.5,220,10.6,0.162,Zylan Cheatham,Career,3,2.86,1.08,8.34,7.03,4.83,3.12,4.02,15.19,1.27,0.83,0.24,11.46,3.59,8.75,4.81
10.1,209.0,2.0,71,4.3,,1.4,14.3,494,5.4,0.535,1259.0,0.468,589.0,0.352,443.0,0.765,339.0,137.0,109,6-8,4057,3.0,6.4,210,8.7,314.0,17.8,eric-paschall-1,1687.0,1619,Forward,1.5,101,villanova,0.407,513,0.331,170,10.4,704.0,0.574,15.3,265,746,0.562,419,22.3,255,14.2,0.14,Eric Paschall,Career,4,2.06,0.7,4.87,4.37,3.34,2.07,3.1,16.63,1.0,5.06,1.68,6.94,2.61,7.36,4.13
6.1,31.0,1.7,18,8.9,,3.7,16.1,158,2.7,0.531,407.0,0.462,188.0,0.369,150.0,0.773,116.0,37.0,37,6-7,1096,5.3,4.6,43,2.8,79.0,21.4,ignas-brazdeikis-1,548.0,486,Forward,1.5,26,michigan,0.351,143,0.392,56,10.5,201.0,0.573,8.8,46,264,0.5,132,26.1,215,5.5,0.201,Ignas Brazdeikis,Career,1,1.13,0.66,5.77,5.47,4.23,1.57,2.88,20.0,0.95,5.22,2.04,7.34,1.68,9.64,4.82
12.2,143.0,6.7,154,5.9,,4.0,17.6,375,4.4,0.518,588.0,0.476,280.0,0.429,252.0,0.702,177.0,97.0,52,6-8,2319,1.8,7.3,155,3.4,273.0,18.6,isaiah-roby-1,786.0,802,Forward,2.0,80,nebraska,0.248,146,0.336,49,12.5,530.0,0.555,17.9,154,442,0.523,231,18.9,230,7.8,0.134,Isaiah Roby,Career,3,2.47,2.66,6.47,4.35,3.05,2.67,4.71,13.56,1.38,2.52,0.85,9.14,2.66,7.62,3.98
12.1,101.0,2.2,35,5.1,,2.2,23.1,388,4.0,0.525,670.0,0.504,338.0,0.358,240.0,0.758,182.0,67.0,55,6-10,1870,2.9,8.7,141,4.4,177.0,21.9,jalen-mcdaniels-1,886.0,849,Forward,2.0,65,san-diego-state,0.14,94,0.298,28,16.0,529.0,0.565,13.1,118,576,0.538,310,24.2,195,8.4,0.18,Jalen McDaniels,Career,2,2.16,0.75,8.3,5.13,3.89,3.02,3.79,18.95,1.39,2.01,0.6,11.32,2.52,12.32,6.63
17.4,256.0,1.4,44,5.2,,1.2,9.7,282,4.1,0.458,1219.0,0.398,485.0,0.462,563.0,0.742,418.0,141.0,74,6-6,3188,4.0,3.7,105,6.4,186.0,18.6,james-palmer-1,1534.0,1484,Guard,1.9,103,nebraska,0.38,463,0.315,146,6.8,387.0,0.516,11.4,192,756,0.448,339,27.3,207,10.5,0.131,James Palmer,Career,4,3.21,0.55,3.54,7.06,5.24,1.32,2.33,19.25,1.29,5.81,1.83,4.86,2.41,9.49,4.25
28.8,282.0,0.6,10,4.0,,1.0,12.0,214,1.9,0.495,635.0,0.409,260.0,0.298,189.0,0.762,144.0,64.0,48,6-3,1810,3.0,1.9,30,3.1,89.0,17.1,jaylen-hands-1,773.0,826,Guard,2.2,74,ucla,0.46,292,0.373,109,7.2,244.0,0.533,18.3,162,343,0.44,151,23.4,180,5.0,0.109,Jaylen Hands,Career,2,6.23,0.22,4.73,4.18,3.18,0.66,1.97,17.08,1.64,6.45,2.41,5.39,3.58,7.58,3.34
12.3,47.0,2.5,20,2.2,,0.0,19.6,156,0.7,0.476,332.0,0.458,152.0,0.383,127.0,0.717,91.0,31.0,30,6-8,936,2.1,9.0,80,1.3,68.0,18.1,jaylen-hoard-1,407.0,399,Forward,1.2,19,wake-forest,0.16,53,0.226,12,14.0,236.0,0.519,16.6,78,279,0.502,140,24.6,215,1.9,0.083,Jaylen Hoard,Career,1,2.01,0.85,6.67,5.43,3.89,3.42,2.91,17.39,0.81,2.26,0.51,10.09,3.33,11.92,5.98
19.6,74.0,7.3,55,9.0,,5.2,23.2,174,1.9,0.521,238.0,0.437,104.0,0.437,104.0,0.75,78.0,33.0,7,6-11,808,3.8,7.7,50,1.8,97.0,21.7,jontay-porter-1,326.0,341,Forward,2.1,28,missouri,0.462,110,0.364,40,16.0,224.0,0.567,18.0,63,128,0.5,64,22.5,240,3.6,0.179,Jontay Porter,Career,1,3.66,2.72,8.61,5.15,3.86,2.48,4.8,16.14,1.39,5.45,1.98,11.09,3.12,6.34,3.17
7.1,98.0,8.2,198,6.3,,3.0,20.2,473,5.0,0.573,754.0,0.509,384.0,0.33,249.0,0.687,171.0,124.0,78,6-10,2622,3.3,9.8,218,5.5,249.0,21.5,aric-holman-1,1035.0,1005,Forward,1.5,70,mississippi-state,0.333,251,0.382,96,15.1,691.0,0.593,16.2,169,503,0.573,288,19.9,225,10.4,0.159,Aric Holman,Career,4,1.5,3.02,7.22,3.8,2.61,3.33,3.8,15.79,1.07,3.83,1.46,10.54,2.58,7.67,4.39
11.9,102.0,0.9,14,7.2,,4.1,10.2,152,3.7,0.54,544.0,0.434,236.0,0.261,142.0,0.831,118.0,75.0,37,6-5,1700,3.1,0.8,11,3.1,114.0,16.9,jordan-poole-1,705.0,631,Guard,2.2,60,michigan,0.572,311,0.37,115,5.6,163.0,0.576,11.8,82,233,0.519,121,22.2,195,6.9,0.162,Jordan Poole,Career,2,2.4,0.33,3.58,3.34,2.78,0.26,2.68,16.59,1.41,7.32,2.71,3.84,1.93,5.48,2.85
16.3,258.0,0.6,19,4.9,,-1.5,10.8,323,2.0,0.565,1694.0,0.483,819.0,0.3,508.0,0.811,412.0,125.0,82,6-2,3507,6.4,1.4,44,13.8,201.0,25.4,justin-wright-foreman-1,2327.0,2068,Guard,1.4,83,hofstra,0.424,718,0.386,277,6.1,367.0,0.601,9.9,212,976,0.555,542,30.9,190,15.8,0.181,Justin Wright-Foreman,Career,4,2.94,0.22,3.68,5.79,4.7,0.5,2.29,26.54,0.95,8.19,3.16,4.19,2.42,11.13,6.18
10.4,60.0,0.6,6,6.7,,2.6,16.5,168,2.0,0.521,373.0,0.461,172.0,0.416,155.0,0.703,109.0,37.0,36,6-6,1137,4.1,5.5,49,2.9,83.0,18.5,keldon-johnson-1,498.0,466,Guard,1.5,28,kentucky,0.316,118,0.381,45,11.3,217.0,0.558,11.8,60,255,0.498,127,22.7,211,4.9,0.171,Keldon Johnson,Career,1,2.11,0.21,5.91,5.45,3.83,1.72,2.92,17.52,0.99,4.15,1.58,7.63,2.11,8.97,4.47
4.1,33.0,13.8,166,4.5,,4.9,17.9,231,3.2,0.634,287.0,0.634,182.0,0.446,128.0,0.633,81.0,70.0,37,6-9,1528,-0.4,7.6,95,2.4,185.0,18.7,kenny-wooten-1,445.0,419,Forward,1.3,35,oregon,0.007,2,0.0,0,12.8,326.0,0.64,18.7,80,285,0.639,182,14.5,235,5.6,0.147,Kenny Wooten,Career,2,0.86,4.35,6.05,3.35,2.12,2.49,4.84,11.65,0.92,0.05,0.0,8.53,2.09,7.46,4.76
14.3,188.0,3.6,70,4.5,,1.5,11.2,247,3.9,0.52,684.0,0.465,318.0,0.313,214.0,0.621,133.0,99.0,66,6-6,2514,3.0,9.7,200,5.4,201.0,17.4,jarrey-foster-1,845.0,883,Guard,1.3,52,southern-methodist,0.314,215,0.353,76,10.5,447.0,0.538,13.4,122,469,0.516,242,18.9,220,9.3,0.148,Jarrey Foster,Career,4,2.99,1.11,3.93,3.4,2.12,3.18,3.2,13.44,0.83,3.42,1.21,7.11,1.94,7.46,3.85
18.9,335.0,1.2,47,4.6,,-1.5,14.0,524,5.8,0.54,2307.0,0.444,1024.0,0.373,860.0,0.852,733.0,130.0,126,5-9,4433,6.2,1.7,63,16.9,265.0,28.8,chris-clemons-2,3225.0,2915,Guard,2.8,213,campbell,0.531,1224,0.363,444,8.0,587.0,0.594,10.7,324,1083,0.536,580,36.1,180,22.7,0.205,Chris Clemons,Career,4,3.02,0.42,4.73,7.76,6.61,0.57,2.39,29.1,1.92,11.04,4.01,5.3,2.92,9.77,5.23
2.8,31.0,3.0,70,-4.2,,-1.6,13.1,284,3.2,0.468,795.0,0.463,368.0,0.293,233.0,0.678,158.0,123.0,63,6-9,2563,-2.6,8.6,203,3.3,240.0,15.1,matt-morgan-2,902.0,740.0,Center,1.0,39,winthrop,0.063,50,0.16,8,10.9,487.0,0.498,10.5,106,745,0.483,360,20.2,235,6.6,0.102,Matt Morgan,Career,8,0.48,1.09,4.43,3.64,2.47,3.17,3.75,14.08,0.61,0.78,0.12,7.6,1.65,11.63,5.62
2.8,31.0,3.0,70,-4.2,,-1.6,13.1,284,3.2,0.468,795.0,0.463,368.0,0.293,233.0,0.678,158.0,123.0,63,6-9,2563,-2.6,8.6,203,3.3,240.0,15.1,matt-morgan-2,902.0,740.0,Center,1.0,39,winthrop,0.063,50,0.16,8,10.9,487.0,0.498,10.5,106,745,0.483,360,20.2,235,6.6,0.102,Matt Morgan,Career,8,0.48,1.09,4.43,3.64,2.47,3.17,3.75,14.08,0.61,0.78,0.12,7.6,1.65,11.63,5.62
8.3,81.0,2.6,46,3.2,,-0.1,13.3,253,2.1,0.488,821.0,0.407,334.0,0.297,244.0,0.836,204.0,63.0,61,6-7,2199,3.3,4.9,99,4.4,150,18.3,charlie-brown-2,1006.0,937,Forward,1.5,58,saint-josephs,0.441,362,0.37,134,8.9,352.0,0.537,9.2,95,459,0.436,200,24.0,197,6.5,0.119,Charlie Brown,Career,2,1.47,0.84,4.6,4.44,3.71,1.8,2.73,18.3,1.06,6.58,2.44,6.4,1.73,8.35,3.64
11.8,233.0,1.2,42,-0.2,,1.0,9.5,331,5.5,0.503,965.0,0.416,401.0,0.253,244.0,0.668,163.0,133.0,114,6-4,4130,-1.2,2.4,85,3.6,335,11.3,cameron-johnson-3,1134.0,1111,Guard,1.7,112,college-of-charleston,0.476,459,0.368,169,5.9,416.0,0.525,15.0,191,506,0.458,232,16.6,200,9.2,0.089,Cameron Johnson,Career,8,2.26,0.41,3.21,2.36,1.58,0.82,3.24,10.98,1.08,4.45,1.64,4.03,1.85,4.9,2.25
11.8,233.0,1.2,42,-0.2,,1.0,9.5,331,5.5,0.503,965.0,0.416,401.0,0.253,244.0,0.668,163.0,133.0,114,6-4,4130,-1.2,2.4,85,3.6,335,11.3,cameron-johnson-3,1134.0,1111,Guard,1.7,112,college-of-charleston,0.476,459,0.368,169,5.9,416.0,0.525,15.0,191,506,0.458,232,16.6,200,9.2,0.089,Cameron Johnson,Career,8,2.26,0.41,3.21,2.36,1.58,0.82,3.24,10.98,1.08,4.45,1.64,4.03,1.85,4.9,2.25
13.0,243,1.1,34,7.9,,2.3,12.5,399,4.0,0.571,1130.0,0.457,516.0,0.242,273.0,0.817,223.0,135.0,90,6-9,3425,5.7,4.8,148,9.9,237,19.3,cameron-johnson-4,1514.0,1382,Guard,1.7,103,north-carolina,0.565,639,0.405,259,8.7,547.0,0.601,9.9,138,491,0.523,257,19.6,210,13.9,0.162,Cameron Johnson,Career,10,2.84,0.4,4.66,3.19,2.6,1.73,2.77,17.68,1.2,7.46,3.02,6.39,1.61,5.73,3.0
13.0,243,1.1,34,7.9,,2.3,12.5,399,4.0,0.571,1130.0,0.457,516.0,0.242,273.0,0.817,223.0,135.0,90,6-9,3425,5.7,4.8,148,9.9,237,19.3,cameron-johnson-4,1514.0,1382,Guard,1.7,103,north-carolina,0.565,639,0.405,259,8.7,547.0,0.601,9.9,138,491,0.523,257,19.6,210,13.9,0.162,Cameron Johnson,Career,10,2.84,0.4,4.66,3.19,2.6,1.73,2.77,17.68,1.2,7.46,3.02,6.39,1.61,5.73,3.0
